"Session","Date","Treatment","Protocol","Stage","DayNumber","Trial","ID","Latency","Reason","Scoring","Force"
32,"2024-05-28 15:15:00","CCD","AMN","POST",21,"C","DW 270",1.3,"Detection","Auto",13.08
33,"2024-05-28 15:15:00","CCD","AMN","POST",21,"C","DW 270",1.4,"Detection","Auto",14.41
34,"2024-05-28 15:15:00","CCD","AMN","POST",21,"I","DW 270",3.9,"Detection","Auto",39.03
35,"2024-05-28 15:15:00","CCD","AMN","POST",21,"I","DW 270",0.3,"Detection","Auto",3.43
36,"2024-05-28 15:15:00","CCD","AMN","POST",21,"I","DW 270",2.1,"Detection","Auto",20.4
37,"2024-05-28 15:16:00","CCD","AMN","POST",21,"I","DW 270",4.8,"Detection","Auto",48.02
40,"2024-05-28 15:16:00","CCD","AMN","POST",21,"C","DW 270",5.2,"Detection","Auto",51.35
41,"2024-05-28 15:16:00","CCD","AMN","POST",21,"C","DW 270",3.1,"Detection","Auto",30.38
42,"2024-05-28 15:16:00","CCD","AMN","POST",21,"C","DW 270",2.4,"Detection","Auto",24.73
44,"2024-05-28 15:17:00","CCD","AMN","POST",21,"C","DW 270",3.5,"Detection","Auto",35.04
45,"2024-05-28 15:17:00","CCD","AMN","POST",21,"C","DW 270",3.5,"Detection","Auto",35.04
46,"2024-05-28 15:18:00","CCD","AMN","POST",21,"I","DW 270",7.1,"Detection","Auto",60
47,"2024-05-28 15:18:00","CCD","AMN","POST",21,"I","DW 270",2.5,"Detection","Auto",25.39
48,"2024-05-28 15:18:00","CCD","AMN","POST",21,"I","DW 270",3.5,"Detection","Auto",35.37
49,"2024-05-28 15:18:00","CCD","AMN","POST",21,"I","DW 270",5,"Detection","Auto",49.68
50,"2024-05-28 15:18:00","CCD","AMN","POST",21,"I","DW 270",1,"Detection","Auto",10.42
51,"2024-05-28 15:19:00","CCD","AMN","POST",21,"I","DW 270",0.8,"Detection","Auto",8.75
52,"2024-05-28 15:19:00","CCD","AMN","POST",18,"I","DW 291",1.6,"Detection","Auto",17.07
53,"2024-05-28 15:19:00","CCD","AMN","POST",18,"I","DW 291",2,"Detection","Auto",20.4
55,"2024-05-28 15:19:00","CCD","AMN","POST",18,"I","DW 291",3.6,"Detection","Auto",36.37
56,"2024-05-28 15:19:00","CCD","AMN","POST",18,"I","DW 291",2.2,"Detection","Auto",22.4
58,"2024-05-28 15:20:00","CCD","AMN","POST",18,"C","DW 291",6.4,"Detection","Auto",60
60,"2024-05-28 15:20:00","CCD","AMN","POST",18,"C","DW 291",3.1,"Detection","Auto",30.72
62,"2024-05-28 15:21:00","CCD","AMN","POST",18,"C","DW 291",1.4,"Detection","Auto",14.08
63,"2024-05-28 15:21:00","CCD","AMN","POST",18,"C","DW 291",3.2,"Detection","Auto",31.71
64,"2024-05-28 15:21:00","CCD","AMN","POST",18,"C","DW 291",1.7,"Detection","Auto",17.74
65,"2024-05-28 15:21:00","CCD","AMN","POST",18,"I","DW 291",2.1,"Detection","Auto",21.07
67,"2024-05-31 17:03:00","CCD","AMN","POST",21,"C","DW 291",11,"Cutoff","Auto",60
68,"2024-05-31 17:03:00","CCD","AMN","POST",21,"C","DW 291",2.8,"Manual Stop","Auto",27.39
69,"2024-05-31 17:04:00","CCD","AMN","POST",21,"C","DW 291",4,"Manual Stop","Auto",39.7
73,"2024-05-31 18:10:00","CCD","AMN","POST",21,"C","DW 291",4.2,"Detection","Auto",41.36
74,"2024-05-31 18:10:00","CCD","AMN","POST",21,"C","DW 291",11,"Cutoff","Auto",60
77,"2024-05-31 18:11:00","CCD","AMN","POST",21,"C","DW 291",1.7,"Detection","Auto",17.07
78,"2024-05-31 18:13:00","CCD","AMN","POST",21,"C","DW 291",3.2,"Detection","Auto",32.05
79,"2024-05-31 18:14:00","CCD","AMN","POST",21,"C","DW 291",1.9,"Detection","Auto",19.4
80,"2024-05-31 18:15:00","CCD","AMN","POST",21,"C","DW 291",2.7,"Detection","Auto",26.72
81,"2024-05-31 18:15:00","CCD","AMN","POST",21,"C","DW 291",0.9,"Detection","Auto",9.09
82,"2024-05-31 18:16:00","CCD","AMN","POST",21,"C","DW 291",1,"Detection","Auto",10.42
83,"2024-05-31 18:17:00","CCD","AMN","POST",21,"C","DW 291",5.2,"Detection","Auto",52.01
84,"2024-05-31 18:18:00","CCD","AMN","POST",21,"I","DW 291",0.6,"Manual Stop","Auto",6.76
87,"2024-05-31 18:19:00","CCD","AMN","POST",21,"I","DW 291",1.5,"Detection","Auto",15.74
88,"2024-05-31 18:20:00","CCD","AMN","POST",21,"I","DW 291",2.8,"Detection","Auto",28.72
89,"2024-05-31 18:27:00","CCD","AMN","POST",21,"I","DW 291",2.4,"Detection","Auto",25.06
90,"2024-05-31 18:33:00","CCD","AMN","POST",21,"I","DW 291",2,"Detection","Auto",21.07
91,"2024-05-31 18:37:00","CCD","AMN","POST",21,"I","DW 291",2.4,"Detection","Auto",24.39
92,"2024-05-31 18:38:00","CCD","AMN","POST",21,"I","DW 291",2.6,"Detection","Auto",26.72
93,"2024-05-31 18:39:00","CCD","AMN","POST",21,"I","DW 291",2.5,"Detection","Auto",24.73
94,"2024-06-03 15:23:00","CCD","AMN","POST",24,"C","DW 291",0.9,"Detection","Auto",9.75
95,"2024-06-03 15:23:00","CCD","AMN","POST",24,"C","DW 291",1.4,"Detection","Auto",14.74
96,"2024-06-03 15:24:00","CCD","AMN","POST",24,"C","DW 291",2.6,"Detection","Auto",26.72
97,"2024-06-03 15:25:00","CCD","AMN","POST",24,"C","DW 291",2.4,"Detection","Auto",23.39
98,"2024-06-03 15:26:00","CCD","AMN","POST",24,"C","DW 291",3.6,"Detection","Auto",35.71
99,"2024-06-03 15:26:00","CCD","AMN","POST",24,"C","DW 291",0.5,"Detection","Auto",5.76
100,"2024-06-03 15:27:00","CCD","AMN","POST",24,"C","DW 291",0.4,"Detection","Auto",4.76
101,"2024-06-03 15:27:00","CCD","AMN","POST",24,"I","DW 291",1.6,"Detection","Auto",16.41
102,"2024-06-03 15:28:00","CCD","AMN","POST",24,"I","DW 291",2.2,"Detection","Auto",22.4
103,"2024-06-03 15:28:00","CCD","AMN","POST",24,"I","DW 291",2,"Detection","Auto",20.73
105,"2024-06-03 15:29:00","CCD","AMN","POST",24,"I","DW 291",1,"Detection","Auto",10.42
107,"2024-06-03 15:29:00","CCD","AMN","POST",24,"I","DW 291",0.5,"Detection","Auto",5.76
108,"2024-06-03 15:29:00","CCD","AMN","POST",24,"I","DW 291",0.9,"Detection","Auto",9.09
109,"2024-06-03 15:30:00","CCD","AMN","POST",24,"C","DW 291",4.2,"Detection","Auto",41.7
110,"2024-06-03 15:31:00","CCD","AMN","POST",24,"C","DW 291",4.4,"Detection","Auto",43.36
112,"2024-06-03 15:32:00","CCD","AMN","POST",24,"I","DW 291",4.5,"Detection","Auto",44.69
113,"2024-06-03 15:32:00","CCD","AMN","POST",24,"I","DW 291",3.1,"Detection","Auto",30.38
114,"2024-06-07 15:43:00","CCD","AMN","PRE",0,"C","DW 284",5.2,"Detection","Auto",52.01
115,"2024-06-07 15:43:00","CCD","AMN","PRE",0,"C","DW 284",5.4,"Detection","Auto",52.68
116,"2024-06-07 15:45:00","CCD","AMN","PRE",0,"C","DW 284",5.8,"Detection","Auto",56.34
117,"2024-06-07 15:45:00","CCD","AMN","PRE",0,"C","DW 284",3.4,"Detection","Auto",34.04
118,"2024-06-07 15:45:00","CCD","AMN","PRE",0,"C","DW 284",1.8,"Detection","Auto",17.74
119,"2024-06-07 15:46:00","CCD","AMN","PRE",0,"C","DW 284",8.5,"Detection","Auto",60
120,"2024-06-07 15:47:00","CCD","AMN","PRE",0,"C","DW 284",8.8,"Detection","Auto",60
121,"2024-06-07 15:47:00","CCD","AMN","PRE",0,"C","DW 284",4.2,"Detection","Auto",41.03
122,"2024-06-07 15:48:00","CCD","AMN","PRE",0,"C","DW 284",11,"Cutoff","Auto",60
124,"2024-06-07 15:48:00","CCD","AMN","PRE",0,"C","DW 284",6.1,"Detection","Auto",60
125,"2024-06-07 15:49:00","CCD","AMN","PRE",0,"I","DW 284",4.6,"Detection","Auto",45.03
126,"2024-06-07 15:49:00","CCD","AMN","PRE",0,"I","DW 284",2.7,"Detection","Auto",27.06
127,"2024-06-07 15:51:00","CCD","AMN","PRE",0,"I","DW 284",5.2,"Detection","Auto",52.01
128,"2024-06-07 15:51:00","CCD","AMN","PRE",0,"I","DW 284",1.4,"Detection","Auto",13.74
129,"2024-06-07 15:51:00","CCD","AMN","PRE",0,"I","DW 284",1.2,"Detection","Auto",11.75
130,"2024-06-07 15:52:00","CCD","AMN","PRE",0,"I","DW 284",2.9,"Detection","Auto",28.72
131,"2024-06-07 15:52:00","CCD","AMN","PRE",0,"I","DW 284",3.8,"Detection","Auto",37.04
132,"2024-06-07 15:53:00","CCD","AMN","PRE",0,"I","DW 284",4.4,"Detection","Auto",44.36
133,"2024-06-07 15:53:00","CCD","AMN","PRE",0,"I","DW 284",3,"Detection","Auto",30.38
134,"2024-06-07 15:53:00","CCD","AMN","PRE",0,"I","DW 284",5.4,"Detection","Auto",53.68
135,"2024-06-07 15:54:00","CCD","AMN","PRE",0,"I","DW 284",2.6,"Detection","Auto",26.06
136,"2024-06-07 15:54:00","CCD","AMN","PRE",0,"I","DW 284",2.1,"Detection","Auto",21.73
137,"2024-06-07 15:55:00","CCD","AMN","PRE",0,"C","DW 284",2.7,"Detection","Auto",26.39
138,"2024-06-07 15:56:00","CCD","AMN","PRE",0,"C","DW 284",5.2,"Detection","Auto",51.01
140,"2024-06-07 15:56:00","CCD","AMN","PRE",0,"C","DW 284",7.1,"Detection","Auto",60
141,"2024-06-07 15:56:00","CCD","AMN","PRE",0,"I","DW 284",5.3,"Detection","Auto",52.35
142,"2024-06-07 15:57:00","CCD","AMN","PRE",0,"I","DW 284",6.4,"Detection","Auto",60
143,"2024-06-07 15:57:00","CCD","AMN","PRE",0,"I","DW 284",2.4,"Detection","Auto",24.06
144,"2024-06-07 15:57:00","CCD","AMN","PRE",0,"I","DW 284",2.8,"Detection","Auto",28.72
145,"2024-06-07 15:58:00","CCD","AMN","PRE",0,"I","DW 284",3.5,"Detection","Auto",35.71
147,"2024-06-07 16:06:00","CCD","AMN","PRE",0,"C","DW 283",11,"Cutoff","Auto",60
148,"2024-06-07 16:06:00","CCD","AMN","PRE",0,"C","DW 283",11,"Cutoff","Auto",60
149,"2024-06-07 16:06:00","CCD","AMN","PRE",0,"C","DW 283",11,"Cutoff","Auto",60
150,"2024-06-07 16:07:00","CCD","AMN","PRE",0,"C","DW 283",11,"Cutoff","Auto",60
151,"2024-06-07 16:07:00","CCD","AMN","PRE",0,"C","DW 283",11,"Cutoff","Auto",60
152,"2024-06-07 16:07:00","CCD","AMN","PRE",0,"C","DW 283",11,"Cutoff","Auto",60
154,"2024-06-07 16:08:00","CCD","AMN","PRE",0,"I","DW 283",4.4,"Detection","Auto",44.36
155,"2024-06-07 16:08:00","CCD","AMN","PRE",0,"I","DW 283",2.4,"Detection","Auto",24.06
156,"2024-06-07 16:09:00","CCD","AMN","PRE",0,"I","DW 283",3,"Detection","Auto",30.05
157,"2024-06-07 16:09:00","CCD","AMN","PRE",0,"I","DW 283",6.7,"Detection","Auto",60
158,"2024-06-07 16:09:00","CCD","AMN","PRE",0,"I","DW 283",4.5,"Detection","Auto",45.03
159,"2024-06-07 16:09:00","CCD","AMN","PRE",0,"I","DW 283",6.2,"Detection","Auto",60
160,"2024-06-07 16:10:00","CCD","AMN","PRE",0,"I","DW 283",3.6,"Detection","Auto",36.37
161,"2024-06-07 16:10:00","CCD","AMN","PRE",0,"I","DW 283",4.4,"Detection","Auto",42.03
162,"2024-06-07 16:10:00","CCD","AMN","PRE",0,"I","DW 283",5.1,"Detection","Auto",50.68
163,"2024-06-07 16:11:00","CCD","AMN","PRE",0,"I","DW 283",5.3,"Detection","Auto",52.35
165,"2024-06-11 15:10:00","CCD","AMN","POST",4,"I","DW 283",6.3,"Detection","Auto",60
166,"2024-06-11 15:10:00","CCD","AMN","POST",4,"I","DW 283",5.2,"Detection","Auto",51.68
167,"2024-06-11 15:10:00","CCD","AMN","POST",4,"I","DW 283",4.1,"Detection","Auto",41.36
168,"2024-06-11 15:11:00","CCD","AMN","POST",4,"I","DW 283",5,"Detection","Auto",49.02
169,"2024-06-11 15:11:00","CCD","AMN","POST",4,"I","DW 283",4.9,"Detection","Auto",49.35
170,"2024-06-11 15:11:00","CCD","AMN","POST",4,"I","DW 283",3.7,"Detection","Auto",36.37
171,"2024-06-11 15:12:00","CCD","AMN","POST",4,"I","DW 283",4.8,"Detection","Auto",47.35
172,"2024-06-11 15:12:00","CCD","AMN","POST",4,"I","DW 283",2.8,"Detection","Auto",27.72
173,"2024-06-11 15:12:00","CCD","AMN","POST",4,"I","DW 283",4,"Detection","Auto",39.7
174,"2024-06-11 15:12:00","CCD","AMN","POST",4,"I","DW 283",4.9,"Detection","Auto",49.68
175,"2024-06-11 15:13:00","CCD","AMN","POST",4,"C","DW 283",11,"Cutoff","Auto",60
177,"2024-06-11 15:14:00","CCD","AMN","POST",4,"C","DW 283",6.6,"Detection","Auto",60
178,"2024-06-11 15:14:00","CCD","AMN","POST",4,"C","DW 283",4.5,"Detection","Auto",45.36
179,"2024-06-11 15:14:00","CCD","AMN","POST",4,"C","DW 283",7.1,"Detection","Auto",60
180,"2024-06-11 15:14:00","CCD","AMN","POST",4,"C","DW 283",4.5,"Detection","Auto",44.36
181,"2024-06-11 15:15:00","CCD","AMN","POST",4,"C","DW 283",6.9,"Detection","Auto",60
183,"2024-06-11 15:15:00","CCD","AMN","POST",4,"C","DW 283",3,"Detection","Auto",30.05
184,"2024-06-11 15:15:00","CCD","AMN","POST",4,"C","DW 283",4.6,"Detection","Auto",46.02
186,"2024-06-12 20:18:00","CCD","AMN","TEST",5,"C","DW 283",6.3,"Detection","Auto",60
187,"2024-06-12 20:19:00","CCD","AMN","TEST",5,"C","DW 283",2.8,"Detection","Auto",27.72
188,"2024-06-12 20:23:00","CCD","AMN","TEST",5,"C","DW 283",11,"Cutoff","Auto",60
189,"2024-06-12 20:29:00","CCD","AMN","TEST",5,"C","DW 283",1.1,"Detection","Auto",11.41
190,"2024-06-12 20:30:00","CCD","AMN","TEST",5,"C","DW 283",7,"Detection","Auto",60
191,"2024-06-12 20:30:00","CCD","AMN","TEST",5,"C","DW 283",3.3,"Detection","Auto",32.38
192,"2024-06-12 20:31:00","CCD","AMN","TEST",5,"C","DW 283",4.2,"Detection","Auto",41.7
193,"2024-06-12 20:36:00","CCD","AMN","TEST",5,"C","DW 283",4.2,"Detection","Auto",42.7
198,"2024-06-17 21:39:00","CCD","AMN","POST",10,"I","DW 283",3.4,"Detection","Auto",34.38
199,"2024-06-17 21:39:00","CCD","AMN","POST",10,"I","DW 283",4.3,"Detection","Auto",42.7
201,"2024-06-17 21:41:00","CCD","AMN","POST",10,"I","DW 283",3.6,"Detection","Auto",36.37
202,"2024-06-17 21:41:00","CCD","AMN","POST",10,"I","DW 283",0.6,"Detection","Auto",6.42
203,"2024-06-17 21:42:00","CCD","AMN","POST",10,"I","DW 283",3,"Detection","Auto",30.72
204,"2024-06-17 21:43:00","CCD","AMN","POST",10,"I","DW 283",2.1,"Detection","Auto",21.4
205,"2024-06-17 21:43:00","CCD","AMN","POST",10,"I","DW 283",1.7,"Detection","Auto",17.4
207,"2024-06-17 21:46:00","CCD","AMN","POST",10,"I","DW 283",4.3,"Detection","Auto",42.7
208,"2024-06-17 21:46:00","CCD","AMN","POST",10,"C","DW 283",4.6,"Detection","Auto",46.36
209,"2024-06-17 21:47:00","CCD","AMN","POST",10,"C","DW 283",1.4,"Detection","Auto",14.74
210,"2024-06-17 21:47:00","CCD","AMN","POST",10,"C","DW 283",1.1,"Detection","Auto",11.75
211,"2024-06-17 21:50:00","CCD","AMN","POST",10,"C","DW 283",2.8,"Detection","Auto",28.05
214,"2024-06-17 21:53:00","CCD","AMN","POST",10,"C","DW 283",2.8,"Detection","Auto",28.39
215,"2024-06-17 21:54:00","CCD","AMN","POST",10,"C","DW 283",2.3,"Detection","Auto",23.73
217,"2024-06-17 22:00:00","CCD","AMN","POST",10,"C","DW 283",3.8,"Detection","Auto",37.37
218,"2024-06-17 22:00:00","CCD","AMN","POST",10,"C","DW 283",2,"Detection","Auto",20.07
219,"2024-06-17 22:01:00","CCD","AMN","POST",10,"C","DW 283",4.2,"Detection","Auto",42.36
222,"2024-06-19 15:23:00","CCD","AMN","PRE",0,"C","DW 282",4.1,"Detection","Auto",41.36
224,"2024-06-19 15:25:00","CCD","AMN","PRE",0,"C","DW 282",1.9,"Detection","Auto",19.73
225,"2024-06-19 15:27:00","CCD","AMN","PRE",0,"C","DW 282",4.7,"Detection","Auto",47.35
226,"2024-06-19 15:27:00","CCD","AMN","PRE",0,"C","DW 282",2.1,"Detection","Auto",21.07
227,"2024-06-19 15:30:00","CCD","AMN","PRE",0,"C","DW 282",1.7,"Detection","Auto",16.74
228,"2024-06-19 15:31:00","CCD","AMN","PRE",0,"C","DW 282",3.3,"Detection","Auto",33.04
229,"2024-06-19 15:31:00","CCD","AMN","PRE",0,"C","DW 282",3.3,"Detection","Auto",32.71
230,"2024-06-19 15:32:00","CCD","AMN","PRE",0,"C","DW 282",11,"Cutoff","Auto",60
232,"2024-06-19 15:33:00","CCD","AMN","PRE",0,"C","DW 282",2.8,"Detection","Auto",28.05
233,"2024-06-19 15:34:00","CCD","AMN","PRE",0,"I","DW 282",3.4,"Detection","Auto",33.38
234,"2024-06-19 15:34:00","CCD","AMN","PRE",0,"I","DW 282",3.9,"Detection","Auto",39.03
235,"2024-06-19 15:34:00","CCD","AMN","PRE",0,"I","DW 282",2.3,"Detection","Auto",23.39
236,"2024-06-19 15:35:00","CCD","AMN","PRE",0,"I","DW 282",2.6,"Detection","Auto",27.06
237,"2024-06-19 15:36:00","CCD","AMN","PRE",0,"I","DW 282",0.3,"Detection","Auto",3.43
238,"2024-06-19 15:36:00","CCD","AMN","PRE",0,"I","DW 282",2.5,"Detection","Auto",25.06
239,"2024-06-19 15:37:00","CCD","AMN","PRE",0,"I","DW 282",11,"Cutoff","Auto",60
240,"2024-06-19 15:38:00","CCD","AMN","PRE",0,"I","DW 282",2.7,"Detection","Auto",27.06
241,"2024-06-19 15:38:00","CCD","AMN","PRE",0,"I","DW 282",3.5,"Detection","Auto",34.71
243,"2024-06-19 15:39:00","CCD","AMN","PRE",0,"I","DW 282",3.2,"Detection","Auto",32.38
245,"2024-06-23 00:26:00","CCD","AMN","POST",16,"I","DW 283",2.2,"Detection","Auto",22.06
246,"2024-06-23 00:27:00","CCD","AMN","POST",16,"I","DW 283",6,"Detection","Auto",58.67
247,"2024-06-23 00:27:00","CCD","AMN","POST",16,"I","DW 283",3,"Detection","Auto",29.72
248,"2024-06-23 00:27:00","CCD","AMN","POST",16,"I","DW 283",4.2,"Detection","Auto",41.7
249,"2024-06-23 00:28:00","CCD","AMN","POST",16,"I","DW 283",5.2,"Detection","Auto",51.68
250,"2024-06-23 00:28:00","CCD","AMN","POST",16,"I","DW 283",1.5,"Detection","Auto",15.41
251,"2024-06-23 00:28:00","CCD","AMN","POST",16,"I","DW 283",7.2,"Detection","Auto",60
252,"2024-06-23 00:28:00","CCD","AMN","POST",16,"I","DW 283",1,"Detection","Auto",11.08
253,"2024-06-23 00:29:00","CCD","AMN","POST",16,"I","DW 283",3.2,"Detection","Auto",32.38
254,"2024-06-23 00:29:00","CCD","AMN","POST",16,"I","DW 283",2,"Detection","Auto",20.07
255,"2024-06-23 00:29:00","CCD","AMN","POST",16,"I","DW 283",0.1,"Detection","Auto",1.43
256,"2024-06-23 00:30:00","CCD","AMN","POST1",16,"I","DW 283",5.5,"Detection","Auto",54.01
257,"2024-06-23 00:31:00","CCD","AMN","POST1",16,"I","DW 283",2.7,"Detection","Auto",27.72
258,"2024-06-23 00:31:00","CCD","AMN","POST1",16,"I","DW 283",5.3,"Detection","Auto",52.68
259,"2024-06-23 00:31:00","CCD","AMN","POST1",16,"I","DW 283",5.2,"Detection","Auto",51.01
260,"2024-06-23 00:32:00","CCD","AMN","POST1",16,"I","DW 283",2.1,"Detection","Auto",21.07
261,"2024-06-23 00:32:00","CCD","AMN","POST1",16,"I","DW 283",2.2,"Detection","Auto",21.73
262,"2024-06-23 00:32:00","CCD","AMN","POST1",16,"I","DW 283",2.4,"Detection","Auto",23.39
263,"2024-06-23 00:32:00","CCD","AMN","POST1",16,"I","DW 283",2.5,"Detection","Auto",25.39
264,"2024-06-23 00:33:00","CCD","AMN","POST1",16,"I","DW 283",2.3,"Detection","Auto",23.06
265,"2024-06-23 00:33:00","CCD","AMN","POST1",16,"I","DW 283",2,"Detection","Auto",20.4
266,"2024-06-23 00:33:00","CCD","AMN","POST1",16,"I","DW 283",2.6,"Detection","Auto",26.06
267,"2024-06-23 00:33:00","CCD","AMN","POST1",16,"I","DW 283",1,"Detection","Auto",10.75
268,"2024-06-23 00:33:00","CCD","AMN","POST1",16,"I","DW 283",1.6,"Detection","Auto",16.07
269,"2024-06-23 00:34:00","CCD","AMN","POST1",16,"I","DW 283",3.1,"Detection","Auto",31.38
270,"2024-06-23 00:34:00","CCD","AMN","POST1",16,"I","DW 283",4.9,"Detection","Auto",48.69
271,"2024-06-23 00:34:00","CCD","AMN","POST1",16,"I","DW 283",0.2,"Detection","Auto",3.1
272,"2024-06-23 00:35:00","CCD","AMN","POST1",16,"I","DW 283",2.5,"Detection","Auto",24.73
273,"2024-06-23 00:35:00","CCD","AMN","POST1",16,"I","DW 283",0.1,"Detection","Auto",1.43
274,"2024-06-23 00:35:00","CCD","AMN","POST1",16,"I","DW 283",2.9,"Detection","Auto",29.05
275,"2024-06-23 00:36:00","CCD","AMN","POST1",16,"I","DW 283",4,"Detection","Auto",39.7
276,"2024-06-23 00:36:00","CCD","AMN","POST1",16,"I","DW 283",1.1,"Detection","Auto",11.41
277,"2024-06-23 00:36:00","CCD","AMN","POST1",16,"C","DW 283",1.7,"Detection","Auto",17.74
278,"2024-06-23 00:37:00","CCD","AMN","POST1",16,"C","DW 283",7.5,"Detection","Auto",60
279,"2024-06-23 00:37:00","CCD","AMN","POST1",16,"C","DW 283",4.7,"Detection","Auto",46.36
280,"2024-06-23 00:37:00","CCD","AMN","POST1",16,"C","DW 283",5.3,"Detection","Auto",53.68
281,"2024-06-23 00:37:00","CCD","AMN","POST1",16,"C","DW 283",1.3,"Detection","Auto",14.08
282,"2024-06-23 00:37:00","CCD","AMN","POST1",16,"C","DW 283",5.4,"Detection","Auto",53.68
283,"2024-06-23 00:38:00","CCD","AMN","POST1",16,"C","DW 283",6,"Detection","Auto",60
284,"2024-06-23 00:38:00","CCD","AMN","POST1",16,"C","DW 283",5.7,"Detection","Auto",57.01
285,"2024-06-23 00:38:00","CCD","AMN","POST1",16,"C","DW 283",4.6,"Detection","Auto",45.03
287,"2024-06-23 00:39:00","CCD","AMN","POST1",16,"C","DW 283",1.5,"Detection","Auto",15.07
288,"2024-06-23 00:39:00","CCD","AMN","POST1",16,"C","DW 283",2.6,"Detection","Auto",26.39
289,"2024-06-23 00:39:00","CCD","AMN","POST1",16,"C","DW 283",6.1,"Detection","Auto",60
290,"2024-06-23 00:40:00","CCD","AMN","POST1",16,"C","DW 283",3.4,"Detection","Auto",32.71
291,"2024-06-23 00:40:00","CCD","AMN","POST1",16,"C","DW 283",0.9,"Detection","Auto",9.42
292,"2024-06-23 00:40:00","CCD","AMN","POST1",16,"C","DW 283",4.7,"Detection","Auto",46.36
293,"2024-06-23 00:41:00","CCD","AMN","POST1",4,"C","DW 282",1.6,"Detection","Auto",16.41
295,"2024-06-23 00:42:00","CCD","AMN","POST1",4,"C","DW 282",0.9,"Detection","Auto",9.42
296,"2024-06-23 00:42:00","CCD","AMN","POST1",4,"C","DW 282",4.2,"Detection","Auto",41.36
297,"2024-06-23 00:42:00","CCD","AMN","POST1",4,"C","DW 282",2.7,"Detection","Auto",27.39
298,"2024-06-23 00:42:00","CCD","AMN","POST1",4,"C","DW 282",2.6,"Detection","Auto",26.39
299,"2024-06-23 00:43:00","CCD","AMN","POST1",4,"C","DW 282",0.6,"Detection","Auto",6.42
300,"2024-06-23 00:43:00","CCD","AMN","POST1",4,"C","DW 282",1.9,"Detection","Auto",19.4
303,"2024-06-23 00:44:00","CCD","AMN","POST1",4,"C","DW 282",2.4,"Detection","Auto",23.73
304,"2024-06-23 00:44:00","CCD","AMN","POST1",4,"C","DW 282",1.4,"Detection","Auto",14.41
305,"2024-06-23 00:45:00","CCD","AMN","POST1",4,"C","DW 282",1.6,"Detection","Auto",16.07
306,"2024-06-23 00:45:00","CCD","AMN","POST1",4,"I","DW 282",1.1,"Detection","Auto",11.41
308,"2024-06-23 00:46:00","CCD","AMN","POST1",4,"I","DW 282",1.3,"Detection","Auto",13.41
309,"2024-06-23 00:46:00","CCD","AMN","POST1",4,"I","DW 282",3.2,"Detection","Auto",31.38
310,"2024-06-23 00:46:00","CCD","AMN","POST1",4,"I","DW 282",1.4,"Detection","Auto",14.41
311,"2024-06-24 19:47:00","CCD","AMN","POST",17,"C","DW 283",3.4,"Detection","Auto",34.04
312,"2024-06-24 19:47:00","CCD","AMN","POST",17,"I","DW 283",1.1,"Detection","Auto",11.08
313,"2024-06-24 19:47:00","CCD","AMN","POST",17,"I","DW 283",2,"Detection","Auto",20.4
314,"2024-06-24 19:48:00","CCD","AMN","POST",17,"C","DW 283",4.6,"Detection","Auto",44.36
315,"2024-06-24 19:49:00","CCD","AMN","POST",17,"I","DW 283",3.7,"Detection","Auto",36.04
316,"2024-06-24 19:49:00","CCD","AMN","POST",17,"I","DW 283",4.9,"Detection","Auto",48.35
317,"2024-06-24 19:49:00","CCD","AMN","POST",17,"I","DW 283",1.9,"Detection","Auto",19.07
318,"2024-06-24 19:49:00","CCD","AMN","POST",17,"I","DW 283",11,"Cutoff","Auto",60
319,"2024-06-24 19:50:00","CCD","AMN","POST",17,"I","DW 283",2.1,"Detection","Auto",21.07
320,"2024-06-24 19:50:00","CCD","AMN","POST",17,"C","DW 283",4.4,"Detection","Auto",43.36
321,"2024-06-24 19:50:00","CCD","AMN","POST",17,"C","DW 283",4.6,"Detection","Auto",45.36
322,"2024-06-24 19:51:00","CCD","AMN","POST",17,"I","DW 283",1.5,"Detection","Auto",14.41
324,"2024-06-24 19:51:00","CCD","AMN","POST",17,"I","DW 283",2.4,"Detection","Auto",23.73
325,"2024-06-24 19:51:00","CCD","AMN","POST",17,"I","DW 283",0.5,"Detection","Auto",5.76
326,"2024-06-24 19:52:00","CCD","AMN","POST",17,"I","DW 283",2.4,"Detection","Auto",23.73
327,"2024-06-24 19:52:00","CCD","AMN","POST",17,"C","DW 283",3.3,"Detection","Auto",33.38
328,"2024-06-24 19:52:00","CCD","AMN","POST",17,"I","DW 283",2.3,"Detection","Auto",23.39
330,"2024-06-24 19:53:00","CCD","AMN","POST",5,"I","DW 282",2.3,"Detection","Auto",23.39
332,"2024-06-24 19:54:00","CCD","AMN","POST",5,"C","DW 282",2.6,"Detection","Auto",25.72
333,"2024-06-24 19:55:00","CCD","AMN","POST",5,"C","DW 282",0.7,"Detection","Auto",7.09
334,"2024-06-24 19:57:00","CCD","AMN","POST",5,"C","DW 282",2,"Detection","Auto",20.07
335,"2024-06-24 19:57:00","CCD","AMN","POST",5,"I","DW 282",2.4,"Detection","Auto",23.73
336,"2024-06-24 19:57:00","CCD","AMN","POST",5,"I","DW 282",1,"Detection","Auto",10.75
337,"2024-06-24 19:57:00","CCD","AMN","POST",5,"I","DW 282",0.2,"Detection","Auto",2.76
339,"2024-06-24 20:01:00","CCD","AMN","POST",5,"I","DW 282",2,"Detection","Auto",20.07
