"Session","Date","Treatment","Protocol","Stage","DayNumber","Trial","ID","Latency","Reason","Scoring","Force"
309,"2024-07-30 11:06:00","CCD","AMN","POST",11,"I","DW 288",2.5,"Detection","Auto",25.84
310,"2024-07-30 11:06:00","CCD","AMN","POST",11,"I","DW 288",0.9,"Detection","Auto",9.26
311,"2024-08-02 12:52:00","CCD","AMN","POST",3,"C","DW 2X4",10.1,"Detection","Auto",45.08
312,"2024-08-02 12:52:00","CCD","AMN","POST",3,"C","DW 2X4",2.9,"Detection","Auto",21.19
315,"2024-08-02 13:01:00","CCD  ","AMN","POST",3,"C","DW 2X4",11,"Cutoff","Auto",60
316,"2024-08-02 13:01:00","CCD  ","AMN","POST",3,"C","DW 2X4",3.7,"Detection","Auto",27.17
317,"2024-08-02 13:01:00","CCD  ","AMN","POST",3,"C","DW 2X4",0.7,"Detection","Auto",5.94
318,"2024-08-02 13:01:00","CCD  ","AMN","POST",3,"I","DW 2X4",2.8,"Detection","Auto",21.19
319,"2024-08-02 13:01:00","CCD  ","AMN","POST",3,"I","DW 2X4",0.1,"Detection","Auto",1.63
320,"2024-08-02 13:01:00","CCD  ","AMN","POST",3,"I","DW 2X4",2.7,"Detection","Auto",20.2
321,"2024-08-02 13:02:00","CCD  ","AMN","POST",3,"C","DW 2X4",1.1,"Detection","Auto",8.26
322,"2024-08-02 13:02:00","CCD  ","AMN","POST",3,"C","DW 2X4",2.1,"Detection","Auto",15.89
323,"2024-08-02 13:02:00","CCD  ","AMN","POST",3,"C","DW 2X4",4.8,"Detection","Auto",35.13
324,"2024-08-02 13:02:00","CCD  ","AMN","POST",3,"C","DW 2X4",4,"Detection","Auto",29.82
325,"2024-08-02 13:03:00","CCD  ","AMN","POST",3,"I","DW 2X4",3.8,"Detection","Auto",28.16
326,"2024-08-02 13:03:00","CCD  ","AMN","POST",3,"I","DW 2X4",0.9,"Detection","Auto",6.93
327,"2024-08-02 13:03:00","CCD  ","AMN","POST",3,"I","DW 2X4",1.8,"Detection","Auto",13.9
329,"2024-08-02 13:04:00","CCD  ","AMN","POST",3,"C","DW 2X4",1.2,"Detection","Auto",8.92
330,"2024-08-02 13:04:00","CCD  ","AMN","POST",3,"C","DW 2X4",4.3,"Detection","Auto",31.15
332,"2024-08-02 13:04:00","CCD  ","AMN","POST",3,"C","DW 2X4",1.1,"Detection","Auto",8.92
333,"2024-08-02 13:04:00","CCD  ","AMN","POST",3,"C","DW 2X4",7.6,"Detection","Auto",55.03
334,"2024-08-02 13:04:00","CCD  ","AMN","POST",3,"C","DW 2X4",5.1,"Detection","Auto",37.45
335,"2024-08-02 13:05:00","CCD  ","AMN","POST",3,"I","DW 2X4",4.1,"Detection","Auto",29.82
336,"2024-08-02 13:05:00","CCD  ","AMN","POST",3,"I","DW 2X4",0.9,"Detection","Auto",7.6
337,"2024-08-02 13:05:00","CCD  ","AMN","POST",3,"I","DW 2X4",4.1,"Detection","Auto",30.15
338,"2024-08-02 13:05:00","CCD  ","AMN","POST",3,"I","DW 2X4",1.8,"Detection","Auto",13.9
339,"2024-08-02 13:06:00","CCD  ","AMN","POST",3,"I","DW 2X4",1.2,"Detection","Auto",9.59
340,"2024-08-02 13:06:00","CCD  ","AMN","POST",4,"C","DW 2X3",5.9,"Detection","Auto",43.08
341,"2024-08-02 13:07:00","CCD  ","AMN","POST",4,"C","DW 2X3",2.8,"Detection","Auto",20.86
342,"2024-08-02 13:07:00","CCD  ","AMN","POST",4,"C","DW 2X3",3.4,"Detection","Auto",24.84
343,"2024-08-02 13:07:00","CCD  ","AMN","POST",4,"I","DW 2X3",2.1,"Detection","Auto",15.56
344,"2024-08-02 13:07:00","CCD  ","AMN","POST",4,"I","DW 2X3",1.1,"Detection","Auto",8.26
345,"2024-08-02 13:08:00","CCD  ","AMN","POST",4,"I","DW 2X3",1,"Detection","Auto",7.93
346,"2024-08-02 13:08:00","CCD  ","AMN","POST",4,"I","DW 2X3",5.2,"Detection","Auto",37.78
347,"2024-08-02 13:08:00","CCD  ","AMN","POST",4,"I","DW 2X3",1,"Detection","Auto",7.6
348,"2024-08-02 13:08:00","CCD  ","AMN","POST",4,"I","DW 2X3",5.8,"Detection","Auto",42.42
350,"2024-08-02 13:09:00","CCD  ","AMN","POST",4,"C","DW 2X3",7,"Detection","Auto",51.38
351,"2024-08-02 13:09:00","CCD  ","AMN","POST",4,"C","DW 2X3",1.5,"Detection","Auto",11.24
352,"2024-08-02 13:09:00","CCD  ","AMN","POST",4,"C","DW 2X3",0.9,"Detection","Auto",7.6
353,"2024-08-02 13:10:00","CCD  ","AMN","POST",4,"C","DW 2X3",6.2,"Detection","Auto",45.08
356,"2024-08-02 13:12:00","CCD  ","AMN","POST",10,"C","DW 2X2",2.7,"Detection","Auto",20.2
357,"2024-08-02 13:12:00","CCD  ","AMN","POST",10,"C","DW 2X2",4.7,"Detection","Auto",34.13
358,"2024-08-02 13:12:00","CCD  ","AMN","POST",10,"C","DW 2X2",1.8,"Detection","Auto",13.9
359,"2024-08-02 13:13:00","CCD  ","AMN","POST",10,"I","DW 2X2",2.6,"Detection","Auto",19.54
360,"2024-08-02 13:13:00","CCD  ","AMN","POST",10,"I","DW 2X2",0.9,"Detection","Auto",6.93
361,"2024-08-02 13:13:00","CCD  ","AMN","POST",10,"I","DW 2X2",0.4,"Detection","Auto",3.95
362,"2024-08-02 13:13:00","CCD  ","AMN","POST",10,"I","DW 2X2",0.6,"Detection","Auto",4.94
363,"2024-08-02 13:13:00","CCD  ","AMN","POST",10,"I","DW 2X2",0.4,"Detection","Auto",3.62
365,"2024-08-02 13:13:00","CCD  ","AMN","POST",10,"I","DW 2X2",2,"Detection","Auto",14.89
366,"2024-08-02 13:14:00","CCD  ","AMN","POST",10,"C","DW 2X2",3,"Detection","Auto",21.86
367,"2024-08-02 13:14:00","CCD  ","AMN","POST",10,"C","DW 2X2",3.8,"Detection","Auto",27.83
368,"2024-08-02 13:14:00","CCD  ","AMN","POST",10,"C","DW 2X2",2,"Detection","Auto",15.23
370,"2024-08-02 13:14:00","CCD  ","AMN","POST",10,"C","DW 2X2",4.1,"Detection","Auto",30.48
371,"2024-08-02 13:15:00","CCD  ","AMN","POST",14,"C","DW 288",5.9,"Detection","Auto",43.08
372,"2024-08-02 13:16:00","CCD  ","AMN","POST",14,"C","DW 288",11,"Cutoff","Auto",60
374,"2024-08-02 13:17:00","CCD  ","AMN","POST",14,"I","DW 288",4.3,"Detection","Auto",31.48
375,"2024-08-02 13:17:00","CCD  ","AMN","POST",14,"I","DW 288",1.6,"Detection","Auto",12.24
376,"2024-08-02 13:17:00","CCD  ","AMN","POST",14,"I","DW 288",3.5,"Detection","Auto",25.51
377,"2024-08-02 13:17:00","CCD  ","AMN","POST",14,"I","DW 288",2.6,"Detection","Auto",19.2
379,"2024-08-02 13:17:00","CCD  ","AMN","POST",14,"I","DW 288",1.8,"Detection","Auto",13.9
380,"2024-08-02 13:18:00","CCD  ","AMN","POST",14,"C","DW 288",5.1,"Detection","Auto",37.12
381,"2024-08-02 13:18:00","CCD  ","AMN","POST",14,"C","DW 288",6.5,"Detection","Auto",47.4
382,"2024-08-02 13:18:00","CCD  ","AMN","POST",14,"C","DW 288",4.6,"Detection","Auto",33.47
383,"2024-08-06 09:27:00","CCD  ","AMN","POST",18,"C","DW 288",1.8,"Detection","Auto",18.87
384,"2024-08-06 09:28:00","CCD  ","AMN","POST",18,"C","DW 288",5,"Detection","Auto",49.72
385,"2024-08-06 09:29:00","CCD  ","AMN","POST",18,"C","DW 288",5.1,"Detection","Auto",50.05
386,"2024-08-06 09:29:00","CCD  ","AMN","POST",18,"C","DW 288",4.3,"Detection","Auto",42.75
387,"2024-08-06 09:30:00","CCD  ","AMN","POST",18,"C","DW 288",3.3,"Detection","Auto",34.13
388,"2024-08-06 09:31:00","CCD  ","AMN","POST",18,"C","DW 288",3.3,"Detection","Auto",32.47
389,"2024-08-06 09:31:00","CCD  ","AMN","POST",18,"I","DW 288",0,"Detection","Auto",0.3
390,"2024-08-06 09:31:00","CCD  ","AMN","POST",18,"I","DW 288",3.6,"Detection","Auto",35.79
391,"2024-08-06 09:31:00","CCD  ","AMN","POST",18,"I","DW 288",4,"Detection","Auto",39.77
392,"2024-08-06 09:31:00","CCD  ","AMN","POST",18,"I","DW 288",1,"Detection","Auto",10.25
393,"2024-08-06 09:32:00","CCD  ","AMN","POST",18,"I","DW 288",0,"Detection","Auto",0.3
394,"2024-08-06 09:32:00","CCD  ","AMN","POST",18,"I","DW 288",1,"Detection","Auto",10.25
395,"2024-08-06 09:34:00","CCD  ","AMN","POST",18,"I","DW 288",2.1,"Detection","Auto",21.53
396,"2024-08-06 09:34:00","CCD  ","AMN","POST",18,"I","DW 288",0.6,"Detection","Auto",6.6
397,"2024-08-06 09:36:00","CCD  ","AMN","POST",7,"C","DW 2X4",0,"Detection","Auto",0.3
398,"2024-08-06 09:36:00","CCD  ","AMN","POST",7,"C","DW 2X4",2.9,"Detection","Auto",28.82
399,"2024-08-06 09:37:00","CCD  ","AMN","POST",7,"C","DW 2X4",3,"Detection","Auto",30.81
400,"2024-08-06 09:37:00","CCD  ","AMN","POST",7,"C","DW 2X4",0,"Detection","Auto",0.3
401,"2024-08-06 09:37:00","CCD  ","AMN","POST",7,"C","DW 2X4",1,"Detection","Auto",10.91
402,"2024-08-06 09:37:00","CCD  ","AMN","POST",7,"C","DW 2X4",0.1,"Detection","Auto",1.96
403,"2024-08-06 09:37:00","CCD  ","AMN","POST",7,"C","DW 2X4",0,"Detection","Auto",0.3
404,"2024-08-06 09:38:00","CCD  ","AMN","POST",7,"C","DW 2X4",2.6,"Detection","Auto",26.5
405,"2024-08-06 09:39:00","CCD  ","AMN","POST",7,"C","DW 2X4",11,"Cutoff","Auto",60
406,"2024-08-06 09:39:00","CCD  ","AMN","POST",7,"C","DW 2X4",1.1,"Detection","Auto",11.58
407,"2024-08-06 09:39:00","CCD  ","AMN","POST",7,"I","DW 2X4",3.8,"Detection","Auto",38.44
408,"2024-08-06 09:40:00","CCD  ","AMN","POST",7,"I","DW 2X4",2.5,"Detection","Auto",25.84
409,"2024-08-06 09:40:00","CCD  ","AMN","POST",7,"I","DW 2X4",0,"Detection","Auto",0.3
410,"2024-08-06 09:40:00","CCD  ","AMN","POST",7,"I","DW 2X4",0,"Detection","Auto",0.3
411,"2024-08-06 09:40:00","CCD  ","AMN","POST",7,"I","DW 2X4",2.4,"Detection","Auto",23.85
412,"2024-08-06 09:40:00","CCD  ","AMN","POST",7,"I","DW 2X4",0.3,"Detection","Auto",3.29
413,"2024-08-06 09:40:00","CCD  ","AMN","POST",7,"I","DW 2X4",0,"Detection","Auto",0.3
414,"2024-08-06 09:40:00","CCD  ","AMN","POST",7,"I","DW 2X4",0.5,"Detection","Auto",5.28
415,"2024-08-06 09:41:00","CCD  ","AMN","POST",7,"I","DW 2X4",0.3,"Detection","Auto",3.95
416,"2024-08-06 09:41:00","CCD  ","AMN","POST",7,"I","DW 2X4",2.9,"Detection","Auto",30.15
417,"2024-08-06 09:41:00","CCD  ","AMN","POST",7,"I","DW 2X4",0.7,"Detection","Auto",8.26
418,"2024-08-06 09:41:00","CCD  ","AMN","POST",7,"I","DW 2X4",0.2,"Detection","Auto",2.29
419,"2024-08-06 09:41:00","CCD  ","AMN","POST",7,"I","DW 2X4",0.3,"Detection","Auto",3.29
420,"2024-08-06 09:42:00","CCD  ","AMN","POST",8,"I","DW 2X3",5.5,"Detection","Auto",54.69
421,"2024-08-06 09:42:00","CCD  ","AMN","POST",8,"I","DW 2X3",3.7,"Detection","Auto",37.12
423,"2024-08-06 09:43:00","CCD  ","AMN","POST",8,"I","DW 2X3",2.2,"Detection","Auto",21.86
424,"2024-08-06 09:43:00","CCD  ","AMN","POST",8,"I","DW 2X3",0.1,"Detection","Auto",1.96
425,"2024-08-06 09:43:00","CCD  ","AMN","POST",8,"I","DW 2X3",0.2,"Detection","Auto",2.29
426,"2024-08-06 09:43:00","CCD  ","AMN","POST",8,"I","DW 2X3",2.5,"Detection","Auto",25.17
427,"2024-08-06 09:43:00","CCD  ","AMN","POST",8,"I","DW 2X3",2.5,"Detection","Auto",25.17
428,"2024-08-06 09:44:00","CCD  ","AMN","POST",8,"I","DW 2X3",2,"Detection","Auto",19.87
429,"2024-08-06 09:44:00","CCD  ","AMN","POST",8,"C","DW 2X3",1,"Detection","Auto",10.25
430,"2024-08-06 09:44:00","CCD  ","AMN","POST",8,"C","DW 2X3",1.9,"Detection","Auto",19.54
431,"2024-08-06 09:45:00","CCD  ","AMN","POST",8,"C","DW 2X3",1.8,"Detection","Auto",18.87
432,"2024-08-06 09:47:00","CCD  ","AMN","POST",8,"C","DW 2X3",4.1,"Detection","Auto",41.1
433,"2024-08-06 09:48:00","CCD  ","AMN","POST",8,"C","DW 2X3",4.3,"Detection","Auto",43.75
434,"2024-08-06 09:49:00","CCD  ","AMN","POST",8,"C","DW 2X3",6.2,"Detection","Auto",60
435,"2024-08-06 09:50:00","CCD  ","AMN","POST",14,"C","DW 2X2",3.4,"Detection","Auto",33.8
437,"2024-08-06 09:51:00","CCD  ","AMN","POST",14,"I","DW 2X2",0.9,"Detection","Auto",9.59
438,"2024-08-06 09:51:00","CCD  ","AMN","POST",14,"I","DW 2X2",0.7,"Detection","Auto",7.6
439,"2024-08-06 09:52:00","CCD  ","AMN","POST",14,"I","DW 2X2",1.8,"Detection","Auto",18.54
440,"2024-08-06 09:52:00","CCD  ","AMN","POST",14,"I","DW 2X2",2.8,"Detection","Auto",27.83
445,"2024-08-06 09:55:00","CCD  ","AMN","POST",14,"C","DW 2X2",7.6,"Manual Stop","Auto",60
447,"2024-08-06 09:55:00","CCD  ","AMN","POST",14,"C","DW 2X2",1.8,"Detection","Auto",17.88
448,"2024-08-09 10:40:00","CCD  ","AMN","POST",11,"I","DW 2X3",1.2,"Detection","Auto",12.9
449,"2024-08-09 10:40:00","CCD  ","AMN","POST",11,"I","DW 2X3",0.2,"Detection","Auto",3.29
450,"2024-08-09 10:41:00","CCD  ","AMN","POST",11,"I","DW 2X3",0.6,"Detection","Auto",7.26
451,"2024-08-09 10:42:00","CCD  ","AMN","POST",11,"I","DW 2X3",0.3,"Detection","Auto",3.95
452,"2024-08-09 10:42:00","CCD  ","AMN","POST",11,"I","DW 2X3",2.5,"Detection","Auto",25.17
454,"2024-08-09 10:43:00","CCD  ","AMN","POST",11,"I","DW 2X3",3.1,"Detection","Auto",30.81
455,"2024-08-09 10:45:00","CCD  ","AMN","POST",11,"I","DW 2X3",0.6,"Detection","Auto",6.6
456,"2024-08-09 10:45:00","CCD  ","AMN","POST",11,"I","DW 2X3",0.2,"Detection","Auto",3.29
458,"2024-08-09 10:46:00","CCD  ","AMN","POST",11,"I","DW 2X3",0.9,"Detection","Auto",9.26
459,"2024-08-09 10:46:00","CCD  ","AMN","POST",11,"I","DW 2X3",0.6,"Detection","Auto",7.26
460,"2024-08-09 10:48:00","CCD  ","AMN","POST",11,"C","DW 2X3",2.1,"Detection","Auto",21.53
462,"2024-08-09 10:48:00","CCD  ","AMN","POST",11,"C","DW 2X3",3.1,"Detection","Auto",30.81
463,"2024-08-09 10:48:00","CCD  ","AMN","POST",11,"C","DW 2X3",4.6,"Detection","Auto",45.41
464,"2024-08-09 10:49:00","CCD  ","AMN","POST",11,"C","DW 2X3",2.8,"Detection","Auto",28.16
465,"2024-08-09 10:50:00","CCD  ","AMN","POST",11,"C","DW 2X3",2.7,"Detection","Auto",26.83
467,"2024-08-09 10:50:00","CCD  ","AMN","POST",11,"C","DW 2X3",3,"Detection","Auto",29.82
468,"2024-08-09 10:50:00","CCD  ","AMN","POST",11,"C","DW 2X3",1.8,"Detection","Auto",19.2
469,"2024-08-09 10:51:00","CCD  ","AMN","POST",11,"C","DW 2X3",5.2,"Detection","Auto",51.38
471,"2024-08-09 10:52:00","CCD  ","AMN","POST",11,"C","DW 2X3",0.4,"Detection","Auto",4.61
476,"2024-08-09 10:53:00","CCD  ","AMN","POST",11,"C","DW 2X3",2.6,"Detection","Auto",26.5
477,"2024-08-09 11:04:00","CCD  ","AMN","POST",10,"I","DW 2X4",1.4,"Detection","Auto",10.91
478,"2024-08-09 11:08:00","CCD  ","AMN","POST",10,"I","DW 2X4",3.1,"Detection","Auto",23.18
479,"2024-08-09 11:08:00","CCD  ","AMN","POST",10,"I","DW 2X4",3.7,"Detection","Auto",27.17
481,"2024-08-09 11:09:00","CCD  ","AMN","POST",10,"I","DW 2X4",4,"Detection","Auto",29.16
482,"2024-08-09 11:09:00","CCD  ","AMN","POST",10,"I","DW 2X4",2.9,"Detection","Auto",21.53
483,"2024-08-09 11:10:00","CCD  ","AMN","POST",10,"I","DW 2X4",5,"Detection","Auto",36.12
484,"2024-08-09 11:11:00","CCD  ","AMN","POST",10,"I","DW 2X4",1.4,"Detection","Auto",10.58
488,"2024-08-09 11:12:00","CCD  ","AMN","POST",10,"I","DW 2X4",5.6,"Detection","Auto",40.76
489,"2024-08-09 11:13:00","CCD  ","AMN","POST",10,"I","DW 2X4",1.5,"Detection","Auto",11.58
490,"2024-08-09 11:14:00","CCD  ","AMN","POST",10,"   C","DW 2X4",4.3,"Detection","Auto",31.15
492,"2024-08-09 11:15:00","CCD  ","AMN","POST",10,"   C","DW 2X4",4.5,"Detection","Auto",33.13
493,"2024-08-09 11:15:00","CCD  ","AMN","POST",10,"   C","DW 2X4",1.8,"Detection","Auto",13.9
494,"2024-08-09 11:16:00","CCD  ","AMN","POST",10,"   C","DW 2X4",3.3,"Detection","Auto",24.18
495,"2024-08-09 11:17:00","CCD  ","AMN","POST",10,"   C","DW 2X4",2.3,"Detection","Auto",17.22
497,"2024-08-09 11:18:00","CCD  ","AMN","POST",10,"   C","DW 2X4",2.5,"Detection","Auto",18.87
498,"2024-08-09 11:18:00","CCD  ","AMN","POST",10,"   C","DW 2X4",5.3,"Detection","Auto",38.44
499,"2024-08-09 11:20:00","CCD  ","AMN","POST",10,"   C","DW 2X4",5.7,"Detection","Auto",41.43
500,"2024-08-09 11:22:00","CCD  ","AMN","POST",17,"I","DW 2X2",3.6,"Detection","Auto",26.17
501,"2024-08-09 11:22:00","CCD  ","AMN","POST",17,"I","DW 2X2",0.5,"Detection","Auto",4.61
502,"2024-08-09 11:23:00","CCD  ","AMN","POST",17,"I","DW 2X2",1.9,"Detection","Auto",14.56
507,"2024-08-09 11:26:00","CCD  ","AMN","POST",17,"I","DW 2X2",3.1,"Detection","Auto",23.18
509,"2024-08-09 11:28:00","CCD  ","AMN","POST",17,"I","DW 2X2",8.1,"Detection","Auto",58.67
510,"2024-08-09 11:29:00","CCD  ","AMN","POST",17,"I","DW 2X2",3.5,"Detection","Auto",25.84
512,"2024-08-09 11:32:00","CCD  ","AMN","POST",17,"I","DW 2X2",1.5,"Detection","Auto",11.58
513,"2024-08-09 11:33:00","CCD  ","AMN","POST",17,"I","DW 2X2",1.9,"Detection","Auto",14.56
514,"2024-08-09 11:33:00","CCD  ","AMN","POST",17,"I","DW 2X2",0.1,"Detection","Auto",1.29
515,"2024-08-09 11:34:00","CCD  ","AMN","POST",17,"I","DW 2X2",1.6,"Detection","Auto",12.57
521,"2024-08-09 11:38:00","CCD  ","AMN","POST",17,"C","DW 2X2",1.6,"Detection","Auto",12.57
530,"2024-08-09 11:40:00","CCD  ","AMN","POST",17,"C","DW 2X2",10.8,"Manual Stop","Auto",60
534,"2024-08-09 11:41:00","CCD  ","AMN","POST",17,"C","DW 2X2",1.9,"Detection","Auto",14.56
536,"2024-08-09 11:42:00","CCD  ","AMN","POST",17,"C","DW 2X2",2,"Detection","Auto",14.89
538,"2024-08-09 11:43:00","CCD  ","AMN","POST",17,"C","DW 2X2",3.3,"Detection","Auto",24.18
541,"2024-08-09 11:44:00","CCD  ","AMN","POST",17,"C","DW 2X2",3.7,"Detection","Auto",27.5
542,"2024-08-09 11:45:00","CCD  ","AMN","POST",17,"C","DW 2X2",2.1,"Detection","Auto",15.89
543,"2024-08-09 11:45:00","CCD  ","AMN","POST",17,"I","DW 2X2",0.4,"Detection","Auto",3.95
544,"2024-08-09 11:46:00","CCD  ","AMN","POST",17,"I","DW 2X2",3,"Detection","Auto",22.52
545,"2024-08-09 11:46:00","CCD  ","AMN","POST",17,"I","DW 2X2",0.8,"Detection","Auto",6.6
546,"2024-08-09 11:46:00","CCD  ","AMN","POST",17,"I","DW 2X2",0.5,"Detection","Auto",3.95
547,"2024-08-09 11:46:00","CCD  ","AMN","POST",17,"I","DW 2X2",0.1,"Detection","Auto",1.29
548,"2024-08-09 11:46:00","CCD  ","AMN","POST",17,"I","DW 2X2",0.8,"Detection","Auto",6.6
549,"2024-08-09 11:46:00","CCD  ","AMN","POST",17,"I","DW 2X2",0.2,"Detection","Auto",1.96
550,"2024-08-09 11:46:00","CCD  ","AMN","POST",17,"I","DW 2X2",0.2,"Detection","Auto",2.29
551,"2024-08-09 11:46:00","CCD  ","AMN","POST",17,"I","DW 2X2",4.3,"Detection","Auto",31.15
553,"2024-08-14 09:27:00","CCD  ","AMN","POST",22,"C","DW 2X2",0.7,"Detection","Auto",7.93
557,"2024-08-14 09:28:00","CCD  ","AMN","POST",22,"C","DW 2X2",1.6,"Detection","Auto",16.88
562,"2024-08-14 09:29:00","CCD  ","AMN","POST",22,"I","DW 2X2",0.8,"Detection","Auto",8.92
564,"2024-08-14 09:29:00","CCD  ","AMN","POST",22,"I","DW 2X2",0.1,"Detection","Auto",2.29
565,"2024-08-14 09:29:00","CCD  ","AMN","POST",22,"I","DW 2X2",1.2,"Detection","Auto",12.9
567,"2024-08-14 09:30:00","CCD  ","AMN","POST",22,"C","DW 2X2",1.8,"Detection","Auto",17.88
568,"2024-08-14 09:31:00","CCD  ","AMN","POST",22,"C","DW 2X2",0.8,"Detection","Auto",8.92
571,"2024-08-14 09:35:00","CCD  ","AMN","POST",16,"C","DW 2X3",2,"Detection","Auto",20.86
575,"2024-08-14 09:36:00","CCD  ","AMN","POST",16,"C","DW 2X3",6.1,"Detection","Auto",60
577,"2024-08-14 09:37:00","CCD  ","AMN","POST",16,"C","DW 2X3",5.3,"Detection","Auto",53.03
580,"2024-08-14 09:38:00","CCD  ","AMN","POST",16,"C","DW 2X3",5.8,"Detection","Auto",57.68
581,"2024-08-14 09:39:00","CCD  ","AMN","POST",16,"C","DW 2X3",4,"Detection","Auto",40.1
582,"2024-08-14 09:43:00","CCD  ","AMN","POST",16,"C","DW 2X3",0.6,"Detection","Auto",7.26
585,"2024-08-14 09:44:00","CCD  ","AMN","POST",16,"C","DW 2X3",2.8,"Detection","Auto",28.49
586,"2024-08-14 09:45:00","CCD  ","AMN","POST",16,"C","DW 2X3",3.7,"Detection","Auto",37.45
587,"2024-08-14 09:46:00","CCD  ","AMN","POST",16,"C","DW 2X3",1.4,"Detection","Auto",14.23
589,"2024-08-14 09:47:00","CCD  ","AMN","POST",16,"C","DW 2X3",1.7,"Detection","Auto",17.55
591,"2024-08-14 09:48:00","CCD  ","AMN","POST",16,"I","DW 2X3",3.4,"Detection","Auto",34.79
592,"2024-08-14 09:50:00","CCD  ","AMN","POST",16,"I","DW 2X3",1.4,"Detection","Auto",14.23
594,"2024-08-14 09:51:00","CCD  ","AMN","POST",16,"I","DW 2X3",0.5,"Detection","Auto",5.61
595,"2024-08-14 09:51:00","CCD  ","AMN","POST",16,"I","DW 2X3",0.5,"Detection","Auto",5.94
597,"2024-08-14 09:51:00","CCD  ","AMN","POST",16,"I","DW 2X3",0.3,"Detection","Auto",3.95
598,"2024-08-14 09:52:00","CCD  ","AMN","POST",16,"I","DW 2X3",1.2,"Detection","Auto",12.57
599,"2024-08-14 09:52:00","CCD  ","AMN","POST",16,"I","DW 2X3",1.5,"Detection","Auto",15.23
601,"2024-08-14 09:53:00","CCD  ","AMN","POST",16,"I","DW 2X3",2.2,"Detection","Auto",22.19
602,"2024-08-14 09:53:00","CCD  ","AMN","POST",16,"I","DW 2X3",2.1,"Detection","Auto",22.19
605,"2024-08-14 09:54:00","CCD  ","AMN","POST",16,"C","DW 2X3",4.6,"Detection","Auto",46.4
606,"2024-08-14 09:58:00","CCD  ","AMN","POST",15,"C","DW 2X4",2.8,"Detection","Auto",28.49
607,"2024-08-14 09:58:00","CCD  ","AMN","POST",15,"C","DW 2X4",2.4,"Detection","Auto",24.51
608,"2024-08-14 09:59:00","CCD  ","AMN","POST",15,"C","DW 2X4",1.8,"Detection","Auto",18.54
609,"2024-08-14 09:59:00","CCD  ","AMN","POST",15,"C","DW 2X4",2.9,"Detection","Auto",28.49
610,"2024-08-14 10:00:00","CCD  ","AMN","POST",15,"C","DW 2X4",2.1,"Detection","Auto",22.19
615,"2024-08-14 10:03:00","CCD  ","AMN","POST",15,"I","DW 2X4",4,"Detection","Auto",40.1
616,"2024-08-14 10:04:00","CCD  ","AMN","POST",15,"I","DW 2X4",0.9,"Detection","Auto",9.59
617,"2024-08-14 10:04:00","CCD  ","AMN","POST",15,"I","DW 2X4",1.2,"Detection","Auto",12.9
618,"2024-08-14 10:05:00","CCD  ","AMN","POST",15,"I","DW 2X4",1.6,"Detection","Auto",16.88
619,"2024-08-14 10:05:00","CCD  ","AMN","POST",15,"I","DW 2X4",0.6,"Detection","Auto",6.6
620,"2024-08-14 10:06:00","CCD  ","AMN","POST",15,"I","DW 2X4",4.3,"Detection","Auto",42.42
622,"2024-08-14 10:08:00","CCD  ","AMN","POST",15,"I","DW 2X4",3.8,"Detection","Auto",37.78
625,"2024-08-16 09:49:00","CCD  ","AMN","PRE",0,"I","DW 293",3.4,"Detection","Auto",33.8
626,"2024-08-16 09:50:00","CCD  ","AMN","PRE",0,"I","DW 293",3.4,"Detection","Auto",33.47
627,"2024-08-16 09:50:00","CCD  ","AMN","PRE",0,"I","DW 293",4.2,"Detection","Auto",41.76
628,"2024-08-16 09:50:00","CCD  ","AMN","PRE",0,"C","DW 293",2.8,"Detection","Auto",28.82
629,"2024-08-16 09:50:00","CCD  ","AMN","PRE",0,"C","DW 293",5.1,"Detection","Auto",51.04
630,"2024-08-16 09:51:00","CCD  ","AMN","PRE",0,"C","DW 293",6.7,"Detection","Auto",60
631,"2024-08-16 09:51:00","CCD  ","AMN","PRE",0,"C","DW 293",4.5,"Detection","Auto",44.74
632,"2024-08-16 09:51:00","CCD  ","AMN","PRE",0,"C","DW 293",4.3,"Detection","Auto",43.08
634,"2024-08-16 09:52:00","CCD  ","AMN","PRE",0,"I","DW 293",4.8,"Detection","Auto",47.73
635,"2024-08-16 09:52:00","CCD  ","AMN","PRE",0,"I","DW 293",5.4,"Detection","Auto",53.03
636,"2024-08-16 09:53:00","CCD  ","AMN","PRE",0,"I","DW 293",4.5,"Detection","Auto",44.74
638,"2024-08-16 09:54:00","CCD  ","AMN","PRE",0,"C","DW 293",1.8,"Detection","Auto",18.21
639,"2024-08-16 09:54:00","CCD  ","AMN","PRE",0,"I","DW 293",2.3,"Detection","Auto",24.18
640,"2024-08-16 09:54:00","CCD  ","AMN","PRE",0,"I","DW 293",4.4,"Detection","Auto",44.41
642,"2024-08-16 09:55:00","CCD  ","AMN","PRE",0,"C","DW 293",4.9,"Detection","Auto",49.06
643,"2024-08-16 09:55:00","CCD  ","AMN","PRE",0,"C","DW 293",3.9,"Detection","Auto",39.1
645,"2024-08-16 09:56:00","CCD  ","AMN","PRE",0,"I","DW 293",6,"Detection","Auto",59.01
646,"2024-08-16 10:35:00","CCD  ","AMN","POST",18,"I","DW 2X3",4.2,"Detection","Auto",41.43
647,"2024-08-16 10:35:00","CCD  ","AMN","POST",18,"I","DW 2X3",2.3,"Detection","Auto",23.18
