"","Session","Date","Treatment","Protocol","Stage","DayNumber","Trial","ID","Latency","Reason","Scoring","Force","DayNumber_z","DayNumber_z2"
"1",1,"2024-03-12 16:21:00","CCD","AMN","PRE",0,"C","DW 239",0.9,"Detection","Auto",33.81,-1.41745241967714,2.00917136204857
"2",2,"2024-03-12 16:22:00","CCD","AMN","PRE",0,"C","DW 239",0.1,"Detection","Auto",5.09,-1.41745241967714,2.00917136204857
"3",3,"2024-03-12 16:22:00","CCD","AMN","PRE",0,"C","DW 239",0.8,"Detection","Auto",31.31,-1.41745241967714,2.00917136204857
"4",4,"2024-03-12 16:22:00","CCD","AMN","PRE",0,"I","DW 239",0.5,"Detection","Auto",21.32,-1.41745241967714,2.00917136204857
"5",5,"2024-03-12 16:23:00","CCD","AMN","PRE",0,"I","DW 239",2.6,"Detection","Auto",75,-1.41745241967714,2.00917136204857
"6",6,"2024-03-12 16:23:00","CCD","AMN","PRE",0,"I","DW 239",0.5,"Detection","Auto",21.32,-1.41745241967714,2.00917136204857
"7",7,"2024-03-12 16:24:00","CCD","AMN","PRE",0,"I","DW 239",0.8,"Detection","Auto",30.06,-1.41745241967714,2.00917136204857
"8",8,"2024-03-15 16:46:00","CCD","AMN","POST",3,"I","DW 239",0.3,"Detection","Auto",12.58,-1.02071828907668,1.04186582565562
"9",9,"2024-03-15 16:46:00","CCD","AMN","POST",3,"I","DW 239",0.2,"Detection","Auto",10.09,-1.02071828907668,1.04186582565562
"10",10,"2024-03-15 16:46:00","CCD","AMN","POST",3,"I","DW 239",0.2,"Detection","Auto",10.09,-1.02071828907668,1.04186582565562
"11",11,"2024-03-15 16:46:00","CCD","AMN","POST",3,"I","DW 239",0.2,"Detection","Auto",10.09,-1.02071828907668,1.04186582565562
"12",12,"2024-03-15 16:47:00","CCD","AMN","POST",3,"I","DW 239",0.1,"Detection","Auto",7.59,-1.02071828907668,1.04186582565562
"13",13,"2024-03-15 16:47:00","CCD","AMN","POST",3,"I","DW 239",0.2,"Detection","Auto",7.59,-1.02071828907668,1.04186582565562
"14",14,"2024-03-15 16:47:00","CCD","AMN","POST",3,"I","DW 239",0.2,"Detection","Auto",8.84,-1.02071828907668,1.04186582565562
"15",15,"2024-03-15 16:47:00","CCD","AMN","POST",3,"I","DW 239",0.2,"Detection","Auto",10.09,-1.02071828907668,1.04186582565562
"16",16,"2024-03-15 16:49:00","CCD","AMN","POST",3,"C","DW 239",1,"Detection","Auto",37.55,-1.02071828907668,1.04186582565562
"17",17,"2024-03-15 16:49:00","CCD","AMN","POST",3,"C","DW 239",1.4,"Detection","Auto",53.78,-1.02071828907668,1.04186582565562
"18",18,"2024-03-15 16:50:00","CCD","AMN","POST",3,"C","DW 239",18,"Screen Button","Auto",75,-1.02071828907668,1.04186582565562
"19",19,"2024-03-15 16:50:00","CCD","AMN","POST",3,"C","DW 239",0.2,"Detection","Auto",10.09,-1.02071828907668,1.04186582565562
"20",20,"2024-03-15 16:50:00","CCD","AMN","POST",3,"C","DW 239",1.1,"Detection","Auto",40.05,-1.02071828907668,1.04186582565562
"21",21,"2024-03-15 16:51:00","CCD","AMN","POST",3,"I","DW 239",0.3,"Detection","Auto",11.34,-1.02071828907668,1.04186582565562
"22",22,"2024-03-15 16:51:00","CCD","AMN","POST",3,"I","DW 239",0.2,"Detection","Auto",8.84,-1.02071828907668,1.04186582565562
"23",23,"2024-03-15 16:51:00","CCD","AMN","POST",3,"I","DW 239",0.4,"Detection","Auto",17.58,-1.02071828907668,1.04186582565562
"24",24,"2024-03-15 16:51:00","CCD","AMN","POST",3,"I","DW 239",0.5,"Detection","Auto",18.83,-1.02071828907668,1.04186582565562
"25",25,"2024-03-15 16:52:00","CCD","AMN","POST",3,"C","DW 239",1.2,"Detection","Auto",43.79,-1.02071828907668,1.04186582565562
"26",26,"2024-03-15 16:53:00","CCD","AMN","POST",3,"C","DW 239",0.9,"Detection","Auto",35.05,-1.02071828907668,1.04186582565562
"27",27,"2024-03-15 16:53:00","CCD","AMN","POST",3,"C","DW 239",0.7,"Detection","Auto",27.56,-1.02071828907668,1.04186582565562
"28",28,"2024-03-15 16:53:00","CCD","AMN","POST",3,"C","DW 239",0.8,"Detection","Auto",30.06,-1.02071828907668,1.04186582565562
"29",29,"2024-03-15 16:53:00","CCD","AMN","POST",3,"C","DW 239",0.7,"Detection","Auto",27.56,-1.02071828907668,1.04186582565562
"30",30,"2024-03-15 16:53:00","CCD","AMN","POST",3,"I","DW 239",0.4,"Detection","Auto",17.58,-1.02071828907668,1.04186582565562
"31",31,"2024-03-15 16:54:00","CCD","AMN","POST",3,"I","DW 239",0.3,"Detection","Auto",13.83,-1.02071828907668,1.04186582565562
"32",32,"2024-03-15 16:54:00","CCD","AMN","POST",3,"I","DW 239",0.3,"Detection","Auto",13.83,-1.02071828907668,1.04186582565562
"33",33,"2024-03-15 16:55:00","CCD","AMN","POST",3,"I","DW 239",0.3,"Detection","Auto",13.83,-1.02071828907668,1.04186582565562
"34",34,"2024-03-15 16:57:00","CCD","AMN","POST",3,"I","DW 239",0.4,"Detection","Auto",16.33,-1.02071828907668,1.04186582565562
"35",35,"2024-03-15 16:57:00","CCD","AMN","POST",3,"I","DW 239",0.3,"Detection","Auto",13.83,-1.02071828907668,1.04186582565562
"36",36,"2024-03-19 19:33:00","CCD","AMN","POST",7,"I","DW 239",0.9,"Detection","Auto",21.05,-0.49173944827606,0.241807684990844
"37",37,"2024-03-19 19:33:00","CCD","AMN","POST",7,"I","DW 239",0.9,"Detection","Auto",21.05,-0.49173944827606,0.241807684990844
"38",38,"2024-03-19 19:37:00","CCD","AMN","POST",7,"I","DW 239",0.8,"Detection","Auto",18.81,-0.49173944827606,0.241807684990844
"39",39,"2024-03-19 19:37:00","CCD","AMN","POST",7,"I","DW 239",0.7,"Detection","Auto",15.81,-0.49173944827606,0.241807684990844
"40",40,"2024-03-19 19:37:00","CCD","AMN","POST",7,"I","DW 239",0.9,"Detection","Auto",21.8,-0.49173944827606,0.241807684990844
"41",41,"2024-03-19 19:37:00","CCD","AMN","POST",7,"I","DW 239",0.5,"Detection","Auto",12.07,-0.49173944827606,0.241807684990844
"42",42,"2024-03-19 19:37:00","CCD","AMN","POST",7,"I","DW 239",0.5,"Detection","Auto",12.07,-0.49173944827606,0.241807684990844
"43",43,"2024-03-19 19:37:00","CCD","AMN","POST",7,"I","DW 239",0.5,"Detection","Auto",12.07,-0.49173944827606,0.241807684990844
"44",44,"2024-03-19 19:37:00","CCD","AMN","POST",7,"I","DW 239",0.6,"Detection","Auto",13.57,-0.49173944827606,0.241807684990844
"45",45,"2024-03-19 19:38:00","CCD","AMN","POST",7,"I","DW 239",0.6,"Detection","Auto",14.32,-0.49173944827606,0.241807684990844
"46",46,"2024-03-19 19:38:00","CCD","AMN","POST",7,"I","DW 239",0.6,"Detection","Auto",15.07,-0.49173944827606,0.241807684990844
"47",47,"2024-03-19 19:39:00","CCD","AMN","POST",7,"C","DW 239",3.8,"Detection","Auto",45,-0.49173944827606,0.241807684990844
"48",48,"2024-03-19 19:40:00","CCD","AMN","POST",7,"C","DW 239",12.2,"Detection","Auto",45,-0.49173944827606,0.241807684990844
"49",49,"2024-03-19 19:40:00","CCD","AMN","POST",7,"C","DW 239",3.2,"Detection","Auto",45,-0.49173944827606,0.241807684990844
"50",50,"2024-03-19 19:41:00","CCD","AMN","POST",7,"C","DW 239",32,"Cutoff","Auto",45,-0.49173944827606,0.241807684990844
"51",51,"2024-03-19 19:41:00","CCD","AMN","POST",7,"C","DW 239",3.8,"Detection","Auto",45,-0.49173944827606,0.241807684990844
"52",52,"2024-03-19 19:42:00","CCD","AMN","POST",7,"C","DW 239",4.3,"Detection","Auto",45,-0.49173944827606,0.241807684990844
"53",53,"2024-03-25 22:02:00","CCD","AMN","POST",13,"I","DW 239",0.4,"Detection","Auto",9.08,0.301728812924864,0.0910402765490474
"54",54,"2024-03-25 22:03:00","CCD","AMN","POST",13,"I","DW 239",0.9,"Detection","Auto",21.8,0.301728812924864,0.0910402765490474
"55",55,"2024-03-25 22:03:00","CCD","AMN","POST",13,"I","DW 239",0.3,"Detection","Auto",8.33,0.301728812924864,0.0910402765490474
"56",56,"2024-03-25 22:03:00","CCD","AMN","POST",13,"I","DW 239",0.2,"Detection","Auto",6.09,0.301728812924864,0.0910402765490474
"57",57,"2024-03-25 22:03:00","CCD","AMN","POST",13,"I","DW 239",0.2,"Detection","Auto",6.09,0.301728812924864,0.0910402765490474
"58",58,"2024-03-25 22:03:00","CCD","AMN","POST",13,"I","DW 239",0.2,"Detection","Auto",6.84,0.301728812924864,0.0910402765490474
"59",59,"2024-03-25 22:04:00","CCD","AMN","POST",13,"I","DW 239",0.1,"Detection","Auto",3.09,0.301728812924864,0.0910402765490474
"60",60,"2024-03-25 22:05:00","CCD","AMN","POST",13,"C","DW 239",0.8,"Detection","Auto",19.56,0.301728812924864,0.0910402765490474
"61",61,"2024-03-25 22:05:00","CCD","AMN","POST",13,"C","DW 239",2.4,"Detection","Auto",45,0.301728812924864,0.0910402765490474
"62",62,"2024-03-25 22:05:00","CCD","AMN","POST",13,"C","DW 239",1.2,"Detection","Auto",26.29,0.301728812924864,0.0910402765490474
"63",63,"2024-03-25 22:05:00","CCD","AMN","POST",13,"C","DW 239",1.4,"Detection","Auto",32.28,0.301728812924864,0.0910402765490474
"64",64,"2024-03-25 22:06:00","CCD","AMN","POST",13,"C","DW 239",1.3,"Detection","Auto",29.28,0.301728812924864,0.0910402765490474
"65",65,"2024-03-25 22:06:00","CCD","AMN","POST",13,"C","DW 239",1.2,"Detection","Auto",27.04,0.301728812924864,0.0910402765490474
"66",66,"2024-03-25 22:06:00","CCD","AMN","POST",13,"C","DW 239",2.9,"Detection","Auto",45,0.301728812924864,0.0910402765490474
"67",67,"2024-03-25 22:06:00","CCD","AMN","POST",13,"C","DW 239",3.4,"Detection","Auto",45,0.301728812924864,0.0910402765490474
"68",68,"2024-03-25 22:06:00","CCD","AMN","POST",13,"C","DW 239",4.2,"Detection","Auto",45,0.301728812924864,0.0910402765490474
"69",69,"2024-03-29 15:11:00","CCD","AMN","PRE",0,"C","DW 240",10.2,"Screen Button","Auto",45,-1.41745241967714,2.00917136204857
"70",70,"2024-03-29 15:12:00","CCD","AMN","PRE",0,"C","DW 240",7,"Cutoff","Auto",45,-1.41745241967714,2.00917136204857
"71",71,"2024-03-29 15:12:00","CCD","AMN","PRE",0,"C","DW 240",3.3,"Detection","Auto",45,-1.41745241967714,2.00917136204857
"72",72,"2024-03-29 15:12:00","CCD","AMN","PRE",0,"C","DW 240",4,"Detection","Auto",45,-1.41745241967714,2.00917136204857
"73",73,"2024-03-29 15:13:00","CCD","AMN","PRE",0,"C","DW 240",1.8,"Detection","Auto",42.01,-1.41745241967714,2.00917136204857
"74",74,"2024-03-29 15:14:00","CCD","AMN","PRE",0,"I","DW 240",7,"Cutoff","Auto",45,-1.41745241967714,2.00917136204857
"75",75,"2024-03-29 15:14:00","CCD","AMN","PRE",0,"I","DW 240",7,"Cutoff","Auto",45,-1.41745241967714,2.00917136204857
"76",76,"2024-03-29 15:14:00","CCD","AMN","PRE",0,"I","DW 240",7,"Cutoff","Auto",45,-1.41745241967714,2.00917136204857
"77",77,"2024-03-29 15:14:00","CCD","AMN","PRE",0,"I","DW 240",7,"Cutoff","Auto",45,-1.41745241967714,2.00917136204857
"78",78,"2024-03-29 15:14:00","CCD","AMN","PRE",0,"I","DW 240",7,"Cutoff","Auto",45,-1.41745241967714,2.00917136204857
"79",79,"2024-04-02 16:01:00","CCD","AMN","POST",4,"I","DW 240",0.1,"Detection","Auto",3.84,-0.888473578876522,0.789385300361655
"80",80,"2024-04-02 16:01:00","CCD","AMN","POST",4,"I","DW 240",2.2,"Detection","Auto",45,-0.888473578876522,0.789385300361655
"81",81,"2024-04-02 16:01:00","CCD","AMN","POST",4,"I","DW 240",2.1,"Detection","Auto",45,-0.888473578876522,0.789385300361655
"82",82,"2024-04-02 16:01:00","CCD","AMN","POST",4,"I","DW 240",1.4,"Detection","Auto",33.78,-0.888473578876522,0.789385300361655
"83",83,"2024-04-02 16:02:00","CCD","AMN","POST",4,"I","DW 240",1.2,"Detection","Auto",26.29,-0.888473578876522,0.789385300361655
"84",84,"2024-04-02 16:02:00","CCD","AMN","POST",4,"I","DW 240",3.5,"Manual Stop","Auto",45,-0.888473578876522,0.789385300361655
"85",85,"2024-04-02 16:03:00","CCD","AMN","POST",4,"C","DW 240",0.7,"Detection","Auto",18.06,-0.888473578876522,0.789385300361655
"86",86,"2024-04-02 16:03:00","CCD","AMN","POST",4,"C","DW 240",1.8,"Detection","Auto",41.26,-0.888473578876522,0.789385300361655
"87",87,"2024-04-02 16:03:00","CCD","AMN","POST",4,"C","DW 240",1.5,"Detection","Auto",34.52,-0.888473578876522,0.789385300361655
"88",88,"2024-04-02 16:03:00","CCD","AMN","POST",4,"C","DW 240",0.9,"Detection","Auto",20.31,-0.888473578876522,0.789385300361655
"89",89,"2024-04-02 16:03:00","CCD","AMN","POST",4,"C","DW 240",1,"Detection","Auto",24.05,-0.888473578876522,0.789385300361655
"90",90,"2024-04-02 16:05:00","CCD","AMN","POST",4,"I","DW 240",7,"Cutoff","Auto",45,-0.888473578876522,0.789385300361655
"91",91,"2024-04-02 16:05:00","CCD","AMN","POST",4,"I","DW 240",4.7,"Manual Stop","Auto",45,-0.888473578876522,0.789385300361655
"92",92,"2024-04-02 16:05:00","CCD","AMN","POST",4,"I","DW 240",1.5,"Detection","Auto",34.52,-0.888473578876522,0.789385300361655
"93",93,"2024-04-02 16:05:00","CCD","AMN","POST",4,"I","DW 240",0.4,"Detection","Auto",10.58,-0.888473578876522,0.789385300361655
"94",94,"2024-04-02 16:05:00","CCD","AMN","POST",4,"I","DW 240",1.3,"Detection","Auto",29.28,-0.888473578876522,0.789385300361655
"95",95,"2024-04-02 16:05:00","CCD","AMN","POST",4,"I","DW 240",0.8,"Detection","Auto",18.81,-0.888473578876522,0.789385300361655
"96",96,"2024-04-02 16:08:00","CCD","AMN","POST",21,"I","DW 239",0.3,"Detection","Auto",9.08,1.3596864945261,1.84874736339666
"97",97,"2024-04-02 16:08:00","CCD","AMN","POST",21,"I","DW 239",0.7,"Detection","Auto",18.06,1.3596864945261,1.84874736339666
"98",98,"2024-04-02 16:08:00","CCD","AMN","POST",21,"I","DW 239",2.9,"Manual Stop","Auto",45,1.3596864945261,1.84874736339666
"99",99,"2024-04-02 16:08:00","CCD","AMN","POST",21,"I","DW 239",0.3,"Detection","Auto",8.33,1.3596864945261,1.84874736339666
"100",100,"2024-04-02 16:09:00","CCD","AMN","POST",21,"I","DW 239",0.2,"Detection","Auto",6.09,1.3596864945261,1.84874736339666
"101",101,"2024-04-02 16:09:00","CCD","AMN","POST",21,"I","DW 239",0.4,"Detection","Auto",10.58,1.3596864945261,1.84874736339666
"102",102,"2024-04-02 16:09:00","CCD","AMN","POST",21,"C","DW 239",1.6,"Detection","Auto",36.77,1.3596864945261,1.84874736339666
"103",103,"2024-04-02 16:09:00","CCD","AMN","POST",21,"C","DW 239",0.8,"Detection","Auto",18.06,1.3596864945261,1.84874736339666
"104",104,"2024-04-02 16:10:00","CCD","AMN","POST",21,"C","DW 239",1.8,"Detection","Auto",41.26,1.3596864945261,1.84874736339666
"105",105,"2024-04-02 16:10:00","CCD","AMN","POST",21,"C","DW 239",3,"Detection","Auto",45,1.3596864945261,1.84874736339666
"106",106,"2024-04-02 16:10:00","CCD","AMN","POST",21,"C","DW 239",0,"Detection","Auto",0,1.3596864945261,1.84874736339666
"107",107,"2024-04-02 16:10:00","CCD","AMN","POST",21,"C","DW 239",1.3,"Detection","Auto",28.54,1.3596864945261,1.84874736339666
"108",108,"2024-04-02 16:10:00","CCD","AMN","POST",21,"C","DW 239",1.3,"Detection","Auto",30.03,1.3596864945261,1.84874736339666
"109",109,"2024-04-02 16:11:00","CCD","AMN","POST",21,"C","DW 239",2.6,"Detection","Auto",45,1.3596864945261,1.84874736339666
"110",110,"2024-04-05 15:34:00","CCD","AMN","PRE",0,"C","DW 241",7,"Cutoff","Auto",45,-1.41745241967714,2.00917136204857
"111",111,"2024-04-05 15:35:00","CCD","AMN","PRE",0,"C","DW 241",6.6,"Detection","Auto",45,-1.41745241967714,2.00917136204857
"112",112,"2024-04-05 15:35:00","CCD","AMN","PRE",0,"C","DW 241",2.1,"Detection","Auto",45,-1.41745241967714,2.00917136204857
"113",113,"2024-04-05 15:36:00","CCD","AMN","PRE",0,"C","DW 241",2.4,"Detection","Auto",45,-1.41745241967714,2.00917136204857
"114",114,"2024-04-05 15:37:00","CCD","AMN","PRE",0,"C","DW 241",4.6,"Detection","Auto",45,-1.41745241967714,2.00917136204857
"115",115,"2024-04-05 15:39:00","CCD","AMN","PRE",0,"I","DW 241",3.6,"Detection","Auto",45,-1.41745241967714,2.00917136204857
"116",116,"2024-04-05 15:40:00","CCD","AMN","PRE",0,"I","DW 241",1.6,"Detection","Auto",36.77,-1.41745241967714,2.00917136204857
"117",117,"2024-04-05 15:40:00","CCD","AMN","PRE",0,"I","DW 241",5.5,"Detection","Auto",45,-1.41745241967714,2.00917136204857
"118",118,"2024-04-05 15:41:00","CCD","AMN","PRE",0,"C","DW 241",1.9,"Detection","Auto",42.01,-1.41745241967714,2.00917136204857
"119",119,"2024-04-05 15:41:00","CCD","AMN","PRE",0,"C","DW 241",0.9,"Detection","Auto",21.05,-1.41745241967714,2.00917136204857
"120",120,"2024-04-05 15:43:00","CCD","AMN","PRE",0,"I","DW 241",1.8,"Detection","Auto",42.01,-1.41745241967714,2.00917136204857
"121",121,"2024-04-05 15:43:00","CCD","AMN","PRE",0,"I","DW 241",1.5,"Detection","Auto",33.78,-1.41745241967714,2.00917136204857
"122",122,"2024-04-05 15:44:00","CCD","AMN","PRE",0,"I","DW 241",1.3,"Detection","Auto",30.78,-1.41745241967714,2.00917136204857
"123",123,"2024-04-05 15:45:00","CCD","AMN","PRE",0,"I","DW 241",7,"Cutoff","Auto",45,-1.41745241967714,2.00917136204857
"124",124,"2024-04-05 15:45:00","CCD","AMN","PRE",0,"I","DW 241",7,"Cutoff","Auto",45,-1.41745241967714,2.00917136204857
"125",125,"2024-04-05 15:47:00","CCD","AMN","PRE",0,"I","DW 241",1.9,"Detection","Auto",42.01,-1.41745241967714,2.00917136204857
"126",126,"2024-04-05 19:07:00","CCD","AMN","POST",24,"I","DW 239",0.3,"Detection","Auto",8.33,1.75642062512656,3.08501341236997
"127",127,"2024-04-05 19:07:00","CCD","AMN","POST",24,"I","DW 239",0.5,"Detection","Auto",12.07,1.75642062512656,3.08501341236997
"128",128,"2024-04-05 19:07:00","CCD","AMN","POST",24,"I","DW 239",0.3,"Detection","Auto",8.33,1.75642062512656,3.08501341236997
"129",129,"2024-04-05 19:08:00","CCD","AMN","POST",24,"I","DW 239",0.3,"Detection","Auto",6.84,1.75642062512656,3.08501341236997
"130",130,"2024-04-05 19:08:00","CCD","AMN","POST",24,"I","DW 239",0.3,"Detection","Auto",7.58,1.75642062512656,3.08501341236997
"131",131,"2024-04-05 19:09:00","CCD","AMN","POST",24,"C","DW 239",2.3,"Detection","Auto",45,1.75642062512656,3.08501341236997
"132",132,"2024-04-05 19:09:00","CCD","AMN","POST",24,"C","DW 239",2.1,"Detection","Auto",45,1.75642062512656,3.08501341236997
"133",133,"2024-04-05 19:09:00","CCD","AMN","POST",24,"C","DW 239",3.2,"Detection","Auto",45,1.75642062512656,3.08501341236997
"134",134,"2024-04-05 19:09:00","CCD","AMN","POST",24,"C","DW 239",2.1,"Detection","Auto",45,1.75642062512656,3.08501341236997
"135",135,"2024-04-05 19:20:00","CCD","AMN","POST",7,"C","DW 240",5,"Detection","Auto",45,-0.49173944827606,0.241807684990844
"136",136,"2024-04-05 19:20:00","CCD","AMN","POST",7,"C","DW 240",1.4,"Detection","Auto",31.53,-0.49173944827606,0.241807684990844
"137",137,"2024-04-05 19:21:00","CCD","AMN","POST",7,"C","DW 240",0.4,"Detection","Auto",10.58,-0.49173944827606,0.241807684990844
"138",138,"2024-04-05 19:21:00","CCD","AMN","POST",7,"C","DW 240",2.1,"Detection","Auto",45,-0.49173944827606,0.241807684990844
"139",139,"2024-04-05 19:22:00","CCD","AMN","POST",7,"C","DW 240",2.3,"Detection","Auto",45,-0.49173944827606,0.241807684990844
"140",140,"2024-04-05 19:22:00","CCD","AMN","POST",7,"C","DW 240",2.1,"Detection","Auto",45,-0.49173944827606,0.241807684990844
"141",141,"2024-04-05 19:22:00","CCD","AMN","POST",7,"C","DW 240",1.3,"Detection","Auto",30.03,-0.49173944827606,0.241807684990844
"142",142,"2024-04-05 19:23:00","CCD","AMN","POST",7,"I","DW 240",1.7,"Detection","Auto",37.52,-0.49173944827606,0.241807684990844
"143",143,"2024-04-05 19:23:00","CCD","AMN","POST",7,"I","DW 240",1,"Detection","Auto",24.05,-0.49173944827606,0.241807684990844
"144",144,"2024-04-05 19:23:00","CCD","AMN","POST",7,"I","DW 240",1.1,"Detection","Auto",25.54,-0.49173944827606,0.241807684990844
"145",145,"2024-04-05 19:23:00","CCD","AMN","POST",7,"I","DW 240",0.5,"Detection","Auto",12.82,-0.49173944827606,0.241807684990844
"146",146,"2024-04-05 19:23:00","CCD","AMN","POST",7,"I","DW 240",0.8,"Detection","Auto",18.81,-0.49173944827606,0.241807684990844
"147",147,"2024-04-05 19:24:00","CCD","AMN","POST",7,"I","DW 240",0.6,"Detection","Auto",13.57,-0.49173944827606,0.241807684990844
"148",148,"2024-04-05 19:24:00","CCD","AMN","POST",7,"I","DW 240",0.5,"Detection","Auto",13.57,-0.49173944827606,0.241807684990844
"149",149,"2024-04-05 19:24:00","CCD","AMN","POST",7,"I","DW 240",1.2,"Detection","Auto",26.29,-0.49173944827606,0.241807684990844
"150",150,"2024-04-05 19:25:00","CCD","AMN","POST",7,"I","DW 240",0.8,"Detection","Auto",18.81,-0.49173944827606,0.241807684990844
"151",151,"2024-04-05 19:26:00","CCD","AMN","POST",7,"C","DW 240",3,"Detection","Auto",45,-0.49173944827606,0.241807684990844
"152",152,"2024-04-05 19:26:00","CCD","AMN","POST",7,"C","DW 240",1.3,"Detection","Auto",30.78,-0.49173944827606,0.241807684990844
"153",153,"2024-04-08 17:49:00","CCD","AMN","POST",3,"C","DW 241",7,"Cutoff","Auto",45,-1.02071828907668,1.04186582565562
"154",154,"2024-04-08 17:49:00","CCD","AMN","POST",3,"C","DW 241",4.2,"Detection","Auto",45,-1.02071828907668,1.04186582565562
"155",155,"2024-04-08 17:49:00","CCD","AMN","POST",3,"C","DW 241",7,"Cutoff","Auto",45,-1.02071828907668,1.04186582565562
"156",156,"2024-04-08 17:49:00","CCD","AMN","POST",3,"C","DW 241",0.9,"Detection","Auto",21.8,-1.02071828907668,1.04186582565562
"157",157,"2024-04-08 17:49:00","CCD","AMN","POST",3,"C","DW 241",5.1,"Detection","Auto",45,-1.02071828907668,1.04186582565562
"158",158,"2024-04-08 17:50:00","CCD","AMN","POST",3,"C","DW 241",0.6,"Detection","Auto",14.32,-1.02071828907668,1.04186582565562
"159",159,"2024-04-08 17:50:00","CCD","AMN","POST",3,"C","DW 241",1.5,"Detection","Auto",34.52,-1.02071828907668,1.04186582565562
"160",160,"2024-04-08 17:51:00","CCD","AMN","POST",3,"I","DW 241",1.9,"Detection","Auto",43.5,-1.02071828907668,1.04186582565562
"161",161,"2024-04-08 17:51:00","CCD","AMN","POST",3,"I","DW 241",1.3,"Detection","Auto",28.54,-1.02071828907668,1.04186582565562
"162",162,"2024-04-08 17:51:00","CCD","AMN","POST",3,"I","DW 241",1.8,"Detection","Auto",40.51,-1.02071828907668,1.04186582565562
"163",163,"2024-04-08 17:51:00","CCD","AMN","POST",3,"I","DW 241",1.1,"Detection","Auto",26.29,-1.02071828907668,1.04186582565562
"164",164,"2024-04-08 17:51:00","CCD","AMN","POST",3,"I","DW 241",0.6,"Detection","Auto",14.32,-1.02071828907668,1.04186582565562
"165",165,"2024-04-08 17:52:00","CCD","AMN","POST",3,"I","DW 241",0.7,"Detection","Auto",16.56,-1.02071828907668,1.04186582565562
"166",166,"2024-04-08 17:52:00","CCD","AMN","POST",3,"I","DW 241",0.3,"Detection","Auto",9.08,-1.02071828907668,1.04186582565562
"167",167,"2024-04-08 17:52:00","CCD","AMN","POST",3,"I","DW 241",1.2,"Detection","Auto",29.28,-1.02071828907668,1.04186582565562
"168",168,"2024-04-08 17:52:00","CCD","AMN","POST",3,"I","DW 241",1.9,"Detection","Auto",42.01,-1.02071828907668,1.04186582565562
"169",169,"2024-04-11 15:00:00","CCD","AMN","POST",30,"C","DW 239",3.4,"Detection","Auto",45,2.54988888632748,6.5019333326164
"170",170,"2024-04-11 15:00:00","CCD","AMN","POST",30,"C","DW 239",7,"Cutoff","Auto",45,2.54988888632748,6.5019333326164
"171",171,"2024-04-11 15:00:00","CCD","AMN","POST",30,"C","DW 239",7,"Cutoff","Auto",45,2.54988888632748,6.5019333326164
"172",172,"2024-04-11 15:00:00","CCD","AMN","POST",30,"C","DW 239",1.3,"Detection","Auto",30.03,2.54988888632748,6.5019333326164
"173",173,"2024-04-11 15:01:00","CCD","AMN","POST",30,"C","DW 239",2.7,"Detection","Auto",45,2.54988888632748,6.5019333326164
"174",174,"2024-04-11 15:01:00","CCD","AMN","POST",30,"C","DW 239",3.1,"Detection","Auto",45,2.54988888632748,6.5019333326164
"175",175,"2024-04-11 15:01:00","CCD","AMN","POST",30,"I","DW 239",0.7,"Detection","Auto",18.06,2.54988888632748,6.5019333326164
"176",176,"2024-04-11 15:03:00","CCD","AMN","POST",30,"I","DW 239",0.6,"Detection","Auto",15.07,2.54988888632748,6.5019333326164
"177",177,"2024-04-11 15:03:00","CCD","AMN","POST",30,"I","DW 239",0.4,"Detection","Auto",10.58,2.54988888632748,6.5019333326164
"178",178,"2024-04-11 15:04:00","CCD","AMN","POST",30,"I","DW 239",0.5,"Detection","Auto",12.82,2.54988888632748,6.5019333326164
"179",179,"2024-04-11 15:05:00","CCD","AMN","POST",30,"I","DW 239",0.9,"Detection","Auto",21.05,2.54988888632748,6.5019333326164
"180",180,"2024-04-11 15:06:00","CCD","AMN","POST",30,"I","DW 239",1,"Detection","Auto",24.05,2.54988888632748,6.5019333326164
"181",181,"2024-04-12 15:25:00","CCD","AMN","POST",14,"C","DW 240",2.1,"Detection","Auto",45,0.433973523125018,0.18833301877354
"182",182,"2024-04-12 15:25:00","CCD","AMN","POST",14,"C","DW 240",1.8,"Detection","Auto",42.01,0.433973523125018,0.18833301877354
"183",183,"2024-04-12 15:26:00","CCD","AMN","POST",14,"I","DW 240",4.2,"Detection","Auto",45,0.433973523125018,0.18833301877354
"184",184,"2024-04-12 15:26:00","CCD","AMN","POST",14,"I","DW 240",0.7,"Detection","Auto",16.56,0.433973523125018,0.18833301877354
"185",185,"2024-04-12 15:26:00","CCD","AMN","POST",14,"I","DW 240",1,"Detection","Auto",22.55,0.433973523125018,0.18833301877354
"186",186,"2024-04-12 15:26:00","CCD","AMN","POST",14,"I","DW 240",1.7,"Detection","Auto",39.01,0.433973523125018,0.18833301877354
"187",187,"2024-04-12 15:27:00","CCD","AMN","POST",14,"I","DW 240",1.3,"Detection","Auto",30.03,0.433973523125018,0.18833301877354
"188",188,"2024-04-12 15:27:00","CCD","AMN","POST",14,"I","DW 240",2.8,"Detection","Auto",45,0.433973523125018,0.18833301877354
"189",189,"2024-04-12 15:28:00","CCD","AMN","POST",14,"C","DW 240",0.6,"Detection","Auto",14.32,0.433973523125018,0.18833301877354
"190",190,"2024-04-12 15:28:00","CCD","AMN","POST",14,"C","DW 240",2.2,"Detection","Auto",45,0.433973523125018,0.18833301877354
