"","Session","Date","Treatment","Protocol","Stage","DayNumber","Trial","ID","Latency","Reason","Scoring","Force","DayNumber_z","DayNumber_z2"
"539",539,"2024-05-16 21:51:00","CCD","AMN","POST",9,"C","DW 270",0.6,"Detection","Auto",9.08,-0.227250027875752,0.0516425751695302
"540",540,"2024-05-16 21:52:00","CCD","AMN","POST",9,"C","DW 270",1.7,"Detection","Auto",25.54,-0.227250027875752,0.0516425751695302
"541",541,"2024-05-16 21:53:00","CCD","AMN","POST",9,"C","DW 270",1.9,"Detection","Auto",29.04,-0.227250027875752,0.0516425751695302
"542",542,"2024-05-16 21:54:00","CCD","AMN","POST",9,"I","DW 270",3.6,"Detection","Auto",45,-0.227250027875752,0.0516425751695302
"543",543,"2024-05-16 21:54:00","CCD","AMN","POST",9,"I","DW 270",1.5,"Detection","Auto",23.55,-0.227250027875752,0.0516425751695302
"544",544,"2024-05-16 21:54:00","CCD","AMN","POST",9,"I","DW 270",1,"Detection","Auto",16.06,-0.227250027875752,0.0516425751695302
"545",545,"2024-05-16 21:54:00","CCD","AMN","POST",9,"I","DW 270",0.8,"Detection","Auto",12.57,-0.227250027875752,0.0516425751695302
"546",546,"2024-05-16 21:54:00","CCD","AMN","POST",9,"I","DW 270",2.1,"Detection","Auto",31.53,-0.227250027875752,0.0516425751695302
"547",547,"2024-05-16 21:54:00","CCD","AMN","POST",9,"I","DW 270",0.3,"Detection","Auto",6.09,-0.227250027875752,0.0516425751695302
"548",548,"2024-05-16 21:55:00","CCD","AMN","POST",9,"I","DW 270",8,"Cutoff","Auto",45,-0.227250027875752,0.0516425751695302
"549",549,"2024-05-16 21:55:00","CCD","AMN","POST",9,"I","DW 270",8,"Cutoff","Auto",45,-0.227250027875752,0.0516425751695302
"550",550,"2024-05-16 21:55:00","CCD","AMN","POST",9,"C","DW 270",2.5,"Detection","Auto",37.02,-0.227250027875752,0.0516425751695302
"551",551,"2024-05-16 21:56:00","CCD","AMN","POST",9,"C","DW 270",4.5,"Detection","Auto",45,-0.227250027875752,0.0516425751695302
"552",552,"2024-05-16 21:56:00","CCD","AMN","POST",9,"C","DW 270",3.2,"Detection","Auto",45,-0.227250027875752,0.0516425751695302
"553",553,"2024-05-16 21:56:00","CCD","AMN","POST",9,"I","DW 270",3.2,"Detection","Auto",45,-0.227250027875752,0.0516425751695302
"554",554,"2024-05-16 21:56:00","CCD","AMN","POST",9,"I","DW 270",2.3,"Detection","Auto",35.52,-0.227250027875752,0.0516425751695302
"555",555,"2024-05-16 21:56:00","CCD","AMN","POST",9,"I","DW 270",0.2,"Detection","Auto",4.59,-0.227250027875752,0.0516425751695302
"556",556,"2024-05-16 21:57:00","CCD","AMN","POST",9,"I","DW 270",2.9,"Detection","Auto",44,-0.227250027875752,0.0516425751695302
"557",557,"2024-05-16 21:57:00","CCD","AMN","POST",9,"I","DW 270",1.7,"Detection","Auto",25.54,-0.227250027875752,0.0516425751695302
"558",558,"2024-05-16 21:57:00","CCD","AMN","POST",9,"I","DW 270",0.8,"Detection","Auto",12.57,-0.227250027875752,0.0516425751695302
"559",559,"2024-05-16 21:57:00","CCD","AMN","POST",9,"I","DW 270",1.6,"Detection","Auto",24.55,-0.227250027875752,0.0516425751695302
"560",560,"2024-05-16 21:57:00","CCD","AMN","POST",9,"I","DW 270",2.1,"Detection","Auto",31.53,-0.227250027875752,0.0516425751695302
"561",561,"2024-05-16 21:58:00","CCD","AMN","POST",9,"C","DW 270",6.3,"Detection","Auto",45,-0.227250027875752,0.0516425751695302
"562",562,"2024-05-16 21:58:00","CCD","AMN","POST",9,"C","DW 270",1.5,"Detection","Auto",23.05,-0.227250027875752,0.0516425751695302
"563",563,"2024-05-16 21:58:00","CCD","AMN","POST",9,"C","DW 270",3.7,"Detection","Auto",45,-0.227250027875752,0.0516425751695302
"564",564,"2024-05-16 21:59:00","CCD","AMN","POST",9,"C","DW 270",1.4,"Detection","Auto",21.55,-0.227250027875752,0.0516425751695302
"565",565,"2024-05-16 21:59:00","CCD","AMN","POST",9,"C","DW 270",1.2,"Detection","Auto",18.56,-0.227250027875752,0.0516425751695302
"566",566,"2024-05-16 22:01:00","CCD","AMN","POST",9,"C","DW 270",2.8,"Detection","Auto",41.51,-0.227250027875752,0.0516425751695302
"567",567,"2024-05-22 22:02:00","CCD","AMN","POST",12,"C","DW 291",3.7,"Detection","Auto",37.7,0.16948410272471,0.0287248610763999
"568",568,"2024-05-22 22:02:00","CCD","AMN","POST",12,"C","DW 291",4.7,"Detection","Auto",47.69,0.16948410272471,0.0287248610763999
"569",569,"2024-05-22 22:03:00","CCD","AMN","POST",12,"C","DW 291",7.8,"Manual Stop","Auto",60,0.16948410272471,0.0287248610763999
"570",570,"2024-05-22 22:03:00","CCD","AMN","POST",12,"C","DW 291",4.2,"Detection","Auto",42.7,0.16948410272471,0.0287248610763999
"571",571,"2024-05-22 22:03:00","CCD","AMN","POST",12,"C","DW 291",4.9,"Detection","Auto",48.69,0.16948410272471,0.0287248610763999
"572",572,"2024-05-22 22:04:00","CCD","AMN","POST",12,"I","DW 291",3.4,"Detection","Auto",34.38,0.16948410272471,0.0287248610763999
"573",573,"2024-05-22 22:04:00","CCD","AMN","POST",12,"I","DW 291",4.6,"Detection","Auto",45.36,0.16948410272471,0.0287248610763999
"574",574,"2024-05-22 22:04:00","CCD","AMN","POST",12,"I","DW 291",3.6,"Detection","Auto",35.37,0.16948410272471,0.0287248610763999
"575",575,"2024-05-22 22:04:00","CCD","AMN","POST",12,"I","DW 291",2.5,"Detection","Auto",24.39,0.16948410272471,0.0287248610763999
"576",576,"2024-05-22 22:04:00","CCD","AMN","POST",12,"I","DW 291",2.9,"Detection","Auto",28.72,0.16948410272471,0.0287248610763999
"577",577,"2024-05-22 22:04:00","CCD","AMN","POST",12,"I","DW 291",1.4,"Detection","Auto",14.74,0.16948410272471,0.0287248610763999
"578",578,"2024-05-22 22:05:00","CCD","AMN","POST",15,"I","DW 270",6.4,"Detection","Auto",60,0.566218233325172,0.320603087749879
"579",579,"2024-05-22 22:05:00","CCD","AMN","POST",15,"I","DW 270",4.2,"Detection","Auto",41.7,0.566218233325172,0.320603087749879
"580",580,"2024-05-22 22:05:00","CCD","AMN","POST",15,"I","DW 270",1.9,"Detection","Auto",19.07,0.566218233325172,0.320603087749879
"581",581,"2024-05-22 22:06:00","CCD","AMN","POST",15,"I","DW 270",2.1,"Detection","Auto",21.07,0.566218233325172,0.320603087749879
"582",582,"2024-05-22 22:06:00","CCD","AMN","POST",15,"I","DW 270",4.3,"Detection","Auto",43.03,0.566218233325172,0.320603087749879
"583",583,"2024-05-22 22:06:00","CCD","AMN","POST",15,"I","DW 270",4.1,"Detection","Auto",41.03,0.566218233325172,0.320603087749879
"584",584,"2024-05-22 22:06:00","CCD","AMN","POST",15,"I","DW 270",4.3,"Detection","Auto",43.36,0.566218233325172,0.320603087749879
"585",585,"2024-05-22 22:07:00","CCD","AMN","POST",15,"C","DW 270",5.3,"Detection","Auto",53.34,0.566218233325172,0.320603087749879
"586",586,"2024-05-22 22:07:00","CCD","AMN","POST",15,"C","DW 270",4.7,"Detection","Auto",47.02,0.566218233325172,0.320603087749879
"587",587,"2024-05-22 22:08:00","CCD","AMN","POST",15,"C","DW 270",1.1,"Detection","Auto",11.41,0.566218233325172,0.320603087749879
"588",588,"2024-05-22 22:08:00","CCD","AMN","POST",15,"C","DW 270",2.1,"Detection","Auto",21.4,0.566218233325172,0.320603087749879
"589",589,"2024-05-22 22:09:00","CCD","AMN","POST",15,"C","DW 270",5.1,"Detection","Auto",49.35,0.566218233325172,0.320603087749879
"590",590,"2024-05-22 22:09:00","CCD","AMN","POST",15,"C","DW 270",3.9,"Detection","Auto",38.7,0.566218233325172,0.320603087749879
"591",591,"2024-05-22 22:10:00","CCD","AMN","POST",12,"C","DW 291",3.6,"Detection","Auto",36.04,0.16948410272471,0.0287248610763999
"592",592,"2024-05-22 22:10:00","CCD","AMN","POST",12,"C","DW 291",4.2,"Detection","Auto",43.03,0.16948410272471,0.0287248610763999
"593",593,"2024-05-22 22:10:00","CCD","AMN","POST",12,"C","DW 291",1.5,"Detection","Auto",15.07,0.16948410272471,0.0287248610763999
"594",594,"2024-05-22 22:11:00","CCD","AMN","POST",12,"C","DW 291",3.5,"Detection","Auto",34.71,0.16948410272471,0.0287248610763999
"595",595,"2024-05-22 22:11:00","CCD","AMN","POST",12,"I","DW 291",5,"Detection","Auto",49.35,0.16948410272471,0.0287248610763999
"596",596,"2024-05-22 22:12:00","CCD","AMN","POST",12,"I","DW 291",1.7,"Detection","Auto",17.07,0.16948410272471,0.0287248610763999
"597",597,"2024-05-22 22:12:00","CCD","AMN","POST",12,"I","DW 291",2.2,"Detection","Auto",22.4,0.16948410272471,0.0287248610763999
"598",598,"2024-05-22 22:12:00","CCD","AMN","POST",12,"I","DW 291",1.6,"Detection","Auto",16.41,0.16948410272471,0.0287248610763999
"599",599,"2024-05-22 22:12:00","CCD","AMN","POST",12,"I","DW 291",1.8,"Detection","Auto",17.74,0.16948410272471,0.0287248610763999
"600",600,"2024-05-22 22:12:00","CCD","AMN","POST",12,"C","DW 291",1.4,"Detection","Auto",13.74,0.16948410272471,0.0287248610763999
"601",601,"2024-05-22 22:13:00","CCD","AMN","POST",12,"C","DW 291",4,"Detection","Auto",39.37,0.16948410272471,0.0287248610763999
"602",602,"2024-05-22 22:13:00","CCD","AMN","POST",12,"C","DW 291",7.9,"Manual Stop","Auto",60,0.16948410272471,0.0287248610763999
"603",603,"2024-05-22 22:13:00","CCD","AMN","POST",12,"C","DW 291",2.1,"Detection","Auto",21.73,0.16948410272471,0.0287248610763999
"604",604,"2024-05-22 22:13:00","CCD","AMN","POST",12,"C","DW 291",1.1,"Detection","Auto",11.08,0.16948410272471,0.0287248610763999
"605",605,"2024-05-22 22:14:00","CCD","AMN","POST",15,"C","DW 270",1.9,"Detection","Auto",19.07,0.566218233325172,0.320603087749879
"606",606,"2024-05-22 22:14:00","CCD","AMN","POST",15,"C","DW 270",3.1,"Detection","Auto",31.38,0.566218233325172,0.320603087749879
"607",607,"2024-05-22 22:14:00","CCD","AMN","POST",15,"C","DW 270",2.5,"Detection","Auto",25.06,0.566218233325172,0.320603087749879
"608",608,"2024-05-22 22:14:00","CCD","AMN","POST",15,"C","DW 270",0.4,"Detection","Auto",5.09,0.566218233325172,0.320603087749879
"609",609,"2024-05-22 22:15:00","CCD","AMN","POST",15,"C","DW 270",2.9,"Detection","Auto",30.05,0.566218233325172,0.320603087749879
"610",610,"2024-05-22 22:15:00","CCD","AMN","POST",15,"I","DW 270",3.4,"Detection","Auto",33.71,0.566218233325172,0.320603087749879
"611",611,"2024-05-22 22:15:00","CCD","AMN","POST",15,"I","DW 270",4.4,"Detection","Auto",43.69,0.566218233325172,0.320603087749879
"612",612,"2024-05-22 22:15:00","CCD","AMN","POST",15,"I","DW 270",4.5,"Detection","Auto",45.36,0.566218233325172,0.320603087749879
"613",613,"2024-05-22 22:16:00","CCD","AMN","POST",15,"I","DW 270",5.3,"Detection","Auto",53.01,0.566218233325172,0.320603087749879
"614",614,"2024-05-22 22:16:00","CCD","AMN","POST",15,"C","DW 270",5.1,"Detection","Auto",50.68,0.566218233325172,0.320603087749879
"615",615,"2024-05-22 22:16:00","CCD","AMN","POST",15,"C","DW 270",0.5,"Detection","Auto",5.76,0.566218233325172,0.320603087749879
"616",616,"2024-05-22 22:17:00","CCD","AMN","POST",15,"C","DW 270",5.7,"Detection","Auto",57.01,0.566218233325172,0.320603087749879
"617",617,"2024-05-22 22:17:00","CCD","AMN","POST",15,"C","DW 270",2.3,"Detection","Auto",23.39,0.566218233325172,0.320603087749879
"618",618,"2024-05-22 22:17:00","CCD","AMN","POST",15,"I","DW 270",4.4,"Detection","Auto",43.03,0.566218233325172,0.320603087749879
"619",619,"2024-05-22 22:18:00","CCD","AMN","POST",15,"I","DW 270",3,"Detection","Auto",29.38,0.566218233325172,0.320603087749879
"620",620,"2024-05-22 22:18:00","CCD","AMN","POST",15,"I","DW 270",3.9,"Detection","Auto",38.04,0.566218233325172,0.320603087749879
"621",621,"2024-05-22 22:18:00","CCD","AMN","POST",15,"I","DW 270",0.7,"Detection","Auto",7.09,0.566218233325172,0.320603087749879
"622",622,"2024-05-22 22:18:00","CCD","AMN","POST",15,"C","DW 270",1.1,"Detection","Auto",11.08,0.566218233325172,0.320603087749879
"623",623,"2024-05-22 22:18:00","CCD","AMN","POST",15,"C","DW 270",1.7,"Detection","Auto",17.07,0.566218233325172,0.320603087749879
"624",1,"2024-05-28 15:08:00","CCD","AMN","POST",21,"C","DW 270",2.8,"Detection","Auto",27.72,1.3596864945261,1.84874736339666
"625",2,"2024-05-28 15:08:00","CCD","AMN","POST",21,"C","DW 270",3.1,"Detection","Auto",31.71,1.3596864945261,1.84874736339666
"626",3,"2024-05-28 15:08:00","CCD","AMN","POST",21,"C","DW 270",1.3,"Detection","Auto",13.41,1.3596864945261,1.84874736339666
"627",4,"2024-05-28 15:08:00","CCD","AMN","POST",21,"C","DW 270",3,"Detection","Auto",30.05,1.3596864945261,1.84874736339666
"628",5,"2024-05-28 15:09:00","CCD","AMN","POST",21,"C","DW 270",2.2,"Detection","Auto",21.73,1.3596864945261,1.84874736339666
"629",6,"2024-05-28 15:09:00","CCD","AMN","POST",21,"C","DW 270",3.9,"Detection","Auto",39.03,1.3596864945261,1.84874736339666
"630",7,"2024-05-28 15:09:00","CCD","AMN","POST",21,"I","DW 270",4.3,"Detection","Auto",43.03,1.3596864945261,1.84874736339666
"631",8,"2024-05-28 15:09:00","CCD","AMN","POST",21,"I","DW 270",2.6,"Detection","Auto",26.39,1.3596864945261,1.84874736339666
"632",9,"2024-05-28 15:09:00","CCD","AMN","POST",21,"I","DW 270",0.4,"Detection","Auto",4.43,1.3596864945261,1.84874736339666
"633",10,"2024-05-28 15:10:00","CCD","AMN","POST",21,"I","DW 270",4.6,"Detection","Auto",45.03,1.3596864945261,1.84874736339666
"634",11,"2024-05-28 15:10:00","CCD","AMN","POST",21,"I","DW 270",1.2,"Detection","Auto",12.41,1.3596864945261,1.84874736339666
"635",12,"2024-05-28 15:10:00","CCD","AMN","POST",21,"I","DW 270",2.9,"Detection","Auto",29.38,1.3596864945261,1.84874736339666
"636",13,"2024-05-28 15:10:00","CCD","AMN","POST",21,"I","DW 270",1.1,"Detection","Auto",11.08,1.3596864945261,1.84874736339666
"637",14,"2024-05-28 15:10:00","CCD","AMN","POST",21,"I","DW 270",1.9,"Detection","Auto",20.07,1.3596864945261,1.84874736339666
"638",15,"2024-05-28 15:11:00","CCD","AMN","POST",18,"I","DW 291",4.6,"Detection","Auto",47.02,0.962952363925633,0.927277255189966
"639",16,"2024-05-28 15:11:00","CCD","AMN","POST",18,"I","DW 291",4.1,"Detection","Auto",40.03,0.962952363925633,0.927277255189966
"640",17,"2024-05-28 15:11:00","CCD","AMN","POST",18,"I","DW 291",3.2,"Detection","Auto",32.71,0.962952363925633,0.927277255189966
"641",18,"2024-05-28 15:11:00","CCD","AMN","POST",18,"I","DW 291",4.4,"Detection","Auto",43.69,0.962952363925633,0.927277255189966
"642",19,"2024-05-28 15:11:00","CCD","AMN","POST",18,"I","DW 291",1.2,"Detection","Auto",12.41,0.962952363925633,0.927277255189966
"643",20,"2024-05-28 15:12:00","CCD","AMN","POST",18,"C","DW 291",3.7,"Detection","Auto",36.37,0.962952363925633,0.927277255189966
"644",22,"2024-05-28 15:12:00","CCD","AMN","POST",18,"C","DW 291",1,"Detection","Auto",10.75,0.962952363925633,0.927277255189966
"645",23,"2024-05-28 15:13:00","CCD","AMN","POST",18,"C","DW 291",3,"Detection","Auto",29.38,0.962952363925633,0.927277255189966
"646",25,"2024-05-28 15:13:00","CCD","AMN","POST",18,"C","DW 291",2.3,"Detection","Auto",23.06,0.962952363925633,0.927277255189966
"647",26,"2024-05-28 15:13:00","CCD","AMN","POST",18,"C","DW 291",4.1,"Detection","Auto",40.7,0.962952363925633,0.927277255189966
"648",27,"2024-05-28 15:13:00","CCD","AMN","POST",18,"C","DW 291",0.4,"Detection","Auto",4.76,0.962952363925633,0.927277255189966
"649",28,"2024-05-28 15:14:00","CCD","AMN","POST",18,"C","DW 291",5.3,"Detection","Auto",52.35,0.962952363925633,0.927277255189966
"650",29,"2024-05-28 15:14:00","CCD","AMN","POST",18,"C","DW 291",3.9,"Detection","Auto",38.37,0.962952363925633,0.927277255189966
"651",30,"2024-05-28 15:14:00","CCD","AMN","POST",18,"C","DW 291",1.9,"Detection","Auto",19.4,0.962952363925633,0.927277255189966
"652",31,"2024-05-28 15:14:00","CCD","AMN","POST",18,"C","DW 291",3.9,"Detection","Auto",39.03,0.962952363925633,0.927277255189966
"653",32,"2024-05-28 15:15:00","CCD","AMN","POST",21,"C","DW 270",1.3,"Detection","Auto",13.08,1.3596864945261,1.84874736339666
"654",33,"2024-05-28 15:15:00","CCD","AMN","POST",21,"C","DW 270",1.4,"Detection","Auto",14.41,1.3596864945261,1.84874736339666
"655",34,"2024-05-28 15:15:00","CCD","AMN","POST",21,"I","DW 270",3.9,"Detection","Auto",39.03,1.3596864945261,1.84874736339666
"656",35,"2024-05-28 15:15:00","CCD","AMN","POST",21,"I","DW 270",0.3,"Detection","Auto",3.43,1.3596864945261,1.84874736339666
"657",36,"2024-05-28 15:15:00","CCD","AMN","POST",21,"I","DW 270",2.1,"Detection","Auto",20.4,1.3596864945261,1.84874736339666
"658",37,"2024-05-28 15:16:00","CCD","AMN","POST",21,"I","DW 270",4.8,"Detection","Auto",48.02,1.3596864945261,1.84874736339666
"659",40,"2024-05-28 15:16:00","CCD","AMN","POST",21,"C","DW 270",5.2,"Detection","Auto",51.35,1.3596864945261,1.84874736339666
"660",41,"2024-05-28 15:16:00","CCD","AMN","POST",21,"C","DW 270",3.1,"Detection","Auto",30.38,1.3596864945261,1.84874736339666
"661",42,"2024-05-28 15:16:00","CCD","AMN","POST",21,"C","DW 270",2.4,"Detection","Auto",24.73,1.3596864945261,1.84874736339666
"662",44,"2024-05-28 15:17:00","CCD","AMN","POST",21,"C","DW 270",3.5,"Detection","Auto",35.04,1.3596864945261,1.84874736339666
"663",45,"2024-05-28 15:17:00","CCD","AMN","POST",21,"C","DW 270",3.5,"Detection","Auto",35.04,1.3596864945261,1.84874736339666
"664",46,"2024-05-28 15:18:00","CCD","AMN","POST",21,"I","DW 270",7.1,"Detection","Auto",60,1.3596864945261,1.84874736339666
"665",47,"2024-05-28 15:18:00","CCD","AMN","POST",21,"I","DW 270",2.5,"Detection","Auto",25.39,1.3596864945261,1.84874736339666
"666",48,"2024-05-28 15:18:00","CCD","AMN","POST",21,"I","DW 270",3.5,"Detection","Auto",35.37,1.3596864945261,1.84874736339666
"667",49,"2024-05-28 15:18:00","CCD","AMN","POST",21,"I","DW 270",5,"Detection","Auto",49.68,1.3596864945261,1.84874736339666
"668",50,"2024-05-28 15:18:00","CCD","AMN","POST",21,"I","DW 270",1,"Detection","Auto",10.42,1.3596864945261,1.84874736339666
"669",51,"2024-05-28 15:19:00","CCD","AMN","POST",21,"I","DW 270",0.8,"Detection","Auto",8.75,1.3596864945261,1.84874736339666
"670",52,"2024-05-28 15:19:00","CCD","AMN","POST",18,"I","DW 291",1.6,"Detection","Auto",17.07,0.962952363925633,0.927277255189966
"671",53,"2024-05-28 15:19:00","CCD","AMN","POST",18,"I","DW 291",2,"Detection","Auto",20.4,0.962952363925633,0.927277255189966
"672",55,"2024-05-28 15:19:00","CCD","AMN","POST",18,"I","DW 291",3.6,"Detection","Auto",36.37,0.962952363925633,0.927277255189966
"673",56,"2024-05-28 15:19:00","CCD","AMN","POST",18,"I","DW 291",2.2,"Detection","Auto",22.4,0.962952363925633,0.927277255189966
"674",58,"2024-05-28 15:20:00","CCD","AMN","POST",18,"C","DW 291",6.4,"Detection","Auto",60,0.962952363925633,0.927277255189966
"675",60,"2024-05-28 15:20:00","CCD","AMN","POST",18,"C","DW 291",3.1,"Detection","Auto",30.72,0.962952363925633,0.927277255189966
"676",62,"2024-05-28 15:21:00","CCD","AMN","POST",18,"C","DW 291",1.4,"Detection","Auto",14.08,0.962952363925633,0.927277255189966
"677",63,"2024-05-28 15:21:00","CCD","AMN","POST",18,"C","DW 291",3.2,"Detection","Auto",31.71,0.962952363925633,0.927277255189966
"678",64,"2024-05-28 15:21:00","CCD","AMN","POST",18,"C","DW 291",1.7,"Detection","Auto",17.74,0.962952363925633,0.927277255189966
"679",65,"2024-05-28 15:21:00","CCD","AMN","POST",18,"I","DW 291",2.1,"Detection","Auto",21.07,0.962952363925633,0.927277255189966
"680",67,"2024-05-31 17:03:00","CCD","AMN","POST",21,"C","DW 291",11,"Cutoff","Auto",60,1.3596864945261,1.84874736339666
"681",68,"2024-05-31 17:03:00","CCD","AMN","POST",21,"C","DW 291",2.8,"Manual Stop","Auto",27.39,1.3596864945261,1.84874736339666
"682",69,"2024-05-31 17:04:00","CCD","AMN","POST",21,"C","DW 291",4,"Manual Stop","Auto",39.7,1.3596864945261,1.84874736339666
"683",73,"2024-05-31 18:10:00","CCD","AMN","POST",21,"C","DW 291",4.2,"Detection","Auto",41.36,1.3596864945261,1.84874736339666
"684",74,"2024-05-31 18:10:00","CCD","AMN","POST",21,"C","DW 291",11,"Cutoff","Auto",60,1.3596864945261,1.84874736339666
"685",77,"2024-05-31 18:11:00","CCD","AMN","POST",21,"C","DW 291",1.7,"Detection","Auto",17.07,1.3596864945261,1.84874736339666
"686",78,"2024-05-31 18:13:00","CCD","AMN","POST",21,"C","DW 291",3.2,"Detection","Auto",32.05,1.3596864945261,1.84874736339666
"687",79,"2024-05-31 18:14:00","CCD","AMN","POST",21,"C","DW 291",1.9,"Detection","Auto",19.4,1.3596864945261,1.84874736339666
"688",80,"2024-05-31 18:15:00","CCD","AMN","POST",21,"C","DW 291",2.7,"Detection","Auto",26.72,1.3596864945261,1.84874736339666
"689",81,"2024-05-31 18:15:00","CCD","AMN","POST",21,"C","DW 291",0.9,"Detection","Auto",9.09,1.3596864945261,1.84874736339666
"690",82,"2024-05-31 18:16:00","CCD","AMN","POST",21,"C","DW 291",1,"Detection","Auto",10.42,1.3596864945261,1.84874736339666
"691",83,"2024-05-31 18:17:00","CCD","AMN","POST",21,"C","DW 291",5.2,"Detection","Auto",52.01,1.3596864945261,1.84874736339666
"692",84,"2024-05-31 18:18:00","CCD","AMN","POST",21,"I","DW 291",0.6,"Manual Stop","Auto",6.76,1.3596864945261,1.84874736339666
"693",87,"2024-05-31 18:19:00","CCD","AMN","POST",21,"I","DW 291",1.5,"Detection","Auto",15.74,1.3596864945261,1.84874736339666
"694",88,"2024-05-31 18:20:00","CCD","AMN","POST",21,"I","DW 291",2.8,"Detection","Auto",28.72,1.3596864945261,1.84874736339666
"695",89,"2024-05-31 18:27:00","CCD","AMN","POST",21,"I","DW 291",2.4,"Detection","Auto",25.06,1.3596864945261,1.84874736339666
"696",90,"2024-05-31 18:33:00","CCD","AMN","POST",21,"I","DW 291",2,"Detection","Auto",21.07,1.3596864945261,1.84874736339666
"697",91,"2024-05-31 18:37:00","CCD","AMN","POST",21,"I","DW 291",2.4,"Detection","Auto",24.39,1.3596864945261,1.84874736339666
"698",92,"2024-05-31 18:38:00","CCD","AMN","POST",21,"I","DW 291",2.6,"Detection","Auto",26.72,1.3596864945261,1.84874736339666
"699",93,"2024-05-31 18:39:00","CCD","AMN","POST",21,"I","DW 291",2.5,"Detection","Auto",24.73,1.3596864945261,1.84874736339666
"700",94,"2024-06-03 15:23:00","CCD","AMN","POST",24,"C","DW 291",0.9,"Detection","Auto",9.75,1.75642062512656,3.08501341236997
"701",95,"2024-06-03 15:23:00","CCD","AMN","POST",24,"C","DW 291",1.4,"Detection","Auto",14.74,1.75642062512656,3.08501341236997
"702",96,"2024-06-03 15:24:00","CCD","AMN","POST",24,"C","DW 291",2.6,"Detection","Auto",26.72,1.75642062512656,3.08501341236997
"703",97,"2024-06-03 15:25:00","CCD","AMN","POST",24,"C","DW 291",2.4,"Detection","Auto",23.39,1.75642062512656,3.08501341236997
"704",98,"2024-06-03 15:26:00","CCD","AMN","POST",24,"C","DW 291",3.6,"Detection","Auto",35.71,1.75642062512656,3.08501341236997
"705",99,"2024-06-03 15:26:00","CCD","AMN","POST",24,"C","DW 291",0.5,"Detection","Auto",5.76,1.75642062512656,3.08501341236997
"706",100,"2024-06-03 15:27:00","CCD","AMN","POST",24,"C","DW 291",0.4,"Detection","Auto",4.76,1.75642062512656,3.08501341236997
"707",101,"2024-06-03 15:27:00","CCD","AMN","POST",24,"I","DW 291",1.6,"Detection","Auto",16.41,1.75642062512656,3.08501341236997
"708",102,"2024-06-03 15:28:00","CCD","AMN","POST",24,"I","DW 291",2.2,"Detection","Auto",22.4,1.75642062512656,3.08501341236997
"709",103,"2024-06-03 15:28:00","CCD","AMN","POST",24,"I","DW 291",2,"Detection","Auto",20.73,1.75642062512656,3.08501341236997
"710",105,"2024-06-03 15:29:00","CCD","AMN","POST",24,"I","DW 291",1,"Detection","Auto",10.42,1.75642062512656,3.08501341236997
"711",107,"2024-06-03 15:29:00","CCD","AMN","POST",24,"I","DW 291",0.5,"Detection","Auto",5.76,1.75642062512656,3.08501341236997
"712",108,"2024-06-03 15:29:00","CCD","AMN","POST",24,"I","DW 291",0.9,"Detection","Auto",9.09,1.75642062512656,3.08501341236997
"713",109,"2024-06-03 15:30:00","CCD","AMN","POST",24,"C","DW 291",4.2,"Detection","Auto",41.7,1.75642062512656,3.08501341236997
"714",110,"2024-06-03 15:31:00","CCD","AMN","POST",24,"C","DW 291",4.4,"Detection","Auto",43.36,1.75642062512656,3.08501341236997
"715",112,"2024-06-03 15:32:00","CCD","AMN","POST",24,"I","DW 291",4.5,"Detection","Auto",44.69,1.75642062512656,3.08501341236997
"716",113,"2024-06-03 15:32:00","CCD","AMN","POST",24,"I","DW 291",3.1,"Detection","Auto",30.38,1.75642062512656,3.08501341236997
"717",114,"2024-06-07 15:43:00","CCD","AMN","PRE",0,"C","DW 284",5.2,"Detection","Auto",52.01,-1.41745241967714,2.00917136204857
"718",115,"2024-06-07 15:43:00","CCD","AMN","PRE",0,"C","DW 284",5.4,"Detection","Auto",52.68,-1.41745241967714,2.00917136204857
"719",116,"2024-06-07 15:45:00","CCD","AMN","PRE",0,"C","DW 284",5.8,"Detection","Auto",56.34,-1.41745241967714,2.00917136204857
"720",117,"2024-06-07 15:45:00","CCD","AMN","PRE",0,"C","DW 284",3.4,"Detection","Auto",34.04,-1.41745241967714,2.00917136204857
"721",118,"2024-06-07 15:45:00","CCD","AMN","PRE",0,"C","DW 284",1.8,"Detection","Auto",17.74,-1.41745241967714,2.00917136204857
"722",119,"2024-06-07 15:46:00","CCD","AMN","PRE",0,"C","DW 284",8.5,"Detection","Auto",60,-1.41745241967714,2.00917136204857
"723",120,"2024-06-07 15:47:00","CCD","AMN","PRE",0,"C","DW 284",8.8,"Detection","Auto",60,-1.41745241967714,2.00917136204857
"724",121,"2024-06-07 15:47:00","CCD","AMN","PRE",0,"C","DW 284",4.2,"Detection","Auto",41.03,-1.41745241967714,2.00917136204857
"725",122,"2024-06-07 15:48:00","CCD","AMN","PRE",0,"C","DW 284",11,"Cutoff","Auto",60,-1.41745241967714,2.00917136204857
"726",124,"2024-06-07 15:48:00","CCD","AMN","PRE",0,"C","DW 284",6.1,"Detection","Auto",60,-1.41745241967714,2.00917136204857
"727",125,"2024-06-07 15:49:00","CCD","AMN","PRE",0,"I","DW 284",4.6,"Detection","Auto",45.03,-1.41745241967714,2.00917136204857
"728",126,"2024-06-07 15:49:00","CCD","AMN","PRE",0,"I","DW 284",2.7,"Detection","Auto",27.06,-1.41745241967714,2.00917136204857
