Session;Date;Treatment;Protocol;Stage;Trial;ID;Latency;Reason;Mode;Scoring;Force;TargetForce;RampDuration;CutoffTime;LegacyMode;TouchPause;TouchForce;TimeThreshold
3301;07/03/2025 14:39:31;CCD;AMN;POST;I;DW369;0.8;Detection;Ramp;Auto;8.59;60.00;6;5;OFF;1.2;0.3;0.0
3302;07/03/2025 14:40:01;CCD;AMN;POST;I;DW369;1.8;Detection;Ramp;Auto;18.54;60.00;6;5;OFF;1.2;0.3;0.0
3303;07/03/2025 14:40:08;CCD;AMN;POST;I;DW369;1.3;Detection;Ramp;Auto;13.23;60.00;6;5;OFF;1.2;0.3;0.0
3304;07/03/2025 14:41:37;CCD;AMN;POST;I;DW369;1.7;Detection;Ramp;Auto;17.88;60.00;6;5;OFF;1.2;0.3;0.0
3305;07/03/2025 14:42:09;CCD;AMN;POST;I;DW369;1.7;Detection;Ramp;Auto;18.21;60.00;6;5;OFF;1.2;0.3;0.0
3306;07/03/2025 14:42:15;CCD;AMN;POST;I;DW369;0.0;Manual Stop;Ramp;Auto;0.30;60.00;6;5;OFF;1.2;0.3;0.0
3307;07/03/2025 14:42:24;CCD;AMN;POST;I;DW369;2.3;Detection;Ramp;Auto;22.85;60.00;6;5;OFF;1.2;0.3;0.0
3308;07/03/2025 14:44:27;CCD;AMN;POST;I;DW368;6.6;Detection;Ramp;Auto;60.00;60.00;6;5;OFF;1.2;0.3;0.0
3309;07/03/2025 14:44:30;CCD;AMN;POST;I;DW368;1.1;Detection;Ramp;Auto;11.24;60.00;6;5;OFF;1.2;0.3;0.0
3310;07/03/2025 14:44:41;CCD;AMN;POST;I;DW368;0.2;Detection;Ramp;Auto;2.62;60.00;6;5;OFF;1.2;0.3;0.0
3311;07/03/2025 14:45:00;CCD;AMN;POST;I;DW368;0.2;Detection;Ramp;Auto;2.95;60.00;6;5;OFF;1.2;0.3;0.0
3312;07/03/2025 14:45:07;CCD;AMN;POST;I;DW368;1.0;Detection;Ramp;Auto;10.58;60.00;6;5;OFF;1.2;0.3;0.0
3313;07/03/2025 14:45:30;CCD;AMN;POST;I;DW368;0.2;Detection;Ramp;Auto;2.62;60.00;6;5;OFF;1.2;0.3;0.0
3314;07/03/2025 14:45:41;CCD;AMN;POST;I;DW368;2.6;Detection;Ramp;Auto;26.83;60.00;6;5;OFF;1.2;0.3;0.0
3315;07/03/2025 14:46:20;CCD;AMN;POST;I;DW368;0.2;Detection;Ramp;Auto;2.62;60.00;6;5;OFF;1.2;0.3;0.0
3316;07/03/2025 14:46:36;CCD;AMN;POST;I;DW368;0.4;Detection;Ramp;Auto;4.61;60.00;6;5;OFF;1.2;0.3;0.0
3317;07/03/2025 14:46:44;CCD;AMN;POST;I;DW368;0.4;Detection;Ramp;Auto;4.94;60.00;6;5;OFF;1.2;0.3;0.0
3318;07/03/2025 14:48:10;CCD;AMN;POST;C;DW368;4.8;Detection;Ramp;Auto;47.73;60.00;6;5;OFF;1.2;0.3;0.0
3319;07/03/2025 14:48:19;CCD;AMN;POST;C;DW368;1.7;Detection;Ramp;Auto;17.88;60.00;6;5;OFF;1.2;0.3;0.0
3320;07/03/2025 14:48:31;CCD;AMN;POST;C;DW368;4.9;Detection;Ramp;Auto;49.06;60.00;6;5;OFF;1.2;0.3;0.0
3321;07/03/2025 14:48:40;CCD;AMN;POST;C;DW368;4.5;Detection;Ramp;Auto;44.74;60.00;6;5;OFF;1.2;0.3;0.0
3322;07/03/2025 14:49:02;CCD;AMN;POST;C;DW368;4.7;Detection;Ramp;Auto;47.40;60.00;6;5;OFF;1.2;0.3;0.0
3323;07/03/2025 14:49:15;CCD;AMN;POST;C;DW368;4.4;Detection;Ramp;Auto;43.42;60.00;6;5;OFF;1.2;0.3;0.0
3324;07/03/2025 14:49:22;CCD;AMN;POST;C;DW368;0.1;Detection;Ramp;Auto;1.96;60.00;6;5;OFF;1.2;0.3;0.0
3325;07/03/2025 14:49:49;CCD;AMN;POST;C;DW368;5.4;Detection;Ramp;Auto;54.03;60.00;6;5;OFF;1.2;0.3;0.0
3326;07/03/2025 14:49:58;CCD;AMN;POST;C;DW368;0.2;Detection;Ramp;Auto;2.62;60.00;6;5;OFF;1.2;0.3;0.0
3327;07/03/2025 14:50:11;CCD;AMN;POST;C;DW368;2.9;Detection;Ramp;Auto;28.82;60.00;6;5;OFF;1.2;0.3;0.0
3328;07/03/2025 14:50:18;CCD;AMN;POST;C;DW368;2.7;Detection;Ramp;Auto;27.17;60.00;6;5;OFF;1.2;0.3;0.0
3329;07/03/2025 14:50:27;CCD;AMN;POST;C;DW368;1.9;Detection;Ramp;Auto;19.54;60.00;6;5;OFF;1.2;0.3;0.0
3330;07/03/2025 14:50:55;CCD;AMN;POST;C;DW368;0.2;Detection;Ramp;Auto;2.95;60.00;6;5;OFF;1.2;0.3;0.0
3331;07/03/2025 14:51:27;CCD;AMN;POST;C;DW368;5.3;Detection;Ramp;Auto;53.37;60.00;6;5;OFF;1.2;0.3;0.0
3332;07/03/2025 14:51:38;CCD;AMN;POST;C;DW368;5.2;Detection;Ramp;Auto;51.38;60.00;6;5;OFF;1.2;0.3;0.0
3333;07/03/2025 14:51:52;CCD;AMN;POST;C;DW368;6.3;Detection;Ramp;Auto;60.00;60.00;6;5;OFF;1.2;0.3;0.0
3334;07/03/2025 14:52:06;CCD;AMN;POST;C;DW368;6.9;Detection;Ramp;Auto;60.00;60.00;6;5;OFF;1.2;0.3;0.0
3335;07/03/2025 14:52:14;CCD;AMN;POST;C;DW368;3.6;Detection;Ramp;Auto;36.45;60.00;6;5;OFF;1.2;0.3;0.0
3336;07/03/2025 14:52:22;CCD;AMN;POST;C;DW368;4.9;Detection;Ramp;Auto;48.72;60.00;6;5;OFF;1.2;0.3;0.0
3337;07/03/2025 14:52:51;CCD;AMN;POST;I;DW368;1.4;Detection;Ramp;Auto;14.56;60.00;6;5;OFF;1.2;0.3;0.0
3338;07/03/2025 14:52:56;CCD;AMN;POST;I;DW368;1.5;Detection;Ramp;Auto;15.56;60.00;6;5;OFF;1.2;0.3;0.0
3339;07/03/2025 14:53:35;CCD;AMN;POST;I;DW368;3.5;Detection;Ramp;Auto;34.79;60.00;6;5;OFF;1.2;0.3;0.0
3340;07/03/2025 14:53:45;CCD;AMN;POST;I;DW368;2.8;Detection;Ramp;Auto;27.50;60.00;6;5;OFF;1.2;0.3;0.0
3341;07/03/2025 14:53:52;CCD;AMN;POST;I;DW368;2.4;Detection;Ramp;Auto;24.51;60.00;6;5;OFF;1.2;0.3;0.0
3342;07/03/2025 14:54:03;CCD;AMN;POST;I;DW368;3.0;Detection;Ramp;Auto;30.81;60.00;6;5;OFF;1.2;0.3;0.0
3343;07/03/2025 14:54:15;CCD;AMN;POST;I;DW368;2.9;Detection;Ramp;Auto;30.15;60.00;6;5;OFF;1.2;0.3;0.0
3344;07/03/2025 14:54:21;CCD;AMN;POST;I;DW368;2.8;Detection;Ramp;Auto;27.83;60.00;6;5;OFF;1.2;0.3;0.0
3345;07/03/2025 14:54:32;CCD;AMN;POST;I;DW368;3.0;Detection;Ramp;Auto;29.82;60.00;6;5;OFF;1.2;0.3;0.0
3346;07/03/2025 14:56:10;CCD;AMN;POST;I;DW368;3.0;Detection;Ramp;Auto;31.15;60.00;6;5;OFF;1.2;0.3;0.0
3347;07/03/2025 14:56:15;CCD;AMN;POST;I;DW368;0.8;Detection;Ramp;Auto;9.26;60.00;6;5;OFF;1.2;0.3;0.0
3348;07/03/2025 14:56:28;CCD;AMN;POST;I;DW368;0.7;Detection;Ramp;Auto;7.93;60.00;6;5;OFF;1.2;0.3;0.0
3349;07/03/2025 14:56:53;CCD;AMN;POST;I;DW368;1.7;Detection;Ramp;Auto;17.22;60.00;6;5;OFF;1.2;0.3;0.0
3350;07/03/2025 14:57:10;CCD;AMN;POST;I;DW368;0.8;Detection;Ramp;Auto;8.59;60.00;6;5;OFF;1.2;0.3;0.0
3351;07/07/2025 16:01:55;CCD;AMN;POST;I;DW368;1.5;Detection;Ramp;Auto;16.22;60.00;6;5;OFF;1.2;0.3;0.0
3352;07/07/2025 16:02:14;CCD;AMN;POST;I;DW368;2.5;Detection;Ramp;Auto;25.84;60.00;6;5;OFF;1.2;0.3;0.0
3353;07/07/2025 16:02:32;CCD;AMN;POST;I;DW368;0.7;Detection;Ramp;Auto;7.60;60.00;6;5;OFF;1.2;0.3;0.0
3354;07/07/2025 16:03:04;CCD;AMN;POST;I;DW368;1.6;Detection;Ramp;Auto;15.89;60.00;6;5;OFF;1.2;0.3;0.0
3355;07/07/2025 16:03:44;CCD;AMN;POST;I;DW368;3.4;Detection;Ramp;Auto;33.80;60.00;6;5;OFF;1.2;0.3;0.0
3356;07/07/2025 16:03:52;CCD;AMN;POST;I;DW368;1.8;Detection;Ramp;Auto;18.87;60.00;6;5;OFF;1.2;0.3;0.0
3357;07/07/2025 16:04:10;CCD;AMN;POST;I;DW368;3.1;Detection;Ramp;Auto;30.15;60.00;6;5;OFF;1.2;0.3;0.0
3358;07/07/2025 16:04:20;CCD;AMN;POST;I;DW368;0.9;Detection;Ramp;Auto;8.92;60.00;6;5;OFF;1.2;0.3;0.0
3359;07/07/2025 16:04:40;CCD;AMN;POST;I;DW368;2.5;Detection;Ramp;Auto;26.17;60.00;6;5;OFF;1.2;0.3;0.0
3360;07/07/2025 16:07:20;CCD;AMN;POST;I;DW368;1.3;Detection;Ramp;Auto;13.90;60.00;6;5;OFF;1.2;0.3;0.0
3361;07/07/2025 16:07:36;CCD;AMN;POST;I;DW368;2.1;Detection;Ramp;Auto;21.53;60.00;6;5;OFF;1.2;0.3;0.0
3362;07/07/2025 16:07:59;CCD;AMN;POST;I;DW368;1.1;Detection;Ramp;Auto;11.58;60.00;6;5;OFF;1.2;0.3;0.0
3363;07/07/2025 16:08:14;CCD;AMN;POST;I;DW368;1.8;Detection;Ramp;Auto;18.87;60.00;6;5;OFF;1.2;0.3;0.0
3364;07/07/2025 16:08:20;CCD;AMN;POST;I;DW368;1.0;Detection;Ramp;Auto;9.92;60.00;6;5;OFF;1.2;0.3;0.0
3365;07/07/2025 16:08:44;CCD;AMN;POST;I;DW368;1.0;Detection;Ramp;Auto;10.91;60.00;6;5;OFF;1.2;0.3;0.0
3366;07/07/2025 16:08:54;CCD;AMN;POST;I;DW368;1.0;Detection;Ramp;Auto;10.58;60.00;6;5;OFF;1.2;0.3;0.0
3367;07/07/2025 16:10:20;CCD;AMN;POST;I;DW368;2.6;Detection;Ramp;Auto;25.84;60.00;6;5;OFF;1.2;0.3;0.0
3368;07/07/2025 16:10:25;CCD;AMN;POST;I;DW368;1.9;Detection;Ramp;Auto;19.87;60.00;6;5;OFF;1.2;0.3;0.0
3369;07/07/2025 16:10:36;CCD;AMN;POST;I;DW368;0.2;Detection;Ramp;Auto;2.29;60.00;6;5;OFF;1.2;0.3;0.0
3370;07/07/2025 16:10:55;CCD;AMN;POST;I;DW368;0.6;Detection;Ramp;Auto;6.93;60.00;6;5;OFF;1.2;0.3;0.0
3371;07/07/2025 16:11:47;CCD;AMN;POST;I;DW368;1.0;Detection;Ramp;Auto;10.91;60.00;6;5;OFF;1.2;0.3;0.0
3372;07/07/2025 16:13:38;CCD;AMN;POST;I;DW368;0.2;Detection;Ramp;Auto;2.95;60.00;6;5;OFF;1.2;0.3;0.0
3373;07/07/2025 16:13:46;CCD;AMN;POST;I;DW368;1.6;Detection;Ramp;Auto;16.55;60.00;6;5;OFF;1.2;0.3;0.0
3374;07/07/2025 16:15:27;CCD;AMN;POST;I;DW368;1.0;Detection;Ramp;Auto;10.91;60.00;6;5;OFF;1.2;0.3;0.0
3375;07/07/2025 16:15:31;CCD;AMN;POST;I;DW368;1.7;Detection;Ramp;Auto;17.88;60.00;6;5;OFF;1.2;0.3;0.0
3376;07/07/2025 16:16:41;CCD;AMN;POST;I;DW369;1.4;Detection;Ramp;Auto;14.23;60.00;6;5;OFF;1.2;0.3;0.0
3377;07/07/2025 16:17:03;CCD;AMN;POST;I;DW369;1.9;Detection;Ramp;Auto;19.20;60.00;6;5;OFF;1.2;0.3;0.0
3378;07/07/2025 16:17:25;CCD;AMN;POST;I;DW369;1.8;Detection;Ramp;Auto;18.87;60.00;6;5;OFF;1.2;0.3;0.0
3379;07/07/2025 16:17:49;CCD;AMN;POST;I;DW369;0.5;Detection;Ramp;Auto;6.27;60.00;6;5;OFF;1.2;0.3;0.0
3380;07/07/2025 16:18:12;CCD;AMN;POST;I;DW369;0.2;Detection;Ramp;Auto;2.62;60.00;6;5;OFF;1.2;0.3;0.0
3381;07/07/2025 16:18:20;CCD;AMN;POST;I;DW369;0.0;Detection;Ramp;Auto;0.30;60.00;6;5;OFF;1.2;0.3;0.0
3382;07/07/2025 16:18:48;CCD;AMN;POST;I;DW369;2.1;Detection;Ramp;Auto;20.86;60.00;6;5;OFF;1.2;0.3;0.0
3383;07/07/2025 16:19:15;CCD;AMN;POST;I;DW369;1.4;Detection;Ramp;Auto;14.23;60.00;6;5;OFF;1.2;0.3;0.0
3384;07/07/2025 16:19:21;CCD;AMN;POST;I;DW369;1.2;Detection;Ramp;Auto;12.57;60.00;6;5;OFF;1.2;0.3;0.0
3385;07/07/2025 16:19:34;CCD;AMN;POST;I;DW369;0.2;Detection;Ramp;Auto;2.29;60.00;6;5;OFF;1.2;0.3;0.0
3386;07/07/2025 16:20:01;CCD;AMN;POST;I;DW369;0.6;Detection;Ramp;Auto;6.93;60.00;6;5;OFF;1.2;0.3;0.0
3387;07/07/2025 16:20:54;CCD;AMN;POST;I;DW369;1.0;Detection;Ramp;Auto;10.25;60.00;6;5;OFF;1.2;0.3;0.0
3388;07/07/2025 16:21:25;CCD;AMN;POST;I;DW369;3.5;Detection;Ramp;Auto;35.13;60.00;6;5;OFF;1.2;0.3;0.0
3389;07/07/2025 16:21:39;CCD;AMN;POST;I;DW369;1.0;Detection;Ramp;Auto;10.58;60.00;6;5;OFF;1.2;0.3;0.0
3390;07/07/2025 16:23:16;CCD;AMN;POST;I;DW369;1.3;Detection;Ramp;Auto;12.90;60.00;6;5;OFF;1.2;0.3;0.0
3391;07/07/2025 16:23:28;CCD;AMN;POST;I;DW369;2.8;Detection;Ramp;Auto;28.82;60.00;6;5;OFF;1.2;0.3;0.0
3392;07/07/2025 16:23:57;CCD;AMN;POST;I;DW369;2.4;Detection;Ramp;Auto;24.18;60.00;6;5;OFF;1.2;0.3;0.0
3393;07/07/2025 16:24:35;CCD;AMN;POST;I;DW369;0.2;Detection;Ramp;Auto;2.62;60.00;6;5;OFF;1.2;0.3;0.0
3394;07/07/2025 16:24:53;CCD;AMN;POST;I;DW369;1.3;Detection;Ramp;Auto;14.23;60.00;6;5;OFF;1.2;0.3;0.0
3395;07/07/2025 16:25:33;CCD;AMN;POST;I;DW369;1.7;Detection;Ramp;Auto;17.88;60.00;6;5;OFF;1.2;0.3;0.0
3396;07/07/2025 16:26:10;CCD;AMN;POST;I;DW369;0.7;Detection;Ramp;Auto;7.93;60.00;6;5;OFF;1.2;0.3;0.0
3397;07/07/2025 16:26:24;CCD;AMN;POST;I;DW369;4.2;Detection;Ramp;Auto;41.76;60.00;6;5;OFF;1.2;0.3;0.0
3398;07/07/2025 16:26:50;CCD;AMN;POST;I;DW369;2.1;Detection;Ramp;Auto;21.19;60.00;6;5;OFF;1.2;0.3;0.0
3399;07/07/2025 16:28:15;CCD;AMN;POST;I;DW369;0.9;Detection;Ramp;Auto;9.26;60.00;6;5;OFF;1.2;0.3;0.0
3400;07/07/2025 16:28:38;CCD;AMN;POST;I;DW369;1.3;Detection;Ramp;Auto;13.90;60.00;6;5;OFF;1.2;0.3;0.0
3401;07/07/2025 16:28:47;CCD;AMN;POST;I;DW369;2.2;Detection;Ramp;Auto;21.86;60.00;6;5;OFF;1.2;0.3;0.0
3402;07/07/2025 16:30:27;CCD;AMN;POST;I;DW369;0.8;Detection;Ramp;Auto;8.92;60.00;6;5;OFF;1.2;0.3;0.0
3403;07/07/2025 16:30:47;CCD;AMN;POST;I;DW369;0.9;Detection;Ramp;Auto;9.92;60.00;6;5;OFF;1.2;0.3;0.0
3404;07/07/2025 16:31:10;CCD;AMN;POST;I;DW369;2.6;Detection;Ramp;Auto;26.17;60.00;6;5;OFF;1.2;0.3;0.0
3405;07/07/2025 16:31:46;CCD;AMN;POST;I;DW369;0.2;Detection;Ramp;Auto;2.95;60.00;6;5;OFF;1.2;0.3;0.0
3406;07/07/2025 16:31:53;CCD;AMN;POST;I;DW369;0.0;Detection;Ramp;Auto;0.63;60.00;6;5;OFF;1.2;0.3;0.0
3407;07/07/2025 16:32:21;CCD;AMN;POST;I;DW369;3.3;Detection;Ramp;Auto;32.80;60.00;6;5;OFF;1.2;0.3;0.0
3408;07/07/2025 16:32:34;CCD;AMN;POST;I;DW369;1.3;Detection;Ramp;Auto;13.23;60.00;6;5;OFF;1.2;0.3;0.0
3409;07/07/2025 16:32:44;CCD;AMN;POST;I;DW369;0.5;Detection;Ramp;Auto;5.61;60.00;6;5;OFF;1.2;0.3;0.0
3410;07/07/2025 16:33:26;CCD;AMN;POST;I;DW369;1.6;Detection;Ramp;Auto;16.88;60.00;6;5;OFF;1.2;0.3;0.0
3411;07/10/2025 12:20:36;CCD;AMN;POST;I;DW368;1.3;Detection;Ramp;Auto;13.23;60.00;6;5;OFF;1.2;0.3;0.0
3412;07/10/2025 12:20:53;CCD;AMN;POST;I;DW368;0.2;Detection;Ramp;Auto;2.62;60.00;6;5;OFF;1.2;0.3;0.0
3413;07/10/2025 12:21:07;CCD;AMN;POST;I;DW368;1.4;Detection;Ramp;Auto;14.89;60.00;6;5;OFF;1.2;0.3;0.0
3414;07/10/2025 12:21:42;CCD;AMN;POST;I;DW368;0.3;Detection;Ramp;Auto;4.28;60.00;6;5;OFF;1.2;0.3;0.0
3415;07/10/2025 12:21:50;CCD;AMN;POST;I;DW368;0.5;Detection;Ramp;Auto;5.61;60.00;6;5;OFF;1.2;0.3;0.0
3416;07/10/2025 12:22:43;CCD;AMN;POST;I;DW368;0.7;Detection;Ramp;Auto;7.93;60.00;6;5;OFF;1.2;0.3;0.0
3417;07/10/2025 12:22:51;CCD;AMN;POST;I;DW368;0.9;Detection;Ramp;Auto;9.59;60.00;6;5;OFF;1.2;0.3;0.0
3418;07/10/2025 12:23:00;CCD;AMN;POST;I;DW368;0.8;Detection;Ramp;Auto;8.59;60.00;6;5;OFF;1.2;0.3;0.0
3419;07/10/2025 12:23:25;CCD;AMN;POST;I;DW368;1.8;Detection;Ramp;Auto;18.54;60.00;6;5;OFF;1.2;0.3;0.0
3420;07/10/2025 12:23:48;CCD;AMN;POST;I;DW368;1.7;Detection;Ramp;Auto;17.55;60.00;6;5;OFF;1.2;0.3;0.0
3421;07/10/2025 12:23:56;CCD;AMN;POST;I;DW368;1.6;Detection;Ramp;Auto;16.55;60.00;6;5;OFF;1.2;0.3;0.0
3422;07/10/2025 12:24:02;CCD;AMN;POST;I;DW368;1.8;Detection;Ramp;Auto;17.55;60.00;6;5;OFF;1.2;0.3;0.0
3423;07/10/2025 12:24:19;CCD;AMN;POST;I;DW368;1.5;Detection;Ramp;Auto;14.89;60.00;6;5;OFF;1.2;0.3;0.0
3424;07/10/2025 12:24:30;CCD;AMN;POST;I;DW368;2.1;Detection;Ramp;Auto;20.86;60.00;6;5;OFF;1.2;0.3;0.0
3425;07/10/2025 12:25:21;CCD;AMN;POST;I;DW368;1.2;Detection;Ramp;Auto;13.23;60.00;6;5;OFF;1.2;0.3;0.0
3426;07/10/2025 12:25:30;CCD;AMN;POST;I;DW368;1.0;Detection;Ramp;Auto;10.91;60.00;6;5;OFF;1.2;0.3;0.0
3427;07/10/2025 12:25:45;CCD;AMN;POST;I;DW368;1.2;Detection;Ramp;Auto;12.24;60.00;6;5;OFF;1.2;0.3;0.0
3428;07/10/2025 12:25:53;CCD;AMN;POST;I;DW368;0.1;Detection;Ramp;Auto;2.29;60.00;6;5;OFF;1.2;0.3;0.0
3429;07/10/2025 12:25:58;CCD;AMN;POST;I;DW368;0.5;Detection;Ramp;Auto;6.27;60.00;6;5;OFF;1.2;0.3;0.0
3430;07/10/2025 12:26:02;CCD;AMN;POST;I;DW368;0.5;Detection;Ramp;Auto;5.94;60.00;6;5;OFF;1.2;0.3;0.0
3431;07/10/2025 12:26:19;CCD;AMN;POST;I;DW368;2.4;Detection;Ramp;Auto;24.51;60.00;6;5;OFF;1.2;0.3;0.0
3432;07/10/2025 12:26:26;CCD;AMN;POST;I;DW368;1.4;Detection;Ramp;Auto;15.23;60.00;6;5;OFF;1.2;0.3;0.0
3433;07/10/2025 12:26:45;CCD;AMN;POST;I;DW368;1.3;Detection;Ramp;Auto;13.23;60.00;6;5;OFF;1.2;0.3;0.0
3434;07/10/2025 12:26:50;CCD;AMN;POST;I;DW368;0.1;Detection;Ramp;Auto;1.96;60.00;6;5;OFF;1.2;0.3;0.0
3435;07/10/2025 12:27:01;CCD;AMN;POST;I;DW368;2.7;Detection;Ramp;Auto;27.17;60.00;6;5;OFF;1.2;0.3;0.0
3436;07/10/2025 12:27:13;CCD;AMN;POST;I;DW368;0.7;Detection;Ramp;Auto;7.60;60.00;6;5;OFF;1.2;0.3;0.0
3437;07/10/2025 12:27:32;CCD;AMN;POST;I;DW368;0.7;Detection;Ramp;Auto;7.60;60.00;6;5;OFF;1.2;0.3;0.0
3438;07/10/2025 12:27:43;CCD;AMN;POST;I;DW368;0.2;Detection;Ramp;Auto;2.62;60.00;6;5;OFF;1.2;0.3;0.0
3439;07/10/2025 12:27:48;CCD;AMN;POST;I;DW368;0.5;Detection;Ramp;Auto;5.61;60.00;6;5;OFF;1.2;0.3;0.0
3440;07/10/2025 12:28:10;CCD;AMN;POST;I;DW368;0.9;Detection;Ramp;Auto;9.26;60.00;6;5;OFF;1.2;0.3;0.0
3441;07/10/2025 12:28:31;CCD;AMN;POST;I;DW368;0.2;Detection;Ramp;Auto;2.29;60.00;6;5;OFF;1.2;0.3;0.0
3442;07/10/2025 12:28:38;CCD;AMN;POST;I;DW368;0.7;Detection;Ramp;Auto;8.26;60.00;6;5;OFF;1.2;0.3;0.0
3443;07/10/2025 12:29:00;CCD;AMN;POST;I;DW368;0.9;Detection;Ramp;Auto;10.25;60.00;6;5;OFF;1.2;0.3;0.0
3444;07/10/2025 12:29:38;CCD;AMN;POST;I;DW368;1.1;Detection;Ramp;Auto;10.91;60.00;6;5;OFF;1.2;0.3;0.0
3445;07/10/2025 12:29:46;CCD;AMN;POST;I;DW368;0.6;Detection;Ramp;Auto;7.26;60.00;6;5;OFF;1.2;0.3;0.0
3446;07/10/2025 12:30:59;CCD;AMN;POST;I;DW368;0.8;Detection;Ramp;Auto;8.59;60.00;6;5;OFF;1.2;0.3;0.0
3447;07/10/2025 12:32:13;CCD;AMN;POST;I;DW368;2.0;Detection;Ramp;Auto;21.19;60.00;6;5;OFF;1.2;0.3;0.0
3448;07/10/2025 12:32:56;CCD;AMN;POST;I;DW369;2.0;Detection;Ramp;Auto;20.53;60.00;6;5;OFF;1.2;0.3;0.0
3449;07/10/2025 12:33:05;CCD;AMN;POST;I;DW369;1.8;Detection;Ramp;Auto;18.54;60.00;6;5;OFF;1.2;0.3;0.0
3450;07/10/2025 12:33:18;CCD;AMN;POST;I;DW369;0.4;Detection;Ramp;Auto;4.28;60.00;6;5;OFF;1.2;0.3;0.0
3451;07/10/2025 12:33:25;CCD;AMN;POST;I;DW369;0.7;Detection;Ramp;Auto;8.26;60.00;6;5;OFF;1.2;0.3;0.0
3452;07/10/2025 12:33:39;CCD;AMN;POST;I;DW369;2.3;Detection;Ramp;Auto;23.85;60.00;6;5;OFF;1.2;0.3;0.0
3453;07/10/2025 12:33:51;CCD;AMN;POST;I;DW369;0.9;Detection;Ramp;Auto;9.92;60.00;6;5;OFF;1.2;0.3;0.0
3454;07/10/2025 12:33:58;CCD;AMN;POST;I;DW369;1.9;Detection;Ramp;Auto;20.20;60.00;6;5;OFF;1.2;0.3;0.0
3455;07/10/2025 12:34:08;CCD;AMN;POST;I;DW369;0.8;Detection;Ramp;Auto;8.92;60.00;6;5;OFF;1.2;0.3;0.0
3456;07/10/2025 12:34:17;CCD;AMN;POST;I;DW369;2.3;Detection;Ramp;Auto;22.85;60.00;6;5;OFF;1.2;0.3;0.0
3457;07/10/2025 12:34:32;CCD;AMN;POST;I;DW369;0.9;Detection;Ramp;Auto;9.26;60.00;6;5;OFF;1.2;0.3;0.0
3458;07/10/2025 12:34:40;CCD;AMN;POST;I;DW369;2.4;Detection;Ramp;Auto;23.85;60.00;6;5;OFF;1.2;0.3;0.0
3459;07/10/2025 12:34:47;CCD;AMN;POST;I;DW369;0.7;Detection;Ramp;Auto;7.60;60.00;6;5;OFF;1.2;0.3;0.0
3460;07/10/2025 12:35:10;CCD;AMN;POST;I;DW369;1.6;Detection;Ramp;Auto;16.55;60.00;6;5;OFF;1.2;0.3;0.0
3461;07/10/2025 12:35:20;CCD;AMN;POST;I;DW369;1.7;Detection;Ramp;Auto;17.55;60.00;6;5;OFF;1.2;0.3;0.0
3462;07/10/2025 12:35:30;CCD;AMN;POST;I;DW369;1.2;Detection;Ramp;Auto;12.90;60.00;6;5;OFF;1.2;0.3;0.0
3463;07/10/2025 12:35:38;CCD;AMN;POST;I;DW369;1.9;Detection;Ramp;Auto;20.20;60.00;6;5;OFF;1.2;0.3;0.0
3464;07/10/2025 12:35:46;CCD;AMN;POST;I;DW369;3.2;Detection;Ramp;Auto;32.80;60.00;6;5;OFF;1.2;0.3;0.0
3465;07/10/2025 12:35:57;CCD;AMN;POST;I;DW369;2.1;Detection;Ramp;Auto;21.53;60.00;6;5;OFF;1.2;0.3;0.0
3466;07/10/2025 12:36:06;CCD;AMN;POST;I;DW369;3.4;Detection;Ramp;Auto;34.46;60.00;6;5;OFF;1.2;0.3;0.0
3467;07/10/2025 12:36:15;CCD;AMN;POST;I;DW369;2.0;Detection;Ramp;Auto;20.86;60.00;6;5;OFF;1.2;0.3;0.0
3468;07/10/2025 12:36:28;CCD;AMN;POST;I;DW369;1.2;Detection;Ramp;Auto;12.90;60.00;6;5;OFF;1.2;0.3;0.0
3469;07/10/2025 12:36:36;CCD;AMN;POST;I;DW369;1.4;Detection;Ramp;Auto;14.23;60.00;6;5;OFF;1.2;0.3;0.0
3470;07/10/2025 12:36:43;CCD;AMN;POST;I;DW369;3.5;Detection;Ramp;Auto;34.79;60.00;6;5;OFF;1.2;0.3;0.0
3471;07/10/2025 12:36:53;CCD;AMN;POST;I;DW369;1.7;Detection;Ramp;Auto;17.55;60.00;6;5;OFF;1.2;0.3;0.0
3472;07/10/2025 12:38:24;CCD;AMN;POST;I;DW369;0.8;Detection;Ramp;Auto;9.26;60.00;6;5;OFF;1.2;0.3;0.0
3473;07/10/2025 12:38:28;CCD;AMN;POST;I;DW369;0.4;Manual Stop;Ramp;Auto;3.62;60.00;6;5;OFF;1.2;0.3;0.0
3474;07/10/2025 12:38:33;CCD;AMN;POST;I;DW369;1.6;Detection;Ramp;Auto;16.22;60.00;6;5;OFF;1.2;0.3;0.0
3475;07/10/2025 12:38:41;CCD;AMN;POST;I;DW369;2.3;Detection;Ramp;Auto;23.52;60.00;6;5;OFF;1.2;0.3;0.0
3476;07/15/2025 14:48:07;CCD;AMN;POST;I;DW368;0.2;Manual Stop;Ramp;Auto;2.29;60.00;6;5;OFF;1.2;0.3;0.0
3477;07/15/2025 14:48:10;CCD;AMN;POST;I;DW368;0.2;Manual Stop;Ramp;Auto;2.29;60.00;6;5;OFF;1.2;0.3;0.0
3478;07/15/2025 14:48:28;CCD;AMN;POST;I;DW368;0.4;Detection;Ramp;Auto;4.28;60.00;6;5;OFF;1.2;0.3;0.0
