Session,Date,Treatment,Protocol,Stage,dayspost,Trial,ID,Latency,Reason,Mode,Scoring,Force,TargetForce,RampDuration,CutoffTime,LegacyMode,TouchPause,TouchForce,TimeThreshold
179,2024-04-11 15:05:00,CCD,AMN,POST,30,I,DW 239,0.9,Detection,Ramp,Auto,21.05,45,2,5,OFF,1.2,0.1,0
180,2024-04-11 15:06:00,CCD,AMN,POST,30,I,DW 239,1.0,Detection,Ramp,Auto,24.05,45,2,5,OFF,1.2,0.1,0
181,2024-04-12 15:25:00,CCD,AMN,POST,14,C,DW 240,2.1,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
182,2024-04-12 15:25:00,CCD,AMN,POST,14,C,DW 240,1.8,Detection,Ramp,Auto,42.01,45,2,5,OFF,1.2,0.1,0
183,2024-04-12 15:26:00,CCD,AMN,POST,14,I,DW 240,4.2,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
184,2024-04-12 15:26:00,CCD,AMN,POST,14,I,DW 240,0.7,Detection,Ramp,Auto,16.56,45,2,5,OFF,1.2,0.1,0
185,2024-04-12 15:26:00,CCD,AMN,POST,14,I,DW 240,1.0,Detection,Ramp,Auto,22.55,45,2,5,OFF,1.2,0.1,0
186,2024-04-12 15:26:00,CCD,AMN,POST,14,I,DW 240,1.7,Detection,Ramp,Auto,39.01,45,2,5,OFF,1.2,0.1,0
187,2024-04-12 15:27:00,CCD,AMN,POST,14,I,DW 240,1.3,Detection,Ramp,Auto,30.03,45,2,5,OFF,1.2,0.1,0
188,2024-04-12 15:27:00,CCD,AMN,POST,14,I,DW 240,2.8,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
189,2024-04-12 15:28:00,CCD,AMN,POST,14,C,DW 240,0.6,Detection,Ramp,Auto,14.32,45,2,5,OFF,1.2,0.1,0
190,2024-04-12 15:28:00,CCD,AMN,POST,14,C,DW 240,2.2,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
191,2024-04-12 15:28:00,CCD,AMN,POST,14,C,DW 240,1.6,Detection,Ramp,Auto,36.77,45,2,5,OFF,1.2,0.1,0
192,2024-04-12 15:29:00,CCD,AMN,POST,14,I,DW 240,0.6,Detection,Ramp,Auto,13.57,45,2,5,OFF,1.2,0.1,0
193,2024-04-12 15:29:00,CCD,AMN,POST,14,I,DW 240,0.5,Detection,Ramp,Auto,12.07,45,2,5,OFF,1.2,0.1,0
194,2024-04-12 15:29:00,CCD,AMN,POST,14,I,DW 240,0.5,Detection,Ramp,Auto,12.07,45,2,5,OFF,1.2,0.1,0
195,2024-04-12 15:29:00,CCD,AMN,POST,14,I,DW 240,0.5,Detection,Ramp,Auto,12.07,45,2,5,OFF,1.2,0.1,0
196,2024-04-12 15:29:00,CCD,AMN,POST,14,I,DW 240,0.9,Detection,Ramp,Auto,21.8,45,2,5,OFF,1.2,0.1,0
197,2024-04-12 15:29:00,CCD,AMN,POST,14,I,DW 240,0.5,Detection,Ramp,Auto,13.57,45,2,5,OFF,1.2,0.1,0
198,2024-04-12 15:29:00,CCD,AMN,POST,14,I,DW 240,0.6,Detection,Ramp,Auto,14.32,45,2,5,OFF,1.2,0.1,0
199,2024-04-12 15:29:00,CCD,AMN,POST,14,I,DW 240,0.3,Detection,Ramp,Auto,7.58,45,2,5,OFF,1.2,0.1,0
200,2024-04-12 15:30:00,CCD,AMN,POST,14,C,DW 240,1.7,Detection,Ramp,Auto,40.51,45,2,5,OFF,1.2,0.1,0
201,2024-04-12 15:30:00,CCD,AMN,POST,14,C,DW 240,1.3,Detection,Ramp,Auto,28.54,45,2,5,OFF,1.2,0.1,0
202,2024-04-12 15:30:00,CCD,AMN,POST,14,C,DW 240,0.9,Detection,Ramp,Auto,21.05,45,2,5,OFF,1.2,0.1,0
203,2024-04-12 15:30:00,CCD,AMN,POST,14,C,DW 240,1.0,Detection,Ramp,Auto,23.3,45,2,5,OFF,1.2,0.1,0
204,2024-04-12 15:44:00,CCD,AMN,POST,7,C,DW 241,1.4,Detection,Ramp,Auto,31.53,45,2,5,OFF,1.2,0.1,0
205,2024-04-12 15:44:00,CCD,AMN,POST,7,C,DW 241,4.6,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
206,2024-04-12 15:45:00,CCD,AMN,POST,7,C,DW 241,3.2,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
207,2024-04-12 15:45:00,CCD,AMN,POST,7,C,DW 241,1.7,Detection,Ramp,Auto,37.52,45,2,5,OFF,1.2,0.1,0
208,2024-04-12 15:45:00,CCD,AMN,POST,7,C,DW 241,2.3,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
209,2024-04-12 15:46:00,CCD,AMN,POST,7,C,DW 241,4.7,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
210,2024-04-12 15:46:00,CCD,AMN,POST,7,I,DW 241,0.4,Detection,Ramp,Auto,9.83,45,2,5,OFF,1.2,0.1,0
211,2024-04-12 15:46:00,CCD,AMN,POST,7,I,DW 241,0.5,Detection,Ramp,Auto,12.82,45,2,5,OFF,1.2,0.1,0
212,2024-04-12 15:46:00,CCD,AMN,POST,7,I,DW 241,3.3,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
213,2024-04-12 15:47:00,CCD,AMN,POST,7,I,DW 241,1.4,Detection,Ramp,Auto,32.28,45,2,5,OFF,1.2,0.1,0
214,2024-04-12 15:47:00,CCD,AMN,POST,7,I,DW 241,0.3,Detection,Ramp,Auto,7.58,45,2,5,OFF,1.2,0.1,0
215,2024-04-12 15:47:00,CCD,AMN,POST,7,I,DW 241,1.6,Detection,Ramp,Auto,36.02,45,2,5,OFF,1.2,0.1,0
216,2024-04-12 15:48:00,CCD,AMN,POST,7,I,DW 241,1.8,Detection,Ramp,Auto,42.01,45,2,5,OFF,1.2,0.1,0
217,2024-04-12 15:48:00,CCD,AMN,POST,7,I,DW 241,2.3,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
218,2024-04-12 15:49:00,CCD,AMN,POST,7,I,DW 241,1.6,Detection,Ramp,Auto,36.77,45,2,5,OFF,1.2,0.1,0
219,2024-04-12 15:49:00,CCD,AMN,POST,7,I,DW 241,2.1,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
220,2024-04-12 15:49:00,CCD,AMN,POST,7,I,DW 241,3.0,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
221,2024-04-12 15:49:00,CCD,AMN,POST,7,I,DW 241,1.0,Detection,Ramp,Auto,24.05,45,2,5,OFF,1.2,0.1,0
222,2024-04-12 15:49:00,CCD,AMN,POST,7,I,DW 241,0.6,Detection,Ramp,Auto,15.07,45,2,5,OFF,1.2,0.1,0
223,2024-04-12 15:50:00,CCD,AMN,POST,7,I,DW 241,1.0,Detection,Ramp,Auto,23.3,45,2,5,OFF,1.2,0.1,0
224,2024-04-12 15:50:00,CCD,AMN,POST,7,I,DW 241,2.4,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
225,2024-04-12 15:50:00,CCD,AMN,POST,7,I,DW 241,0.6,Detection,Ramp,Auto,14.32,45,2,5,OFF,1.2,0.1,0
226,2024-04-15 15:03:00,CCD,AMN,POST,10,C,DW 241,1.4,Detection,Ramp,Auto,32.28,45,2,5,OFF,1.2,0.1,0
227,2024-04-15 15:03:00,CCD,AMN,POST,10,C,DW 241,3.1,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
228,2024-04-15 15:03:00,CCD,AMN,POST,10,C,DW 241,0.6,Detection,Ramp,Auto,15.07,45,2,5,OFF,1.2,0.1,0
229,2024-04-15 15:03:00,CCD,AMN,POST,10,C,DW 241,0.8,Detection,Ramp,Auto,18.81,45,2,5,OFF,1.2,0.1,0
230,2024-04-15 15:03:00,CCD,AMN,POST,10,C,DW 241,3.3,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
231,2024-04-15 15:03:00,CCD,AMN,POST,10,C,DW 241,3.6,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
232,2024-04-15 15:03:00,CCD,AMN,POST,10,C,DW 241,2.0,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
233,2024-04-15 15:03:00,CCD,AMN,POST,10,C,DW 241,2.0,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
234,2024-04-15 15:04:00,CCD,AMN,POST,10,C,DW 241,0.7,Detection,Ramp,Auto,17.31,45,2,5,OFF,1.2,0.1,0
235,2024-04-15 15:04:00,CCD,AMN,POST,10,C,DW 241,1.9,Detection,Ramp,Auto,42.76,45,2,5,OFF,1.2,0.1,0
236,2024-04-15 15:04:00,CCD,AMN,POST,10,I,DW 241,1.8,Detection,Ramp,Auto,40.51,45,2,5,OFF,1.2,0.1,0
237,2024-04-15 15:05:00,CCD,AMN,POST,10,I,DW 241,1.9,Detection,Ramp,Auto,42.01,45,2,5,OFF,1.2,0.1,0
238,2024-04-15 15:05:00,CCD,AMN,POST,10,I,DW 241,0.9,Detection,Ramp,Auto,21.05,45,2,5,OFF,1.2,0.1,0
239,2024-04-15 15:05:00,CCD,AMN,POST,10,I,DW 241,0.5,Detection,Ramp,Auto,12.82,45,2,5,OFF,1.2,0.1,0
240,2024-04-15 15:06:00,CCD,AMN,POST,10,I,DW 241,1.6,Detection,Ramp,Auto,36.02,45,2,5,OFF,1.2,0.1,0
241,2024-04-15 15:06:00,CCD,AMN,POST,10,I,DW 241,0.3,Detection,Ramp,Auto,9.08,45,2,5,OFF,1.2,0.1,0
242,2024-04-15 15:06:00,CCD,AMN,POST,10,I,DW 241,1.1,Detection,Ramp,Auto,24.8,45,2,5,OFF,1.2,0.1,0
243,2024-04-15 15:06:00,CCD,AMN,POST,10,I,DW 241,2.0,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
244,2024-04-19 15:21:00,CCD,AMN,POST,14,I,DW 241,0.1,Detection,Ramp,Auto,3.09,45,2,5,OFF,1.2,0.1,0
245,2024-04-19 15:21:00,CCD,AMN,POST,14,I,DW 241,1.4,Detection,Ramp,Auto,32.28,45,2,5,OFF,1.2,0.1,0
246,2024-04-19 15:21:00,CCD,AMN,POST,14,I,DW 241,0.1,Detection,Ramp,Auto,3.84,45,2,5,OFF,1.2,0.1,0
247,2024-04-19 15:21:00,CCD,AMN,POST,14,I,DW 241,0.8,Detection,Ramp,Auto,18.06,45,2,5,OFF,1.2,0.1,0
248,2024-04-19 15:21:00,CCD,AMN,POST,14,I,DW 241,1.3,Detection,Ramp,Auto,30.03,45,2,5,OFF,1.2,0.1,0
249,2024-04-19 15:21:00,CCD,AMN,POST,14,I,DW 241,0.4,Detection,Ramp,Auto,9.83,45,2,5,OFF,1.2,0.1,0
250,2024-04-19 15:21:00,CCD,AMN,POST,14,C,DW 241,0.4,Detection,Ramp,Auto,9.83,45,2,5,OFF,1.2,0.1,0
251,2024-04-19 15:21:00,CCD,AMN,POST,14,C,DW 241,0.6,Detection,Ramp,Auto,14.32,45,2,5,OFF,1.2,0.1,0
252,2024-04-19 15:21:00,CCD,AMN,POST,14,C,DW 241,1.4,Detection,Ramp,Auto,33.03,45,2,5,OFF,1.2,0.1,0
253,2024-04-19 15:21:00,CCD,AMN,POST,14,C,DW 241,2.4,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
254,2024-04-19 15:21:00,CCD,AMN,POST,14,C,DW 241,1.2,Detection,Ramp,Auto,27.79,45,2,5,OFF,1.2,0.1,0
255,2024-04-19 15:21:00,CCD,AMN,POST,14,C,DW 241,1.9,Detection,Ramp,Auto,44.25,45,2,5,OFF,1.2,0.1,0
256,2024-04-19 15:21:00,CCD,AMN,POST,14,C,DW 241,0.9,Detection,Ramp,Auto,19.56,45,2,5,OFF,1.2,0.1,0
257,2024-04-22 15:21:00,CCD,AMN,POST,17,I,DW 241,0.2,Detection,Ramp,Auto,5.34,45,2,5,OFF,1.2,0.1,0
258,2024-04-22 15:22:00,CCD,AMN,POST,17,I,DW 241,0.2,Detection,Ramp,Auto,5.34,45,2,5,OFF,1.2,0.1,0
259,2024-04-22 15:22:00,CCD,AMN,POST,17,I,DW 241,1.3,Detection,Ramp,Auto,29.28,45,2,5,OFF,1.2,0.1,0
260,2024-04-22 15:22:00,CCD,AMN,POST,17,I,DW 241,0.2,Detection,Ramp,Auto,4.59,45,2,5,OFF,1.2,0.1,0
261,2024-04-22 15:22:00,CCD,AMN,POST,17,I,DW 241,2.0,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
262,2024-04-22 15:22:00,CCD,AMN,POST,17,I,DW 241,0.8,Detection,Ramp,Auto,20.31,45,2,5,OFF,1.2,0.1,0
263,2024-04-22 15:22:00,CCD,AMN,POST,17,I,DW 241,1.9,Detection,Ramp,Auto,43.5,45,2,5,OFF,1.2,0.1,0
264,2024-04-22 15:23:00,CCD,AMN,POST,17,I,DW 241,0.6,Detection,Ramp,Auto,14.32,45,2,5,OFF,1.2,0.1,0
265,2024-04-22 15:23:00,CCD,AMN,POST,17,I,DW 241,2.3,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
266,2024-04-22 15:23:00,CCD,AMN,POST,17,I,DW 241,1.0,Detection,Ramp,Auto,23.3,45,2,5,OFF,1.2,0.1,0
267,2024-04-22 15:24:00,CCD,AMN,POST,17,I,DW 241,0.3,Detection,Ramp,Auto,8.33,45,2,5,OFF,1.2,0.1,0
268,2024-04-22 15:24:00,CCD,AMN,POST,17,I,DW 241,0.4,Detection,Ramp,Auto,9.83,45,2,5,OFF,1.2,0.1,0
269,2024-04-22 15:29:00,CCD,AMN,POST,17,C,DW 241,1.5,Detection,Ramp,Auto,34.52,45,2,5,OFF,1.2,0.1,0
270,2024-04-22 15:29:00,CCD,AMN,POST,17,C,DW 241,1.0,Detection,Ramp,Auto,24.05,45,2,5,OFF,1.2,0.1,0
271,2024-04-22 15:30:00,CCD,AMN,POST,17,C,DW 241,1.8,Detection,Ramp,Auto,39.76,45,2,5,OFF,1.2,0.1,0
272,2024-04-22 15:31:00,CCD,AMN,POST,17,C,DW 241,6.1,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
273,2024-04-22 15:31:00,CCD,AMN,POST,17,C,DW 241,1.1,Detection,Ramp,Auto,25.54,45,2,5,OFF,1.2,0.1,0
274,2024-04-22 15:33:00,CCD,AMN,POST,17,C,DW 241,0.7,Detection,Ramp,Auto,15.81,45,2,5,OFF,1.2,0.1,0
275,2024-04-22 15:33:00,CCD,AMN,POST,17,C,DW 241,0.4,Detection,Ramp,Auto,9.83,45,2,5,OFF,1.2,0.1,0
276,2024-04-22 15:33:00,CCD,AMN,POST,17,C,DW 241,1.9,Detection,Ramp,Auto,44.25,45,2,5,OFF,1.2,0.1,0
277,2024-04-26 15:33:00,CCD,AMN,POST,21,C,DW 241,2.5,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
278,2024-04-26 15:34:00,CCD,AMN,POST,21,C,DW 241,1.1,Detection,Ramp,Auto,27.04,45,2,5,OFF,1.2,0.1,0
279,2024-04-26 15:35:00,CCD,AMN,POST,21,C,DW 241,1.9,Detection,Ramp,Auto,43.5,45,2,5,OFF,1.2,0.1,0
280,2024-04-26 15:35:00,CCD,AMN,POST,21,C,DW 241,1.3,Detection,Ramp,Auto,30.03,45,2,5,OFF,1.2,0.1,0
281,2024-04-26 15:35:00,CCD,AMN,POST,21,C,DW 241,2.0,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
282,2024-04-26 15:37:00,CCD,AMN,POST,21,I,DW 241,0.9,Detection,Ramp,Auto,20.31,45,2,5,OFF,1.2,0.1,0
283,2024-04-26 15:37:00,CCD,AMN,POST,21,I,DW 241,1.5,Detection,Ramp,Auto,33.78,45,2,5,OFF,1.2,0.1,0
284,2024-04-26 15:38:00,CCD,AMN,POST,21,I,DW 241,1.6,Detection,Ramp,Auto,36.77,45,2,5,OFF,1.2,0.1,0
285,2024-04-26 15:38:00,CCD,AMN,POST,21,I,DW 241,2.9,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
286,2024-04-26 15:38:00,CCD,AMN,POST,21,I,DW 241,1.4,Detection,Ramp,Auto,32.28,45,2,5,OFF,1.2,0.1,0
287,2024-04-26 15:39:00,CCD,AMN,POST,21,I,DW 241,1.9,Detection,Ramp,Auto,42.76,45,2,5,OFF,1.2,0.1,0
288,2024-04-30 15:39:00,CCD,AMN,POST,25,I,DW 241,1.3,Detection,Ramp,Auto,29.28,45,2,5,OFF,1.2,0.1,0
289,2024-04-30 15:39:00,CCD,AMN,POST,25,I,DW 241,0.8,Detection,Ramp,Auto,18.06,45,2,5,OFF,1.2,0.1,0
290,2024-04-30 15:39:00,CCD,AMN,POST,25,I,DW 241,1.6,Detection,Ramp,Auto,37.52,45,2,5,OFF,1.2,0.1,0
291,2024-04-30 15:39:00,CCD,AMN,POST,25,I,DW 241,0.6,Detection,Ramp,Auto,13.57,45,2,5,OFF,1.2,0.1,0
292,2024-04-30 15:39:00,CCD,AMN,POST,25,I,DW 241,0.8,Detection,Ramp,Auto,18.81,45,2,5,OFF,1.2,0.1,0
293,2024-04-30 15:41:00,CCD,AMN,POST,25,I,DW 241,0.6,Detection,Ramp,Auto,14.32,45,2,5,OFF,1.2,0.1,0
294,2024-04-30 15:41:00,CCD,AMN,POST,25,C,DW 241,1.9,Detection,Ramp,Auto,43.5,45,2,5,OFF,1.2,0.1,0
295,2024-04-30 15:41:00,CCD,AMN,POST,25,C,DW 241,2.0,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
296,2024-04-30 15:41:00,CCD,AMN,POST,25,C,DW 241,2.6,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
297,2024-04-30 15:41:00,CCD,AMN,POST,25,C,DW 241,3.7,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
298,2024-04-30 15:41:00,CCD,AMN,POST,25,C,DW 241,2.1,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
299,2024-04-30 15:41:00,CCD,AMN,POST,25,C,DW 241,4.5,Detection,Ramp,Auto,45.0,45,2,5,OFF,1.2,0.1,0
300,2024-04-26 16:26:00,PGM,AMN,PRE,0,C,DW 24X,8.0,Cutoff,Ramp,Auto,45.0,45,3,5,OFF,1.2,0.1,0
301,2024-04-26 16:29:00,PGM,AMN,PRE,0,C,DW 24X,5.8,Detection,Ramp,Auto,45.0,45,3,5,OFF,1.2,0.1,0
302,2024-04-26 16:30:00,PGM,AMN,PRE,0,C,DW 24X,2.8,Detection,Ramp,Auto,41.51,45,3,5,OFF,1.2,0.1,0
303,2024-04-26 16:32:00,PGM,AMN,PRE,0,C,DW 24X,2.8,Detection,Ramp,Auto,42.51,45,3,5,OFF,1.2,0.1,0
304,2024-04-26 16:32:00,PGM,AMN,PRE,0,C,DW 24X,2.9,Detection,Ramp,Auto,44.0,45,3,5,OFF,1.2,0.1,0
305,2024-04-26 16:32:00,PGM,AMN,PRE,0,C,DW 24X,3.0,Detection,Ramp,Auto,45.0,45,3,5,OFF,1.2,0.1,0
306,2024-04-26 16:33:00,PGM,AMN,PRE,0,C,DW 24X,3.2,Detection,Ramp,Auto,45.0,45,3,5,OFF,1.2,0.1,0
307,2024-04-26 16:33:00,PGM,AMN,PRE,0,C,DW 24X,2.9,Detection,Ramp,Auto,43.0,45,3,5,OFF,1.2,0.1,0
308,2024-04-26 16:34:00,PGM,AMN,PRE,0,I,DW 24X,8.0,Cutoff,Ramp,Auto,45.0,45,3,5,OFF,1.2,0.1,0
309,2024-04-26 16:35:00,PGM,AMN,PRE,0,I,DW 24X,8.0,Cutoff,Ramp,Auto,45.0,45,3,5,OFF,1.2,0.1,0
310,2024-04-26 16:35:00,PGM,AMN,PRE,0,I,DW 24X,7.8,Detection,Ramp,Auto,45.0,45,3,5,OFF,1.2,0.1,0
311,2024-04-26 16:35:00,PGM,AMN,PRE,0,I,DW 24X,4.7,Detection,Ramp,Auto,45.0,45,3,5,OFF,1.2,0.1,0
312,2024-04-26 16:36:00,PGM,AMN,PRE,0,I,DW 24X,8.0,Cutoff,Ramp,Auto,45.0,45,3,5,OFF,1.2,0.1,0
313,2024-04-26 16:36:00,PGM,AMN,PRE,0,I,DW 24X,8.0,Cutoff,Ramp,Auto,45.0,45,3,5,OFF,1.2,0.1,0
314,2024-04-26 16:37:00,PGM,AMN,PRE,0,I,DW 24X,8.0,Cutoff,Ramp,Auto,45.0,45,3,5,OFF,1.2,0.1,0
315,2024-04-30 15:45:00,PGM,AMN,POST,4,I,DW 24X,3.3,Detection,Ramp,Auto,45.0,45,3,5,OFF,1.2,0.1,0
316,2024-04-30 15:45:00,PGM,AMN,POST,4,I,DW 24X,2.7,Detection,Ramp,Auto,40.01,45,3,5,OFF,1.2,0.1,0
317,2024-04-30 15:45:00,PGM,AMN,POST,4,I,DW 24X,2.1,Detection,Ramp,Auto,31.03,45,3,5,OFF,1.2,0.1,0
318,2024-04-30 15:45:00,PGM,AMN,POST,4,I,DW 24X,2.2,Detection,Ramp,Auto,32.53,45,3,5,OFF,1.2,0.1,0
319,2024-04-30 15:45:00,PGM,AMN,POST,4,I,DW 24X,1.8,Detection,Ramp,Auto,27.54,45,3,5,OFF,1.2,0.1,0
320,2024-04-30 15:46:00,PGM,AMN,POST,4,C,DW 24X,8.0,Cutoff,Ramp,Auto,45.0,45,3,5,OFF,1.2,0.1,0
321,2024-04-30 15:46:00,PGM,AMN,POST,4,C,DW 24X,8.0,Cutoff,Ramp,Auto,45.0,45,3,5,OFF,1.2,0.1,0
322,2024-04-30 15:47:00,PGM,AMN,POST,4,C,DW 24X,8.0,Cutoff,Ramp,Auto,45.0,45,3,5,OFF,1.2,0.1,0
323,2024-04-30 15:47:00,PGM,AMN,POST,4,C,DW 24X,8.0,Cutoff,Ramp,Auto,45.0,45,3,5,OFF,1.2,0.1,0
324,2024-04-30 15:47:00,PGM,AMN,POST,4,C,DW 24X,8.0,Cutoff,Ramp,Auto,45.0,45,3,5,OFF,1.2,0.1,0
325,2024-04-30 15:48:00,PGM,AMN,POST,4,I,DW 24X,2.0,Detection,Ramp,Auto,29.53,45,3,5,OFF,1.2,0.1,0
326,2024-04-30 15:48:00,PGM,AMN,POST,4,I,DW 24X,2.9,Detection,Ramp,Auto,42.51,45,3,5,OFF,1.2,0.1,0
327,2024-04-30 15:48:00,PGM,AMN,POST,4,I,DW 24X,2.4,Detection,Ramp,Auto,37.02,45,3,5,OFF,1.2,0.1,0
328,2024-04-30 15:48:00,PGM,AMN,POST,4,I,DW 24X,7.2,Manual Stop,Ramp,Auto,45.0,45,3,5,OFF,1.2,0.1,0
329,2024-04-30 15:48:00,PGM,AMN,POST,4,I,DW 24X,1.5,Detection,Ramp,Auto,23.55,45,3,5,OFF,1.2,0.1,0
330,2024-05-03 15:21:00,CCD,AMN,POST,28,C,DW 241,2.5,Detection,Ramp,Auto,36.52,45,3,5,OFF,1.2,0.1,0
331,2024-05-03 15:22:00,CCD,AMN,POST,28,C,DW 241,6.6,Detection,Ramp,Auto,45.0,45,3,5,OFF,1.2,0.1,0
332,2024-05-03 15:25:00,CCD,AMN,POST,28,C,DW 241,5.1,Detection,Ramp,Auto,45.0,45,3,5,OFF,1.2,0.1,0
333,2024-05-03 15:26:00,CCD,AMN,POST,28,C,DW 241,2.7,Detection,Ramp,Auto,41.01,45,3,5,OFF,1.2,0.1,0
334,2024-05-03 15:28:00,CCD,AMN,POST,28,C,DW 241,5.5,Detection,Ramp,Auto,45.0,45,3,5,OFF,1.2,0.1,0
335,2024-05-03 15:29:00,CCD,AMN,POST,28,I,DW 241,2.3,Detection,Ramp,Auto,34.02,45,3,5,OFF,1.2,0.1,0
336,2024-05-03 15:30:00,CCD,AMN,POST,28,I,DW 241,0.2,Detection,Ramp,Auto,3.09,45,3,5,OFF,1.2,0.1,0
337,2024-05-03 15:30:00,CCD,AMN,POST,28,I,DW 241,0.1,Detection,Ramp,Auto,2.59,45,3,5,OFF,1.2,0.1,0
338,2024-05-03 15:31:00,CCD,AMN,POST,28,I,DW 241,2.1,Detection,Ramp,Auto,31.53,45,3,5,OFF,1.2,0.1,0
339,2024-05-03 15:32:00,CCD,AMN,POST,28,I,DW 241,2.7,Detection,Ramp,Auto,40.51,45,3,5,OFF,1.2,0.1,0
340,2024-05-03 15:34:00,CCD,AMN,POST,28,I,DW 241,1.0,Detection,Ramp,Auto,14.57,45,3,5,OFF,1.2,0.1,0
341,2024-05-03 15:34:00,CCD,AMN,POST,28,I,DW 241,0.9,Detection,Ramp,Auto,14.07,45,3,5,OFF,1.2,0.1,0
342,2024-05-03 15:35:00,CCD,AMN,POST,28,I,DW 241,2.4,Detection,Ramp,Auto,36.52,45,3,5,OFF,1.2,0.1,0
343,2024-05-03 15:38:00,CCD,AMN,POST,28,I,DW 241,0.6,Detection,Ramp,Auto,10.58,45,3,5,OFF,1.2,0.1,0
344,2024-05-06 18:04:00,PGM,AMN,POST,10,C,DW 24X,7.7,Detection,Ramp,Auto,45.0,45,3,5,OFF,1.2,0.1,0
345,2024-05-06 18:04:00,PGM,AMN,POST,10,C,DW 24X,2.5,Detection,Ramp,Auto,38.02,45,3,5,OFF,1.2,0.1,0
346,2024-05-06 18:05:00,PGM,AMN,POST,10,C,DW 24X,2.2,Detection,Ramp,Auto,33.03,45,3,5,OFF,1.2,0.1,0
347,2024-05-06 18:06:00,PGM,AMN,POST,10,C,DW 24X,8.0,Cutoff,Ramp,Auto,45.0,45,3,5,OFF,1.2,0.1,0
348,2024-05-06 18:06:00,PGM,AMN,POST,10,C,DW 24X,3.2,Detection,Ramp,Auto,45.0,45,3,5,OFF,1.2,0.1,0
349,2024-05-06 18:07:00,PGM,AMN,POST,10,C,DW 24X,2.9,Detection,Ramp,Auto,44.0,45,3,5,OFF,1.2,0.1,0
350,2024-05-06 18:07:00,PGM,AMN,POST,10,I,DW 24X,2.3,Detection,Ramp,Auto,34.02,45,3,5,OFF,1.2,0.1,0
351,2024-05-06 18:07:00,PGM,AMN,POST,10,I,DW 24X,1.3,Detection,Ramp,Auto,20.06,45,3,5,OFF,1.2,0.1,0
352,2024-05-06 18:07:00,PGM,AMN,POST,10,I,DW 24X,2.4,Detection,Ramp,Auto,35.52,45,3,5,OFF,1.2,0.1,0
353,2024-05-06 18:08:00,PGM,AMN,POST,10,I,DW 24X,2.8,Detection,Ramp,Auto,42.01,45,3,5,OFF,1.2,0.1,0
354,2024-05-06 18:08:00,PGM,AMN,POST,10,I,DW 24X,1.7,Detection,Ramp,Auto,26.04,45,3,5,OFF,1.2,0.1,0
355,2024-05-06 18:08:00,PGM,AMN,POST,10,I,DW 24X,1.7,Detection,Ramp,Auto,27.04,45,3,5,OFF,1.2,0.1,0
356,2024-05-06 18:09:00,PGM,AMN,POST,10,C,DW 24X,3.8,Detection,Ramp,Auto,45.0,45,3,5,OFF,1.2,0.1,0
357,2024-05-06 18:09:00,PGM,AMN,POST,10,C,DW 24X,1.1,Detection,Ramp,Auto,16.06,45,3,5,OFF,1.2,0.1,0
358,2024-05-06 18:10:00,PGM,AMN,POST,10,C,DW 24X,3.1,Detection,Ramp,Auto,45.0,45,3,5,OFF,1.2,0.1,0
359,2024-05-06 18:10:00,PGM,AMN,POST,10,C,DW 24X,2.2,Detection,Ramp,Auto,32.53,45,3,5,OFF,1.2,0.1,0
