Session,Date,Treatment,Protocol,Stage,Trial,ID,Latency,Reason,Mode,Scoring,Force,TargetForce,RampDuration,CutoffTime,LegacyMode,TouchPause,TouchForce,TimeThreshold,Inconsistent,Response,SurgeryDate,DayNumber
3264,2025-07-03 14:13:44,CCD,AMN,POST,TEST,DW369,2.0,Detection,Ramp,Auto,20.86,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3265,2025-07-03 14:14:21,CCD,AMN,POST,TEST,DW369,0.2,Detection,Ramp,Auto,2.62,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3266,2025-07-03 14:14:47,CCD,AMN,POST,TEST,DW369,3.4,Detection,Ramp,Auto,33.47,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3267,2025-07-03 14:14:59,CCD,AMN,POST,TEST,DW369,3.8,Detection,Ramp,Auto,37.45,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3268,2025-07-03 14:15:06,CCD,AMN,POST,TEST,DW369,0.3,Detection,Ramp,Auto,4.28,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3269,2025-07-03 14:18:10,CCD,AMN,POST,TEST,DW369,0.0,Manual Stop,Ramp,Auto,0.63,60.0,6,5,OFF,1.2,0.3,0.0,False,0,2025-07-02 10:38:51,1
3270,2025-07-03 14:18:13,CCD,AMN,POST,TEST,DW369,0.0,Manual Stop,Ramp,Auto,0.3,60.0,6,5,OFF,1.2,0.3,0.0,False,0,2025-07-02 10:38:51,1
3271,2025-07-03 14:18:22,CCD,AMN,POST,TEST,DW369,0.2,Manual Stop,Ramp,Auto,2.29,60.0,6,5,OFF,1.2,0.3,0.0,True,0,2025-07-02 10:38:51,1
3272,2025-07-03 14:18:46,CCD,AMN,POST,TEST,DW369,0.4,Detection,Ramp,Auto,4.28,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3273,2025-07-03 14:19:00,CCD,AMN,POST,TEST,DW369,11.0,Cutoff,Ramp,Auto,60.0,60.0,6,5,OFF,1.2,0.3,0.0,False,0,2025-07-02 10:38:51,1
3274,2025-07-03 14:19:06,CCD,AMN,POST,TEST,DW369,0.1,Manual Stop,Ramp,Auto,1.29,60.0,6,5,OFF,1.2,0.3,0.0,True,0,2025-07-02 10:38:51,1
3275,2025-07-03 14:19:10,CCD,AMN,POST,TEST,DW369,0.2,Detection,Ramp,Auto,2.29,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3276,2025-07-03 14:23:02,CCD,AMN,POST,I,DW369,1.7,Detection,Ramp,Auto,16.88,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3277,2025-07-03 14:25:32,CCD,AMN,POST,C,DW369,0.2,Detection,Ramp,Auto,2.95,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3278,2025-07-03 14:26:17,CCD,AMN,POST,C,DW369,3.0,Detection,Ramp,Auto,31.15,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3279,2025-07-03 14:26:32,CCD,AMN,POST,C,DW369,5.5,Detection,Ramp,Auto,55.69,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3280,2025-07-03 14:26:47,CCD,AMN,POST,C,DW369,4.2,Detection,Ramp,Auto,40.76,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3281,2025-07-03 14:26:59,CCD,AMN,POST,C,DW369,0.7,Detection,Ramp,Auto,7.6,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3282,2025-07-03 14:27:17,CCD,AMN,POST,C,DW369,5.1,Detection,Ramp,Auto,50.71,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3283,2025-07-03 14:27:38,CCD,AMN,POST,C,DW369,4.3,Detection,Ramp,Auto,43.75,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3284,2025-07-03 14:27:58,CCD,AMN,POST,C,DW369,0.4,Detection,Ramp,Auto,4.61,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3285,2025-07-03 14:29:08,CCD,AMN,POST,C,DW369,0.3,Manual Stop,Ramp,Auto,2.95,60.0,6,5,OFF,1.2,0.3,0.0,True,0,2025-07-02 10:38:51,1
3286,2025-07-03 14:29:14,CCD,AMN,POST,C,DW369,1.8,Detection,Ramp,Auto,18.87,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3287,2025-07-03 14:29:27,CCD,AMN,POST,C,DW369,4.0,Detection,Ramp,Auto,39.44,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3288,2025-07-03 14:29:48,CCD,AMN,POST,C,DW369,3.4,Detection,Ramp,Auto,35.13,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3289,2025-07-03 14:30:07,CCD,AMN,POST,C,DW369,6.3,Detection,Ramp,Auto,60.0,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3290,2025-07-03 14:30:53,CCD,AMN,POST,C,DW369,3.4,Detection,Ramp,Auto,33.47,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3291,2025-07-03 14:31:23,CCD,AMN,POST,C,DW369,3.3,Detection,Ramp,Auto,33.47,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3292,2025-07-03 14:32:06,CCD,AMN,POST,C,DW369,11.0,Cutoff,Ramp,Auto,60.0,60.0,6,5,OFF,1.2,0.3,0.0,False,0,2025-07-02 10:38:51,1
3293,2025-07-03 14:32:21,CCD,AMN,POST,C,DW369,4.4,Detection,Ramp,Auto,44.74,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3294,2025-07-03 14:35:39,CCD,AMN,POST,I,DW369,1.7,Detection,Ramp,Auto,17.22,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3295,2025-07-03 14:36:04,CCD,AMN,POST,I,DW369,3.2,Detection,Ramp,Auto,32.14,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3296,2025-07-03 14:36:52,CCD,AMN,POST,I,DW369,1.1,Detection,Ramp,Auto,11.91,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3297,2025-07-03 14:37:54,CCD,AMN,POST,I,DW369,0.2,Detection,Ramp,Auto,2.62,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3298,2025-07-03 14:38:01,CCD,AMN,POST,I,DW369,2.6,Detection,Ramp,Auto,25.84,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3299,2025-07-03 14:38:39,CCD,AMN,POST,I,DW369,1.4,Detection,Ramp,Auto,13.9,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3300,2025-07-03 14:39:02,CCD,AMN,POST,I,DW369,0.2,Detection,Ramp,Auto,2.29,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3301,2025-07-03 14:39:31,CCD,AMN,POST,I,DW369,0.8,Detection,Ramp,Auto,8.59,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3302,2025-07-03 14:40:01,CCD,AMN,POST,I,DW369,1.8,Detection,Ramp,Auto,18.54,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3303,2025-07-03 14:40:08,CCD,AMN,POST,I,DW369,1.3,Detection,Ramp,Auto,13.23,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3304,2025-07-03 14:41:37,CCD,AMN,POST,I,DW369,1.7,Detection,Ramp,Auto,17.88,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3305,2025-07-03 14:42:09,CCD,AMN,POST,I,DW369,1.7,Detection,Ramp,Auto,18.21,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3306,2025-07-03 14:42:15,CCD,AMN,POST,I,DW369,0.0,Manual Stop,Ramp,Auto,0.3,60.0,6,5,OFF,1.2,0.3,0.0,False,0,2025-07-02 10:38:51,1
3307,2025-07-03 14:42:24,CCD,AMN,POST,I,DW369,2.3,Detection,Ramp,Auto,22.85,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,1
3308,2025-07-03 14:44:27,CCD,AMN,POST,I,DW368,6.6,Detection,Ramp,Auto,60.0,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3309,2025-07-03 14:44:30,CCD,AMN,POST,I,DW368,1.1,Detection,Ramp,Auto,11.24,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3310,2025-07-03 14:44:41,CCD,AMN,POST,I,DW368,0.2,Detection,Ramp,Auto,2.62,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3311,2025-07-03 14:45:00,CCD,AMN,POST,I,DW368,0.2,Detection,Ramp,Auto,2.95,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3312,2025-07-03 14:45:07,CCD,AMN,POST,I,DW368,1.0,Detection,Ramp,Auto,10.58,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3313,2025-07-03 14:45:30,CCD,AMN,POST,I,DW368,0.2,Detection,Ramp,Auto,2.62,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3314,2025-07-03 14:45:41,CCD,AMN,POST,I,DW368,2.6,Detection,Ramp,Auto,26.83,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3315,2025-07-03 14:46:20,CCD,AMN,POST,I,DW368,0.2,Detection,Ramp,Auto,2.62,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3316,2025-07-03 14:46:36,CCD,AMN,POST,I,DW368,0.4,Detection,Ramp,Auto,4.61,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3317,2025-07-03 14:46:44,CCD,AMN,POST,I,DW368,0.4,Detection,Ramp,Auto,4.94,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3318,2025-07-03 14:48:10,CCD,AMN,POST,C,DW368,4.8,Detection,Ramp,Auto,47.73,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3319,2025-07-03 14:48:19,CCD,AMN,POST,C,DW368,1.7,Detection,Ramp,Auto,17.88,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3320,2025-07-03 14:48:31,CCD,AMN,POST,C,DW368,4.9,Detection,Ramp,Auto,49.06,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3321,2025-07-03 14:48:40,CCD,AMN,POST,C,DW368,4.5,Detection,Ramp,Auto,44.74,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3322,2025-07-03 14:49:02,CCD,AMN,POST,C,DW368,4.7,Detection,Ramp,Auto,47.4,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3323,2025-07-03 14:49:15,CCD,AMN,POST,C,DW368,4.4,Detection,Ramp,Auto,43.42,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3324,2025-07-03 14:49:22,CCD,AMN,POST,C,DW368,0.1,Detection,Ramp,Auto,1.96,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3325,2025-07-03 14:49:49,CCD,AMN,POST,C,DW368,5.4,Detection,Ramp,Auto,54.03,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3326,2025-07-03 14:49:58,CCD,AMN,POST,C,DW368,0.2,Detection,Ramp,Auto,2.62,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3327,2025-07-03 14:50:11,CCD,AMN,POST,C,DW368,2.9,Detection,Ramp,Auto,28.82,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3328,2025-07-03 14:50:18,CCD,AMN,POST,C,DW368,2.7,Detection,Ramp,Auto,27.17,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3329,2025-07-03 14:50:27,CCD,AMN,POST,C,DW368,1.9,Detection,Ramp,Auto,19.54,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3330,2025-07-03 14:50:55,CCD,AMN,POST,C,DW368,0.2,Detection,Ramp,Auto,2.95,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3331,2025-07-03 14:51:27,CCD,AMN,POST,C,DW368,5.3,Detection,Ramp,Auto,53.37,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3332,2025-07-03 14:51:38,CCD,AMN,POST,C,DW368,5.2,Detection,Ramp,Auto,51.38,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3333,2025-07-03 14:51:52,CCD,AMN,POST,C,DW368,6.3,Detection,Ramp,Auto,60.0,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3334,2025-07-03 14:52:06,CCD,AMN,POST,C,DW368,6.9,Detection,Ramp,Auto,60.0,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3335,2025-07-03 14:52:14,CCD,AMN,POST,C,DW368,3.6,Detection,Ramp,Auto,36.45,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3336,2025-07-03 14:52:22,CCD,AMN,POST,C,DW368,4.9,Detection,Ramp,Auto,48.72,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3337,2025-07-03 14:52:51,CCD,AMN,POST,I,DW368,1.4,Detection,Ramp,Auto,14.56,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3338,2025-07-03 14:52:56,CCD,AMN,POST,I,DW368,1.5,Detection,Ramp,Auto,15.56,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3339,2025-07-03 14:53:35,CCD,AMN,POST,I,DW368,3.5,Detection,Ramp,Auto,34.79,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3340,2025-07-03 14:53:45,CCD,AMN,POST,I,DW368,2.8,Detection,Ramp,Auto,27.5,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3341,2025-07-03 14:53:52,CCD,AMN,POST,I,DW368,2.4,Detection,Ramp,Auto,24.51,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3342,2025-07-03 14:54:03,CCD,AMN,POST,I,DW368,3.0,Detection,Ramp,Auto,30.81,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3343,2025-07-03 14:54:15,CCD,AMN,POST,I,DW368,2.9,Detection,Ramp,Auto,30.15,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3344,2025-07-03 14:54:21,CCD,AMN,POST,I,DW368,2.8,Detection,Ramp,Auto,27.83,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3345,2025-07-03 14:54:32,CCD,AMN,POST,I,DW368,3.0,Detection,Ramp,Auto,29.82,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3346,2025-07-03 14:56:10,CCD,AMN,POST,I,DW368,3.0,Detection,Ramp,Auto,31.15,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3347,2025-07-03 14:56:15,CCD,AMN,POST,I,DW368,0.8,Detection,Ramp,Auto,9.26,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3348,2025-07-03 14:56:28,CCD,AMN,POST,I,DW368,0.7,Detection,Ramp,Auto,7.93,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3349,2025-07-03 14:56:53,CCD,AMN,POST,I,DW368,1.7,Detection,Ramp,Auto,17.22,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3350,2025-07-03 14:57:10,CCD,AMN,POST,I,DW368,0.8,Detection,Ramp,Auto,8.59,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,1
3351,2025-07-07 16:01:55,CCD,AMN,POST,I,DW368,1.5,Detection,Ramp,Auto,16.22,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,5
3352,2025-07-07 16:02:14,CCD,AMN,POST,I,DW368,2.5,Detection,Ramp,Auto,25.84,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,5
3353,2025-07-07 16:02:32,CCD,AMN,POST,I,DW368,0.7,Detection,Ramp,Auto,7.6,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,5
3354,2025-07-07 16:03:04,CCD,AMN,POST,I,DW368,1.6,Detection,Ramp,Auto,15.89,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,5
3355,2025-07-07 16:03:44,CCD,AMN,POST,I,DW368,3.4,Detection,Ramp,Auto,33.8,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,5
3356,2025-07-07 16:03:52,CCD,AMN,POST,I,DW368,1.8,Detection,Ramp,Auto,18.87,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,5
3357,2025-07-07 16:04:10,CCD,AMN,POST,I,DW368,3.1,Detection,Ramp,Auto,30.15,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,5
3358,2025-07-07 16:04:20,CCD,AMN,POST,I,DW368,0.9,Detection,Ramp,Auto,8.92,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,5
3359,2025-07-07 16:04:40,CCD,AMN,POST,I,DW368,2.5,Detection,Ramp,Auto,26.17,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,5
3360,2025-07-07 16:07:20,CCD,AMN,POST,I,DW368,1.3,Detection,Ramp,Auto,13.9,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,5
3361,2025-07-07 16:07:36,CCD,AMN,POST,I,DW368,2.1,Detection,Ramp,Auto,21.53,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,5
3362,2025-07-07 16:07:59,CCD,AMN,POST,I,DW368,1.1,Detection,Ramp,Auto,11.58,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,5
3363,2025-07-07 16:08:14,CCD,AMN,POST,I,DW368,1.8,Detection,Ramp,Auto,18.87,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,5
3364,2025-07-07 16:08:20,CCD,AMN,POST,I,DW368,1.0,Detection,Ramp,Auto,9.92,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,5
3365,2025-07-07 16:08:44,CCD,AMN,POST,I,DW368,1.0,Detection,Ramp,Auto,10.91,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,5
3366,2025-07-07 16:08:54,CCD,AMN,POST,I,DW368,1.0,Detection,Ramp,Auto,10.58,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,5
3367,2025-07-07 16:10:20,CCD,AMN,POST,I,DW368,2.6,Detection,Ramp,Auto,25.84,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,5
3368,2025-07-07 16:10:25,CCD,AMN,POST,I,DW368,1.9,Detection,Ramp,Auto,19.87,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,5
3369,2025-07-07 16:10:36,CCD,AMN,POST,I,DW368,0.2,Detection,Ramp,Auto,2.29,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,5
3370,2025-07-07 16:10:55,CCD,AMN,POST,I,DW368,0.6,Detection,Ramp,Auto,6.93,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,5
3371,2025-07-07 16:11:47,CCD,AMN,POST,I,DW368,1.0,Detection,Ramp,Auto,10.91,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,5
3372,2025-07-07 16:13:38,CCD,AMN,POST,I,DW368,0.2,Detection,Ramp,Auto,2.95,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,5
3373,2025-07-07 16:13:46,CCD,AMN,POST,I,DW368,1.6,Detection,Ramp,Auto,16.55,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,5
3374,2025-07-07 16:15:27,CCD,AMN,POST,I,DW368,1.0,Detection,Ramp,Auto,10.91,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,5
3375,2025-07-07 16:15:31,CCD,AMN,POST,I,DW368,1.7,Detection,Ramp,Auto,17.88,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,5
3376,2025-07-07 16:16:41,CCD,AMN,POST,I,DW369,1.4,Detection,Ramp,Auto,14.23,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3377,2025-07-07 16:17:03,CCD,AMN,POST,I,DW369,1.9,Detection,Ramp,Auto,19.2,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3378,2025-07-07 16:17:25,CCD,AMN,POST,I,DW369,1.8,Detection,Ramp,Auto,18.87,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3379,2025-07-07 16:17:49,CCD,AMN,POST,I,DW369,0.5,Detection,Ramp,Auto,6.27,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3380,2025-07-07 16:18:12,CCD,AMN,POST,I,DW369,0.2,Detection,Ramp,Auto,2.62,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3381,2025-07-07 16:18:20,CCD,AMN,POST,I,DW369,0.0,Detection,Ramp,Auto,0.3,60.0,6,5,OFF,1.2,0.3,0.0,True,0,2025-07-02 10:38:51,5
3382,2025-07-07 16:18:48,CCD,AMN,POST,I,DW369,2.1,Detection,Ramp,Auto,20.86,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3383,2025-07-07 16:19:15,CCD,AMN,POST,I,DW369,1.4,Detection,Ramp,Auto,14.23,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3384,2025-07-07 16:19:21,CCD,AMN,POST,I,DW369,1.2,Detection,Ramp,Auto,12.57,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3385,2025-07-07 16:19:34,CCD,AMN,POST,I,DW369,0.2,Detection,Ramp,Auto,2.29,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3386,2025-07-07 16:20:01,CCD,AMN,POST,I,DW369,0.6,Detection,Ramp,Auto,6.93,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3387,2025-07-07 16:20:54,CCD,AMN,POST,I,DW369,1.0,Detection,Ramp,Auto,10.25,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3388,2025-07-07 16:21:25,CCD,AMN,POST,I,DW369,3.5,Detection,Ramp,Auto,35.13,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3389,2025-07-07 16:21:39,CCD,AMN,POST,I,DW369,1.0,Detection,Ramp,Auto,10.58,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3390,2025-07-07 16:23:16,CCD,AMN,POST,I,DW369,1.3,Detection,Ramp,Auto,12.9,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3391,2025-07-07 16:23:28,CCD,AMN,POST,I,DW369,2.8,Detection,Ramp,Auto,28.82,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3392,2025-07-07 16:23:57,CCD,AMN,POST,I,DW369,2.4,Detection,Ramp,Auto,24.18,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3393,2025-07-07 16:24:35,CCD,AMN,POST,I,DW369,0.2,Detection,Ramp,Auto,2.62,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3394,2025-07-07 16:24:53,CCD,AMN,POST,I,DW369,1.3,Detection,Ramp,Auto,14.23,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3395,2025-07-07 16:25:33,CCD,AMN,POST,I,DW369,1.7,Detection,Ramp,Auto,17.88,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3396,2025-07-07 16:26:10,CCD,AMN,POST,I,DW369,0.7,Detection,Ramp,Auto,7.93,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3397,2025-07-07 16:26:24,CCD,AMN,POST,I,DW369,4.2,Detection,Ramp,Auto,41.76,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3398,2025-07-07 16:26:50,CCD,AMN,POST,I,DW369,2.1,Detection,Ramp,Auto,21.19,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3399,2025-07-07 16:28:15,CCD,AMN,POST,I,DW369,0.9,Detection,Ramp,Auto,9.26,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3400,2025-07-07 16:28:38,CCD,AMN,POST,I,DW369,1.3,Detection,Ramp,Auto,13.9,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3401,2025-07-07 16:28:47,CCD,AMN,POST,I,DW369,2.2,Detection,Ramp,Auto,21.86,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3402,2025-07-07 16:30:27,CCD,AMN,POST,I,DW369,0.8,Detection,Ramp,Auto,8.92,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3403,2025-07-07 16:30:47,CCD,AMN,POST,I,DW369,0.9,Detection,Ramp,Auto,9.92,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3404,2025-07-07 16:31:10,CCD,AMN,POST,I,DW369,2.6,Detection,Ramp,Auto,26.17,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3405,2025-07-07 16:31:46,CCD,AMN,POST,I,DW369,0.2,Detection,Ramp,Auto,2.95,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
